Sat;RadniDan;Mjesec;PrijasnjaPotrosnja;Potrosnja
23;1;8;16024;14478
0;1;8;14478;13402
1;1;8;13402;12693
2;1;8;12693;12236
3;0;8;12236;12050
4;0;8;12050;12223
5;1;8;12223;13086
6;1;8;13086;14443
7;1;8;14443;16080
8;1;8;16080;17298
9;1;8;17298;18188
10;0;8;18188;18851
11;0;8;18851;19051
12;1;8;19051;19088
13;1;8;19088;19198
14;1;8;19198;19188
15;1;8;19188;19117
16;1;8;19117;19084
17;0;8;19084;18897
18;0;8;18897;18487
19;1;8;18487;18236
20;1;8;18236;18470
21;1;8;18470;17368
22;1;8;17368;15610
23;1;8;15610;13906
0;0;8;13906;12666
1;0;8;12666;12028
2;1;8;12028;11606
3;1;8;11606;11394
4;1;8;11394;11531
5;1;8;11531;12396
6;1;8;12396;13687
7;0;8;13687;15317
8;0;8;15317;16642
9;1;8;16642;17619
10;1;8;17619;18500
11;1;8;18500;19040
12;1;8;19040;19417
13;1;8;19417;19851
14;0;8;19851;20061
15;0;8;20061;20139
16;1;8;20139;20168
17;1;8;20168;19919
18;1;8;19919;19385
19;1;8;19385;19005
20;1;8;19005;19246
21;0;8;19246;18099
22;0;8;18099;16284
23;1;8;16284;14620
0;1;8;14620;13344
1;1;8;13344;12698
2;1;8;12698;12202
3;1;8;12202;11969
4;0;8;11969;12100
5;0;8;12100;13022
6;1;8;13022;14293
7;1;8;14293;15929
8;1;8;15929;17278
9;1;8;17278;18227
10;1;8;18227;19043
11;0;8;19043;19554
12;0;8;19554;19784
13;1;8;19784;19996
14;1;8;19996;20000
15;1;8;20000;19907
16;1;8;19907;19747
17;1;8;19747;19326
18;0;8;19326;18674
19;0;8;18674;18355
20;1;8;18355;18511
21;1;8;18511;17393
22;1;8;17393;15696
23;1;8;15696;14043
0;1;8;14043;12839
1;0;8;12839;12174
2;0;8;12174;11734
3;1;8;11734;11577
4;1;8;11577;11751
5;1;8;11751;12574
6;1;8;12574;13920
7;1;8;13920;15465
8;0;8;15465;16614
9;0;8;16614;17421
10;1;8;17421;18027
11;1;8;18027;18376
12;1;8;18376;18532
13;1;8;18532;18797
14;1;8;18797;18792
15;0;8;18792;18622
16;0;8;18622;18456
17;1;8;18456;18140
18;1;8;18140;17627
19;1;8;17627;17553
20;1;8;17553;17806
21;1;8;17806;16786
22;0;8;16786;15201
23;0;8;15201;13678
0;1;8;13678;12537
1;1;8;12537;11852
2;1;8;11852;11493
3;1;8;11493;11353
4;1;8;11353;11510
5;0;8;11510;12337
6;0;8;12337;13765
7;1;8;13765;15344
8;1;8;15344;16431
9;1;8;16431;17223
10;1;8;17223;17710
11;1;8;17710;17845
12;0;8;17845;17717
13;0;8;17717;17628
14;1;8;17628;17379
15;1;8;17379;17041
16;1;8;17041;16865
17;1;8;16865;16610
18;1;8;16610;16385
19;0;8;16385;16394
20;0;8;16394;16336
21;1;8;16336;15440
22;1;8;15440;14217
23;1;8;14217;12869
0;1;8;12869;11796
1;1;8;11796;11158
2;0;8;11158;10804
3;0;8;10804;10579
4;1;8;10579;10586
5;1;8;10586;10928
6;1;8;10928;11388
7;1;8;11388;12432
8;1;8;12432;13789
9;0;8;13789;14788
10;0;8;14788;15276
11;1;8;15276;15425
12;1;8;15425;15334
13;1;8;15334;15081
14;1;8;15081;14885
15;1;8;14885;14742
16;0;8;14742;14728
17;0;8;14728;14715
18;1;8;14715;14624
19;1;8;14624;14899
20;1;8;14899;15121
21;1;8;15121;14529
22;1;8;14529;13433
23;0;8;13433;12282
0;0;8;12282;11331
1;1;8;11331;10701
2;1;8;10701;10322
3;1;8;10322;10104
4;1;8;10104;10065
5;1;8;10065;10228
6;0;8;10228;10478
7;0;8;10478;11201
8;1;8;11201;12355
9;1;8;12355;13315
10;1;8;13315;13950
11;1;8;13950;14334
12;1;8;14334;14468
13;0;8;14468;14389
14;0;8;14389;14255
15;1;8;14255;14223
16;1;8;14223;14443
17;1;8;14443;14803
18;1;8;14803;14958
19;1;8;14958;15225
20;0;8;15225;15032
21;0;8;15032;14178
22;1;8;14178;13057
23;1;8;13057;11924
0;1;8;11924;11110
1;1;8;11110;10683
2;1;8;10683;10458
3;0;8;10458;10422
4;0;8;10422;10719
5;1;8;10719;11689
6;1;8;11689;13338
7;1;8;13338;14887
8;1;8;14887;15983
9;1;8;15983;16727
10;0;8;16727;17327
11;0;8;17327;17681
12;1;8;17681;17748
13;1;8;17748;17858
14;1;8;17858;17870
15;1;8;17870;17746
16;1;8;17746;17693
17;0;8;17693;17659
18;0;8;17659;17598
19;1;8;17598;17773
20;1;8;17773;17604
21;1;8;17604;16402
22;1;8;16402;14779
23;1;8;14779;13231
0;0;8;13231;12075
1;0;8;12075;11503
2;1;8;11503;11149
3;1;8;11149;11033
4;1;8;11033;11191
5;1;8;11191;12213
6;1;8;12213;13874
7;0;8;13874;15372
8;0;8;15372;16332
9;1;8;16332;16962
10;1;8;16962;17389
11;1;8;17389;17579
12;1;8;17579;17526
13;1;8;17526;17475
14;0;8;17475;17312
15;0;8;17312;17127
16;1;8;17127;17140
17;1;8;17140;17183
18;1;8;17183;17085
19;1;8;17085;17241
20;1;8;17241;16969
21;0;8;16969;15819
22;0;8;15819;14210
23;1;8;14210;12746
0;1;8;12746;11649
1;1;8;11649;11115
2;1;8;11115;10798
3;1;8;10798;10730
4;0;8;10730;10921
5;0;8;10921;11907
6;1;8;11907;13677
7;1;8;13677;15211
8;1;8;15211;16130
9;1;8;16130;16746
10;1;8;16746;17278
11;0;8;17278;17662
12;0;8;17662;17867
13;1;8;17867;18182
14;1;8;18182;18235
15;1;8;18235;18181
16;1;8;18181;18110
17;1;8;18110;17890
18;0;8;17890;17490
19;0;8;17490;17714
20;1;8;17714;17857
21;1;8;17857;16632
22;1;8;16632;14758
23;1;8;14758;13050
0;1;8;13050;11854
1;0;8;11854;11160
2;0;8;11160;10768
3;1;8;10768;10572
4;1;8;10572;10712
5;1;8;10712;11686
6;1;8;11686;13310
7;1;8;13310;14691
8;0;8;14691;15510
9;0;8;15510;16158
10;1;8;16158;16670
11;1;8;16670;16880
12;1;8;16880;16971
13;1;8;16971;17165
14;1;8;17165;17208
15;0;8;17208;17127
16;0;8;17127;17014
17;1;8;17014;16791
18;1;8;16791;16515
19;1;8;16515;16901
20;1;8;16901;17008
21;1;8;17008;15906
22;0;8;15906;14263
23;0;8;14263;12689
0;1;9;12689;11563
1;1;9;11563;10930
2;1;9;10930;10610
3;1;9;10610;10447
4;1;9;10447;10651
5;0;9;10651;11587
6;0;9;11587;13147
7;1;9;13147;14619
8;1;9;14619;15586
9;1;9;15586;16286
10;1;9;16286;16743
11;1;9;16743;16983
12;0;9;16983;16927
13;0;9;16927;16908
14;1;9;16908;16713
15;1;9;16713;16405
16;1;9;16405;16141
17;1;9;16141;15879
18;1;9;15879;15665
19;0;9;15665;16021
20;0;9;16021;15923
21;1;9;15923;15016
22;1;9;15016;13754
23;1;9;13754;12439
0;1;9;12439;11379
1;1;9;11379;10747
2;0;9;10747;10403
3;0;9;10403;10227
4;1;9;10227;10223
5;1;9;10223;10516
6;1;9;10516;11116
7;1;9;11116;12009
8;1;9;12009;13187
9;0;9;13187;14145
10;0;9;14145;14633
11;1;9;14633;14733
12;1;9;14733;14598
13;1;9;14598;14370
14;1;9;14370;14119
15;1;9;14119;13921
16;0;9;13921;13924
17;0;9;13924;14102
18;1;9;14102;14194
19;1;9;14194;14566
20;1;9;14566;14539
21;1;9;14539;13846
22;1;9;13846;12848
23;0;9;12848;11767
0;0;9;11767;10891
1;1;9;10891;10334
2;1;9;10334;10016
3;1;9;10016;9885
4;1;9;9885;9859
5;1;9;9859;10048
6;0;9;10048;10368
7;0;9;10368;11096
8;1;9;11096;12218
9;1;9;12218;13261
10;1;9;13261;13966
11;1;9;13966;14402
12;1;9;14402;14563
13;0;9;14563;14465
14;0;9;14465;14308
15;1;9;14308;14287
16;1;9;14287;14384
17;1;9;14384;14570
18;1;9;14570;14672
19;1;9;14672;15020
20;0;9;15020;14982
21;0;9;14982;14168
22;1;9;14168;13143
23;1;9;13143;12054
0;1;9;12054;11130
1;1;9;11130;10500
2;1;9;10500;10105
3;0;9;10105;9950
4;0;9;9950;9920
5;1;9;9920;10192
6;1;9;10192;10552
7;1;9;10552;11295
8;1;9;11295;12573
9;1;9;12573;13774
10;0;9;13774;14478
11;0;9;14478;14802
12;1;9;14802;14800
13;1;9;14800;14604
14;1;9;14604;14443
15;1;9;14443;14418
16;1;9;14418;14611
17;0;9;14611;14862
18;0;9;14862;15015
19;1;9;15015;15678
20;1;9;15678;15729
21;1;9;15729;14687
22;1;9;14687;13137
23;1;9;13137;11807
0;0;9;11807;10854
1;0;9;10854;10366
2;1;9;10366;10105
3;1;9;10105;10074
4;1;9;10074;10316
5;1;9;10316;11395
6;1;9;11395;13294
7;0;9;13294;14821
8;0;9;14821;15752
9;1;9;15752;16411
10;1;9;16411;16942
11;1;9;16942;17225
12;1;9;17225;17250
13;1;9;17250;17290
14;0;9;17290;17147
15;0;9;17147;17008
16;1;9;17008;16998
17;1;9;16998;17036
18;1;9;17036;17093
19;1;9;17093;17525
20;1;9;17525;17115
21;0;9;17115;15859
22;0;9;15859;14069
23;1;9;14069;12578
0;1;9;12578;11654
1;1;9;11654;11049
2;1;9;11049;10757
3;1;9;10757;10723
4;0;9;10723;10965
5;0;9;10965;11971
6;1;9;11971;14023
7;1;9;14023;15424
8;1;9;15424;16111
9;1;9;16111;16622
10;1;9;16622;17064
11;0;9;17064;17305
12;0;9;17305;17404
13;1;9;17404;17568
14;1;9;17568;17522
15;1;9;17522;17450
16;1;9;17450;17436
17;1;9;17436;17327
18;0;9;17327;17081
19;0;9;17081;17631
20;1;9;17631;17521
21;1;9;17521;16215
22;1;9;16215;14413
23;1;9;14413;12853
0;1;9;12853;11802
1;0;9;11802;11145
2;0;9;11145;10860
3;1;9;10860;10752
4;1;9;10752;10893
5;1;9;10893;11962
6;1;9;11962;13888
7;1;9;13888;15255
8;0;9;15255;16084
9;0;9;16084;16768
10;1;9;16768;17332
11;1;9;17332;17671
12;1;9;17671;17789
13;1;9;17789;17983
14;1;9;17983;18174
15;0;9;18174;18265
16;0;9;18265;18047
17;1;9;18047;17819
18;1;9;17819;17461
19;1;9;17461;17942
20;1;9;17942;17790
21;1;9;17790;16475
22;0;9;16475;14654
23;0;9;14654;13102
0;1;9;13102;12007
1;1;9;12007;11345
2;1;9;11345;10977
3;1;9;10977;10830
4;1;9;10830;11019
5;0;9;11019;12050
6;0;9;12050;13894
7;1;9;13894;15274
8;1;9;15274;16124
9;1;9;16124;16841
10;1;9;16841;17485
11;1;9;17485;17871
12;0;9;17871;18016
13;0;9;18016;18161
14;1;9;18161;18159
15;1;9;18159;18051
16;1;9;18051;17879
17;1;9;17879;17504
18;1;9;17504;17064
19;0;9;17064;17419
20;0;9;17419;17180
21;1;9;17180;16119
22;1;9;16119;14655
23;1;9;14655;13204
0;1;9;13204;12067
1;1;9;12067;11395
2;0;9;11395;11018
3;0;9;11018;10798
4;1;9;10798;10759
5;1;9;10759;11083
6;1;9;11083;11732
7;1;9;11732;12743
8;1;9;12743;14152
9;0;9;14152;15274
10;0;9;15274;16023
11;1;9;16023;16448
12;1;9;16448;16683
13;1;9;16683;16717
14;1;9;16717;16699
15;1;9;16699;16701
16;0;9;16701;16665
17;0;9;16665;16622
18;1;9;16622;16480
19;1;9;16480;16723
20;1;9;16723;16404
21;1;9;16404;15543
22;1;9;15543;14264
23;0;9;14264;12961
0;0;9;12961;11873
1;1;9;11873;11191
2;1;9;11191;10769
3;1;9;10769;10517
4;1;9;10517;10357
5;1;9;10357;10458
6;0;9;10458;10695
7;0;9;10695;11440
8;1;9;11440;12585
9;1;9;12585;13508
10;1;9;13508;14064
11;1;9;14064;14336
12;1;9;14336;14415
13;0;9;14415;14339
14;0;9;14339;14184
15;1;9;14184;14080
16;1;9;14080;14281
17;1;9;14281;14493
18;1;9;14493;14673
19;1;9;14673;15446
20;0;9;15446;15310
21;0;9;15310;14131
22;1;9;14131;12757
23;1;9;12757;11506
0;1;9;11506;10681
1;1;9;10681;10202
2;1;9;10202;10010
3;0;9;10010;9934
4;0;9;9934;10229
5;1;9;10229;11337
6;1;9;11337;13255
7;1;9;13255;14625
8;1;9;14625;15284
9;1;9;15284;15780
10;0;9;15780;16223
11;0;9;16223;16382
12;1;9;16382;16336
13;1;9;16336;16343
14;1;9;16343;16189
15;1;9;16189;16049
16;1;9;16049;16029
17;0;9;16029;16023
18;0;9;16023;15950
19;1;9;15950;16550
20;1;9;16550;16187
21;1;9;16187;14917
22;1;9;14917;13204
23;1;9;13204;11745
0;0;9;11745;10796
1;0;9;10796;10316
2;1;9;10316;10088
3;1;9;10088;10020
4;1;9;10020;10276
5;1;9;10276;11349
6;1;9;11349;13305
7;0;9;13305;14613
8;0;9;14613;15181
9;1;9;15181;15598
10;1;9;15598;15927
11;1;9;15927;16087
12;1;9;16087;16186
13;1;9;16186;16232
14;0;9;16232;16123
15;0;9;16123;16024
16;1;9;16024;16023
17;1;9;16023;16012
18;1;9;16012;15948
19;1;9;15948;16618
20;1;9;16618;16212
21;0;9;16212;14989
22;0;9;14989;13315
23;1;9;13315;11819
0;1;9;11819;10818
1;1;9;10818;10390
2;1;9;10390;10150
3;1;9;10150;10113
4;0;9;10113;10373
5;0;9;10373;11462
6;1;9;11462;13447
7;1;9;13447;14798
8;1;9;14798;15354
9;1;9;15354;15740
10;1;9;15740;16081
11;0;9;16081;16169
12;0;9;16169;16185
13;1;9;16185;16269
14;1;9;16269;16142
15;1;9;16142;16033
16;1;9;16033;16080
17;1;9;16080;16108
18;0;9;16108;16282
19;0;9;16282;16893
20;1;9;16893;16461
21;1;9;16461;15257
22;1;9;15257;13581
23;1;9;13581;12071
0;1;9;12071;11115
1;0;9;11115;10578
2;0;9;10578;10388
3;1;9;10388;10326
4;1;9;10326;10607
5;1;9;10607;11690
6;1;9;11690;13798
7;1;9;13798;15241
8;0;9;15241;15863
9;0;9;15863;16293
10;1;9;16293;16663
11;1;9;16663;16858
12;1;9;16858;16877
13;1;9;16877;16811
14;1;9;16811;16809
15;0;9;16809;16767
16;0;9;16767;16892
17;1;9;16892;16983
18;1;9;16983;17025
19;1;9;17025;17334
20;1;9;17334;16765
21;1;9;16765;15551
22;0;9;15551;13912
23;0;9;13912;12442
0;1;9;12442;11465
1;1;9;11465;10945
2;1;9;10945;10650
3;1;9;10650;10583
4;1;9;10583;10819
5;0;9;10819;11848
6;0;9;11848;13987
7;1;9;13987;15469
8;1;9;15469;16203
9;1;9;16203;16715
10;1;9;16715;17096
11;1;9;17096;17233
12;0;9;17233;17172
13;0;9;17172;17134
14;1;9;17134;16942
15;1;9;16942;16585
16;1;9;16585;16480
17;1;9;16480;16462
18;1;9;16462;16357
19;0;9;16357;16659
20;0;9;16659;16197
21;1;9;16197;15206
22;1;9;15206;13830
23;1;9;13830;12483
0;1;9;12483;11472
1;1;9;11472;10862
2;0;9;10862;10484
3;0;9;10484;10306
4;1;9;10306;10325
5;1;9;10325;10685
6;1;9;10685;11301
7;1;9;11301;12376
8;1;9;12376;13772
9;0;9;13772;14781
10;0;9;14781;15339
11;1;9;15339;15560
12;1;9;15560;15573
13;1;9;15573;15454
14;1;9;15454;15339
15;1;9;15339;15330
16;0;9;15330;15381
17;0;9;15381;15371
18;1;9;15371;15384
19;1;9;15384;16052
20;1;9;16052;15779
21;1;9;15779;14959
22;1;9;14959;13740
23;0;9;13740;12497
0;0;9;12497;11444
1;1;9;11444;10742
2;1;9;10742;10369
3;1;9;10369;10139
4;1;9;10139;10059
5;1;9;10059;10231
6;0;9;10231;10533
7;0;9;10533;11323
8;1;9;11323;12494
9;1;9;12494;13555
10;1;9;13555;14258
11;1;9;14258;14734
12;1;9;14734;15069
13;0;9;15069;15218
14;0;9;15218;15317
15;1;9;15317;15475
16;1;9;15475;15658
17;1;9;15658;15879
18;1;9;15879;16041
19;1;9;16041;16891
20;0;9;16891;16544
21;0;9;16544;15305
22;1;9;15305;13747
23;1;9;13747;12406
0;1;9;12406;11428
1;1;9;11428;10885
2;1;9;10885;10607
3;0;9;10607;10532
4;0;9;10532;10820
5;1;9;10820;11943
6;1;9;11943;13998
7;1;9;13998;15441
8;1;9;15441;16298
9;1;9;16298;17012
10;0;9;17012;17704
11;0;9;17704;18223
12;1;9;18223;18530
13;1;9;18530;18837
14;1;9;18837;18963
15;1;9;18963;19011
16;1;9;19011;18957
17;0;9;18957;18731
18;0;9;18731;18513
19;1;9;18513;19140
20;1;9;19140;18456
21;1;9;18456;16953
22;1;9;16953;15030
23;1;9;15030;13383
0;0;9;13383;12237
1;0;9;12237;11595
2;1;9;11595;11271
3;1;9;11271;11154
4;1;9;11154;11400
5;1;9;11400;12535
6;1;9;12535;14645
7;0;9;14645;16055
8;0;9;16055;16762
9;1;9;16762;17299
10;1;9;17299;17912
11;1;9;17912;18380
12;1;9;18380;18695
13;1;9;18695;18952
14;0;9;18952;18912
15;0;9;18912;18819
16;1;9;18819;18764
17;1;9;18764;18716
18;1;9;18716;18866
19;1;9;18866;19168
20;1;9;19168;18442
21;0;9;18442;17065
22;0;9;17065;15178
23;1;9;15178;13531
0;1;9;13531;12426
1;1;9;12426;11761
2;1;9;11761;11274
3;1;9;11274;11061
4;0;9;11061;11191
5;0;9;11191;12176
6;1;9;12176;14197
7;1;9;14197;15411
8;1;9;15411;15984
9;1;9;15984;16480
10;1;9;16480;16900
11;0;9;16900;17096
12;0;9;17096;17128
13;1;9;17128;17237
14;1;9;17237;17126
15;1;9;17126;17029
16;1;9;17029;16961
17;1;9;16961;16774
18;0;9;16774;16636
19;0;9;16636;17285
20;1;9;17285;16730
21;1;9;16730;15438
22;1;9;15438;13689
23;1;9;13689;12175
0;1;9;12175;11257
1;0;9;11257;10655
2;0;9;10655;10340
3;1;9;10340;10228
4;1;9;10228;10461
5;1;9;10461;11521
6;1;9;11521;13487
7;1;9;13487;14763
8;0;9;14763;15328
9;0;9;15328;15672
10;1;9;15672;15953
11;1;9;15953;16049
12;1;9;16049;16055
13;1;9;16055;16115
14;1;9;16115;16035
15;0;9;16035;15916
16;0;9;15916;15900
17;1;9;15900;15844
18;1;9;15844;15974
19;1;9;15974;16715
20;1;9;16715;16195
21;1;9;16195;14895
22;0;9;14895;13237
23;0;9;13237;11827
0;1;9;11827;10875
1;1;9;10875;10378
2;1;9;10378;10112
3;1;9;10112;10034
4;1;9;10034;10330
5;0;9;10330;11357
6;0;9;11357;13324
7;1;9;13324;14688
8;1;9;14688;15278
9;1;9;15278;15628
10;1;9;15628;15975
11;1;9;15975;16067
12;0;9;16067;16019
13;0;9;16019;16060
14;1;9;16060;15952
15;1;9;15952;15785
16;1;9;15785;15652
17;1;9;15652;15447
18;1;9;15447;15598
19;0;9;15598;16104
20;0;9;16104;15623
21;1;9;15623;14700
22;1;9;14700;13343
23;1;9;13343;12063
0;1;9;12063;11059
1;1;9;11059;10555
2;0;9;10555;10264
3;0;9;10264;10102
4;1;9;10102;10162
5;1;9;10162;10484
6;1;9;10484;11260
7;1;9;11260;12331
8;1;9;12331;13763
9;0;9;13763;14782
10;0;9;14782;15311
11;1;9;15311;15456
12;1;9;15456;15351
13;1;9;15351;15141
14;1;9;15141;14887
15;1;9;14887;14764
16;0;9;14764;14788
17;0;9;14788;14908
18;1;9;14908;15260
19;1;9;15260;15720
20;1;9;15720;15285
21;1;9;15285;14483
22;1;9;14483;13420
23;0;9;13420;12233
0;0;9;12233;11343
1;1;9;11343;10756
2;1;9;10756;10411
3;1;9;10411;10250
4;1;9;10250;10273
5;1;9;10273;10489
6;0;9;10489;10920
7;0;9;10920;11711
8;1;9;11711;13009
9;1;9;13009;14121
10;1;9;14121;14915
11;1;9;14915;15430
12;1;9;15430;15657
13;0;9;15657;15636
14;0;9;15636;15544
15;1;9;15544;15494
16;1;9;15494;15580
17;1;9;15580;15720
18;1;9;15720;16052
19;1;9;16052;16651
20;0;9;16651;16066
21;0;9;16066;14831
22;1;9;14831;13392
23;1;9;13392;12053
0;1;9;12053;11047
1;1;9;11047;10520
2;1;9;10520;10263
3;0;9;10263;10166
4;0;9;10166;10432
5;1;9;10432;11493
6;1;9;11493;13567
7;1;9;13567;14974
8;1;9;14974;15663
9;1;9;15663;16085
10;0;9;16085;16490
11;0;9;16490;16613
12;1;9;16613;16523
13;1;9;16523;16520
14;1;9;16520;16362
15;1;9;16362;16255
16;1;9;16255;16233
17;0;9;16233;16244
18;0;9;16244;16511
19;1;9;16511;17116
20;1;9;17116;16425
21;1;9;16425;15081
22;1;9;15081;13351
23;1;9;13351;11832
0;0;9;11832;10859
1;0;9;10859;10354
2;1;9;10354;10087
3;1;9;10087;10015
4;1;9;10015;10287
5;1;9;10287;11420
6;1;9;11420;13501
7;0;9;13501;14753
8;0;9;14753;15337
9;1;9;15337;15734
10;1;9;15734;16078
11;1;9;16078;16249
12;1;9;16249;16258
13;1;9;16258;16311
14;0;9;16311;16231
15;0;9;16231;16159
16;1;9;16159;16151
17;1;9;16151;16116
18;1;9;16116;16325
19;1;9;16325;16923
20;1;9;16923;16220
21;0;9;16220;14910
22;0;9;14910;13208
23;1;9;13208;11758
0;1;9;11758;10821
1;1;9;10821;10302
2;1;9;10302;10050
3;1;9;10050;9982
4;0;9;9982;10278
5;0;9;10278;11353
6;1;9;11353;13503
7;1;9;13503;14805
8;1;9;14805;15281
9;1;9;15281;15653
10;1;9;15653;15961
11;0;9;15961;16227
12;0;9;16227;16268
13;1;9;16268;16311
14;1;9;16311;16190
15;1;9;16190;16157
16;1;9;16157;16118
17;1;9;16118;16087
18;0;9;16087;16413
19;0;9;16413;17035
20;1;9;17035;16387
21;1;9;16387;15087
22;1;9;15087;13410
23;1;9;13410;11967
0;1;9;11967;10942
1;0;9;10942;10435
2;0;9;10435;10178
3;1;9;10178;10103
4;1;9;10103;10368
5;1;9;10368;11450
6;1;9;11450;13579
7;1;9;13579;14904
8;0;9;14904;15494
9;0;9;15494;15970
10;1;9;15970;16394
11;1;9;16394;16543
12;1;9;16543;16528
13;1;9;16528;16559
14;1;9;16559;16426
15;0;9;16426;16254
16;0;9;16254;16178
17;1;9;16178;16164
18;1;9;16164;16572
19;1;9;16572;17188
20;1;9;17188;16596
21;1;9;16596;15371
22;0;9;15371;13795
23;0;9;13795;12287
0;1;9;12287;11270
1;1;9;11270;10751
2;1;9;10751;10509
3;1;9;10509;10428
4;1;9;10428;10693
5;0;9;10693;11766
6;0;9;11766;13912
7;1;9;13912;15402
8;1;9;15402;16094
9;1;9;16094;16533
10;1;9;16533;16840
11;1;9;16840;16854
12;0;9;16854;16610
13;0;9;16610;16471
14;1;9;16471;16155
15;1;9;16155;15829
16;1;9;15829;15614
17;1;9;15614;15388
18;1;9;15388;15598
19;0;9;15598;15959
20;0;9;15959;15393
21;1;9;15393;14402
22;1;9;14402;13148
23;1;9;13148;11867
0;1;9;11867;10850
1;1;9;10850;10284
2;0;9;10284;9952
3;0;9;9952;9799
4;1;9;9799;9872
5;1;9;9872;10263
6;1;9;10263;11048
7;1;9;11048;12004
8;1;9;12004;13194
9;0;9;13194;13873
10;0;9;13873;14101
11;1;9;14101;14071
12;1;9;14071;13874
13;1;9;13874;13600
14;1;9;13600;13357
15;1;9;13357;13271
16;0;9;13271;13381
17;0;9;13381;13737
18;1;9;13737;14445
19;1;9;14445;14857
20;1;9;14857;14373
21;1;9;14373;13606
22;1;9;13606;12535
23;0;9;12535;11418
0;0;10;11418;10635
1;1;10;10635;10079
2;1;10;10079;9776
3;1;10;9776;9623
4;1;10;9623;9616
5;1;10;9616;9815
6;0;10;9815;10339
7;0;10;10339;11064
8;1;10;11064;12278
9;1;10;12278;13291
10;1;10;13291;13954
11;1;10;13954;14360
12;1;10;14360;14585
13;0;10;14585;14534
14;0;10;14534;14397
15;1;10;14397;14372
16;1;10;14372;14580
17;1;10;14580;14894
18;1;10;14894;15415
19;1;10;15415;15608
20;0;10;15608;14995
21;0;10;14995;13864
22;1;10;13864;12512
23;1;10;12512;11319
0;1;10;11319;10464
1;1;10;10464;9995
2;1;10;9995;9824
3;0;10;9824;9815
4;0;10;9815;10099
5;1;10;10099;11188
6;1;10;11188;13243
7;1;10;13243;14605
8;1;10;14605;15272
9;1;10;15272;15729
10;0;10;15729;16107
11;0;10;16107;16263
12;1;10;16263;16199
13;1;10;16199;16143
14;1;10;16143;16006
15;1;10;16006;15861
16;1;10;15861;15909
17;0;10;15909;16042
18;0;10;16042;16572
19;1;10;16572;17032
20;1;10;17032;16264
21;1;10;16264;14962
22;1;10;14962;13234
23;1;10;13234;11796
0;0;10;11796;10796
1;0;10;10796;10284
2;1;10;10284;10025
3;1;10;10025;9968
4;1;10;9968;10242
5;1;10;10242;11345
6;1;10;11345;13595
7;0;10;13595;14855
8;0;10;14855;15301
9;1;10;15301;15675
10;1;10;15675;16019
11;1;10;16019;16231
12;1;10;16231;16315
13;1;10;16315;16513
14;0;10;16513;16531
15;0;10;16531;16479
16;1;10;16479;16503
17;1;10;16503;16613
18;1;10;16613;17285
19;1;10;17285;17605
20;1;10;17605;16838
21;0;10;16838;15548
22;0;10;15548;13778
23;1;10;13778;12317
0;1;10;12317;11265
1;1;10;11265;10690
2;1;10;10690;10370
3;1;10;10370;10259
4;0;10;10259;10505
5;0;10;10505;11599
6;1;10;11599;13832
7;1;10;13832;15159
8;1;10;15159;15789
9;1;10;15789;16285
10;1;10;16285;16808
11;0;10;16808;17048
12;0;10;17048;17131
13;1;10;17131;17233
14;1;10;17233;17198
15;1;10;17198;17196
16;1;10;17196;17145
17;1;10;17145;17092
18;0;10;17092;17749
19;0;10;17749;18036
20;1;10;18036;17356
21;1;10;17356;16012
22;1;10;16012;14273
23;1;10;14273;12752
0;1;10;12752;11740
1;0;10;11740;11149
2;0;10;11149;10754
3;1;10;10754;10484
4;1;10;10484;10603
5;1;10;10603;11601
6;1;10;11601;13752
7;1;10;13752;14981
8;0;10;14981;15419
9;0;10;15419;15761
10;1;10;15761;15989
11;1;10;15989;16083
12;1;10;16083;16046
13;1;10;16046;16043
14;1;10;16043;15888
15;0;10;15888;15736
16;0;10;15736;15686
17;1;10;15686;15683
18;1;10;15683;16420
19;1;10;16420;16896
20;1;10;16896;16237
21;1;10;16237;15033
22;0;10;15033;13434
23;0;10;13434;11984
0;1;10;11984;10942
1;1;10;10942;10422
2;1;10;10422;10158
3;1;10;10158;10069
4;1;10;10069;10318
5;0;10;10318;11390
6;0;10;11390;13535
7;1;10;13535;14860
8;1;10;14860;15372
9;1;10;15372;15651
10;1;10;15651;15822
11;1;10;15822;15790
12;0;10;15790;15632
13;0;10;15632;15542
14;1;10;15542;15315
15;1;10;15315;15096
16;1;10;15096;15005
17;1;10;15005;15111
18;1;10;15111;15794
19;0;10;15794;16051
20;0;10;16051;15480
21;1;10;15480;14577
22;1;10;14577;13294
23;1;10;13294;12030
0;1;10;12030;11054
1;1;10;11054;10456
2;0;10;10456;10141
3;0;10;10141;9998
4;1;10;9998;10064
5;1;10;10064;10437
6;1;10;10437;11227
7;1;10;11227;12200
8;1;10;12200;13348
9;0;10;13348;14048
10;0;10;14048;14227
11;1;10;14227;14152
12;1;10;14152;13915
13;1;10;13915;13622
14;1;10;13622;13374
15;1;10;13374;13277
16;0;10;13277;13383
17;0;10;13383;13688
18;1;10;13688;14468
19;1;10;14468;14858
20;1;10;14858;14412
21;1;10;14412;13688
22;1;10;13688;12615
23;0;10;12615;11514
0;0;10;11514;10648
1;1;10;10648;10117
2;1;10;10117;9799
3;1;10;9799;9680
4;1;10;9680;9692
5;1;10;9692;9927
6;0;10;9927;10449
7;0;10;10449;11163
8;1;10;11163;12255
9;1;10;12255;12974
