Sat;RadniDan;Mjesec;PrijasnjaPotrosnja;Potrosnja
1;0;5;10987;10478
2;1;5;10478;10243
3;1;5;10243;10155
4;1;5;10155;10411
5;1;5;10411;11436
6;1;5;11436;13338
7;0;5;13338;14995
8;0;5;14995;15615
9;1;5;15615;16000
10;1;5;16000;16296
11;1;5;16296;16377
12;1;5;16377;16329
13;1;5;16329;16248
14;0;5;16248;16056
15;0;5;16056;15943
16;1;5;15943;16031
17;1;5;16031;16046
18;1;5;16046;15777
19;1;5;15777;15706
20;1;5;15706;15981
21;0;5;15981;15158
22;0;5;15158;13533
23;1;5;13533;11999
0;1;5;11999;10964
1;1;5;10964;10448
2;1;5;10448;10210
3;1;5;10210;10143
4;0;5;10143;10403
5;0;5;10403;11311
6;1;5;11311;13214
7;1;5;13214;14721
8;1;5;14721;15276
9;1;5;15276;15577
10;1;5;15577;15824
11;0;5;15824;15920
12;0;5;15920;15886
13;1;5;15886;15872
14;1;5;15872;15753
15;1;5;15753;15594
16;1;5;15594;15574
17;1;5;15574;15472
18;0;5;15472;15288
19;0;5;15288;15324
20;1;5;15324;15914
21;1;5;15914;15124
22;1;5;15124;13526
23;1;5;13526;11930
0;1;5;11930;10873
1;0;5;10873;10344
2;0;5;10344;10093
3;1;5;10093;9993
4;1;5;9993;10250
5;1;5;10250;11148
6;1;5;11148;13059
7;1;5;13059;14695
8;0;5;14695;15348
9;0;5;15348;15765
10;1;5;15765;16142
11;1;5;16142;16312
12;1;5;16312;16289
13;1;5;16289;16362
14;1;5;16362;16263
15;0;5;16263;16121
16;0;5;16121;15991
17;1;5;15991;15707
18;1;5;15707;15425
19;1;5;15425;15439
20;1;5;15439;15997
21;1;5;15997;15268
22;0;5;15268;13625
23;0;5;13625;12061
0;1;5;12061;10946
1;1;5;10946;10383
2;1;5;10383;10086
3;1;5;10086;9993
4;1;5;9993;10215
5;0;5;10215;11151
6;0;5;11151;13080
7;1;5;13080;14812
8;1;5;14812;15554
9;1;5;15554;15949
10;1;5;15949;16255
11;1;5;16255;16308
12;0;5;16308;16181
13;0;5;16181;16084
14;1;5;16084;15790
15;1;5;15790;15541
16;1;5;15541;15396
17;1;5;15396;15155
18;1;5;15155;14843
19;0;5;14843;14818
20;0;5;14818;15114
21;1;5;15114;14504
22;1;5;14504;13265
23;1;5;13265;11956
0;1;5;11956;10915
1;1;5;10915;10322
2;0;5;10322;10017
3;0;5;10017;9843
4;1;5;9843;9886
5;1;5;9886;10052
6;1;5;10052;10736
7;1;5;10736;11992
8;1;5;11992;13158
9;0;5;13158;13884
10;0;5;13884;14203
11;1;5;14203;14185
12;1;5;14185;14017
13;1;5;14017;13804
14;1;5;13804;13564
15;1;5;13564;13438
16;0;5;13438;13481
17;0;5;13481;13575
18;1;5;13575;13509
19;1;5;13509;13563
20;1;5;13563;14019
21;1;5;14019;13701
22;1;5;13701;12648
23;0;5;12648;11497
0;0;5;11497;10558
1;1;5;10558;9984
2;1;5;9984;9665
3;1;5;9665;9509
4;1;5;9509;9489
5;1;5;9489;9480
6;0;5;9480;9875
7;0;5;9875;10809
8;1;5;10809;11898
9;1;5;11898;12697
10;1;5;12697;13137
11;1;5;13137;13366
12;1;5;13366;13443
13;0;5;13443;13383
14;0;5;13383;13357
15;1;5;13357;13475
16;1;5;13475;13727
17;1;5;13727;13897
18;1;5;13897;13991
19;1;5;13991;14013
20;0;5;14013;14427
21;0;5;14427;13829
22;1;5;13829;12575
23;1;5;12575;11353
0;1;5;11353;10405
1;1;5;10405;9982
2;1;5;9982;9800
3;0;5;9800;9790
4;0;5;9790;10136
5;1;5;10136;11071
6;1;5;11071;13123
7;1;5;13123;14715
8;1;5;14715;15296
9;1;5;15296;15590
10;0;5;15590;15833
11;0;5;15833;15899
12;1;5;15899;15856
13;1;5;15856;15783
14;1;5;15783;15627
15;1;5;15627;15458
16;1;5;15458;15413
17;0;5;15413;15347
18;0;5;15347;15221
19;1;5;15221;15253
20;1;5;15253;15757
21;1;5;15757;15011
22;1;5;15011;13342
23;1;5;13342;11883
0;0;5;11883;10877
1;0;5;10877;10386
2;1;5;10386;10151
3;1;5;10151;10117
4;1;5;10117;10399
5;1;5;10399;11355
6;1;5;11355;13370
7;0;5;13370;14917
8;0;5;14917;15397
9;1;5;15397;15638
10;1;5;15638;15811
11;1;5;15811;15917
12;1;5;15917;15861
13;1;5;15861;15809
14;0;5;15809;15667
15;0;5;15667;15520
16;1;5;15520;15506
17;1;5;15506;15419
18;1;5;15419;15272
19;1;5;15272;15270
20;1;5;15270;15730
21;0;5;15730;15126
22;0;5;15126;13477
23;1;5;13477;11955
0;1;5;11955;10885
1;1;5;10885;10404
2;1;5;10404;10153
3;1;5;10153;10071
4;0;5;10071;10369
5;0;5;10369;11292
6;1;5;11292;13221
7;1;5;13221;14803
8;1;5;14803;15337
9;1;5;15337;15585
10;1;5;15585;15879
11;0;5;15879;16024
12;0;5;16024;16020
13;1;5;16020;16029
14;1;5;16029;15862
15;1;5;15862;15756
16;1;5;15756;15698
17;1;5;15698;15562
18;0;5;15562;15304
19;0;5;15304;15258
20;1;5;15258;15705
21;1;5;15705;15105
22;1;5;15105;13583
23;1;5;13583;11972
0;1;5;11972;10831
1;0;5;10831;10278
2;0;5;10278;10036
3;1;5;10036;9954
4;1;5;9954;10249
5;1;5;10249;11092
6;1;5;11092;13021
7;1;5;13021;14677
8;0;5;14677;15344
9;0;5;15344;15726
10;1;5;15726;16083
11;1;5;16083;16247
12;1;5;16247;16282
13;1;5;16282;16405
14;1;5;16405;16423
15;0;5;16423;16303
16;0;5;16303;16194
17;1;5;16194;15984
18;1;5;15984;15600
19;1;5;15600;15431
20;1;5;15431;15998
21;1;5;15998;15497
22;0;5;15497;13876
23;0;5;13876;12209
0;1;5;12209;11122
1;1;5;11122;10542
2;1;5;10542;10224
3;1;5;10224;10124
4;1;5;10124;10335
5;0;5;10335;11190
6;0;5;11190;13043
7;1;5;13043;14873
8;1;5;14873;15665
9;1;5;15665;16212
10;1;5;16212;16659
11;1;5;16659;16878
12;0;5;16878;16909
13;0;5;16909;16963
14;1;5;16963;16848
15;1;5;16848;16647
16;1;5;16647;16533
17;1;5;16533;16389
18;1;5;16389;16006
19;0;5;16006;15757
20;0;5;15757;15850
21;1;5;15850;15251
22;1;5;15251;13896
23;1;5;13896;12553
0;1;5;12553;11427
1;1;5;11427;10720
2;0;5;10720;10357
3;0;5;10357;10169
4;1;5;10169;10168
5;1;5;10168;10301
6;1;5;10301;10914
7;1;5;10914;12149
8;1;5;12149;13490
9;0;5;13490;14464
10;0;5;14464;15054
11;1;5;15054;15314
12;1;5;15314;15362
13;1;5;15362;15213
14;1;5;15213;15033
15;1;5;15033;14998
16;0;5;14998;15103
17;0;5;15103;15190
18;1;5;15190;15097
19;1;5;15097;14943
20;1;5;14943;15301
21;1;5;15301;15079
22;1;5;15079;13913
23;0;5;13913;12573
0;0;5;12573;11502
1;1;5;11502;10787
2;1;5;10787;10289
3;1;5;10289;9996
4;1;5;9996;9907
5;1;5;9907;9774
6;0;5;9774;10216
7;0;5;10216;11292
8;1;5;11292;12559
9;1;5;12559;13558
10;1;5;13558;14170
11;1;5;14170;14551
12;1;5;14551;14732
13;0;5;14732;14724
14;0;5;14724;14685
15;1;5;14685;14739
16;1;5;14739;14870
17;1;5;14870;14931
18;1;5;14931;14671
19;1;5;14671;14442
20;0;5;14442;14892
21;0;5;14892;14690
22;1;5;14690;13591
23;1;5;13591;12312
0;1;5;12312;11241
1;1;5;11241;10553
2;1;5;10553;10208
3;0;5;10208;10006
4;0;5;10006;10014
5;1;5;10014;10068
6;1;5;10068;10632
7;1;5;10632;11730
8;1;5;11730;13033
9;1;5;13033;14145
10;0;5;14145;14864
11;0;5;14864;15420
12;1;5;15420;15736
13;1;5;15736;15874
14;1;5;15874;15907
15;1;5;15907;16091
16;1;5;16091;16310
17;0;5;16310;16517
18;0;5;16517;16489
19;1;5;16489;16563
20;1;5;16563;17131
21;1;5;17131;16665
22;1;5;16665;14888
23;1;5;14888;13131
0;0;5;13131;12029
1;0;5;12029;11429
2;1;5;11429;11083
3;1;5;11083;10911
4;1;5;10911;11131
5;1;5;11131;11913
6;1;5;11913;13954
7;0;5;13954;15925
8;0;5;15925;17052
9;1;5;17052;17920
10;1;5;17920;18528
11;1;5;18528;18920
12;1;5;18920;19127
13;1;5;19127;19360
14;0;5;19360;19411
15;0;5;19411;19373
16;1;5;19373;19304
17;1;5;19304;18904
18;1;5;18904;18177
19;1;5;18177;17703
20;1;5;17703;17903
21;0;5;17903;16976
22;0;5;16976;15008
23;1;5;15008;13160
0;1;5;13160;11990
1;1;5;11990;11314
2;1;5;11314;10969
3;1;5;10969;10824
4;0;5;10824;11019
5;0;5;11019;11831
6;1;5;11831;13730
7;1;5;13730;15469
8;1;5;15469;16222
9;1;5;16222;16690
10;1;5;16690;17249
11;0;5;17249;17707
12;0;5;17707;18013
13;1;5;18013;18450
14;1;5;18450;18657
15;1;5;18657;18876
16;1;5;18876;18977
17;1;5;18977;18761
18;0;5;18761;18247
19;0;5;18247;17901
20;1;5;17901;18247
21;1;5;18247;17539
22;1;5;17539;15624
23;1;5;15624;13700
0;1;6;13700;12420
1;0;6;12420;11756
2;0;6;11756;11366
3;1;6;11366;11204
4;1;6;11204;11394
5;1;6;11394;12265
6;1;6;12265;14310
7;1;6;14310;16179
8;0;6;16179;17213
9;0;6;17213;18131
10;1;6;18131;19051
11;1;6;19051;19679
12;1;6;19679;20118
13;1;6;20118;20580
14;1;6;20580;20756
15;0;6;20756;20818
16;0;6;20818;20714
17;1;6;20714;20242
18;1;6;20242;19644
19;1;6;19644;19203
20;1;6;19203;19080
21;1;6;19080;18095
22;0;6;18095;16192
23;0;6;16192;14413
0;1;6;14413;13180
1;1;6;13180;12478
2;1;6;12478;12088
3;1;6;12088;11878
4;1;6;11878;12059
5;0;6;12059;13014
6;0;6;13014;14938
7;1;6;14938;16705
8;1;6;16705;17508
9;1;6;17508;17921
10;1;6;17921;18235
11;1;6;18235;18322
12;0;6;18322;18208
13;0;6;18208;18177
14;1;6;18177;17957
15;1;6;17957;17685
16;1;6;17685;17518
17;1;6;17518;17165
18;1;6;17165;16723
19;0;6;16723;16430
20;0;6;16430;16416
21;1;6;16416;15705
22;1;6;15705;14291
23;1;6;14291;12776
0;1;6;12776;11638
1;1;6;11638;10966
2;0;6;10966;10581
3;0;6;10581;10379
4;1;6;10379;10383
5;1;6;10383;10595
6;1;6;10595;11190
7;1;6;11190;12327
8;1;6;12327;13619
9;0;6;13619;14610
10;0;6;14610;15165
11;1;6;15165;15306
12;1;6;15306;15147
13;1;6;15147;14877
14;1;6;14877;14612
15;1;6;14612;14445
16;0;6;14445;14462
17;0;6;14462;14575
18;1;6;14575;14539
19;1;6;14539;14455
20;1;6;14455;14474
21;1;6;14474;13935
22;1;6;13935;12828
23;0;6;12828;11696
0;0;6;11696;10736
1;1;6;10736;10121
2;1;6;10121;9797
3;1;6;9797;9616
4;1;6;9616;9576
5;1;6;9576;9641
6;0;6;9641;9954
7;0;6;9954;10812
8;1;6;10812;11985
9;1;6;11985;12938
10;1;6;12938;13563
11;1;6;13563;13871
12;1;6;13871;13954
13;0;6;13954;13835
14;0;6;13835;13656
15;1;6;13656;13565
16;1;6;13565;13717
17;1;6;13717;13966
18;1;6;13966;14024
19;1;6;14024;14094
20;0;6;14094;14467
21;0;6;14467;13966
22;1;6;13966;12723
23;1;6;12723;11413
0;1;6;11413;10478
1;1;6;10478;9992
2;1;6;9992;9773
3;0;6;9773;9745
4;0;6;9745;10024
5;1;6;10024;10916
6;1;6;10916;12897
7;1;6;12897;14598
8;1;6;14598;15394
9;1;6;15394;15878
10;0;6;15878;16299
11;0;6;16299;16503
12;1;6;16503;16509
13;1;6;16509;16564
14;1;6;16564;16457
15;1;6;16457;16350
16;1;6;16350;16295
17;0;6;16295;16194
18;0;6;16194;15936
19;1;6;15936;15898
20;1;6;15898;16161
21;1;6;16161;15550
22;1;6;15550;13855
23;1;6;13855;12190
0;0;6;12190;11141
1;0;6;11141;10495
2;1;6;10495;10213
3;1;6;10213;10102
4;1;6;10102;10359
5;1;6;10359;11155
6;1;6;11155;13124
7;0;6;13124;14856
8;0;6;14856;15670
9;1;6;15670;16149
10;1;6;16149;16616
11;1;6;16616;16840
12;1;6;16840;16906
13;1;6;16906;17027
14;0;6;17027;16993
15;0;6;16993;16941
16;1;6;16941;16935
17;1;6;16935;16702
18;1;6;16702;16250
19;1;6;16250;16016
20;1;6;16016;16376
21;0;6;16376;15937
22;0;6;15937;14173
23;1;6;14173;12535
0;1;6;12535;11447
1;1;6;11447;10799
2;1;6;10799;10485
3;1;6;10485;10364
4;0;6;10364;10597
5;0;6;10597;11494
6;1;6;11494;13430
7;1;6;13430;15098
8;1;6;15098;15811
9;1;6;15811;16221
10;1;6;16221;16557
11;0;6;16557;16733
12;0;6;16733;16702
13;1;6;16702;16646
14;1;6;16646;16492
15;1;6;16492;16410
16;1;6;16410;16471
17;1;6;16471;16480
18;0;6;16480;16313
19;0;6;16313;16065
20;1;6;16065;16043
21;1;6;16043;15253
22;1;6;15253;13578
23;1;6;13578;12097
0;1;6;12097;11058
1;0;6;11058;10520
2;0;6;10520;10247
3;1;6;10247;10130
4;1;6;10130;10360
5;1;6;10360;11245
6;1;6;11245;13176
7;1;6;13176;14881
8;0;6;14881;15649
9;0;6;15649;16018
10;1;6;16018;16343
11;1;6;16343;16450
12;1;6;16450;16410
13;1;6;16410;16404
14;1;6;16404;16301
15;0;6;16301;16201
16;0;6;16201;16222
17;1;6;16222;16183
18;1;6;16183;15932
19;1;6;15932;15863
20;1;6;15863;16040
21;1;6;16040;15426
22;0;6;15426;13827
23;0;6;13827;12271
0;1;6;12271;11232
1;1;6;11232;10638
2;1;6;10638;10325
3;1;6;10325;10233
4;1;6;10233;10456
5;0;6;10456;11305
6;0;6;11305;13264
7;1;6;13264;15015
8;1;6;15015;15770
9;1;6;15770;16237
10;1;6;16237;16580
11;1;6;16580;16703
12;0;6;16703;16587
13;0;6;16587;16583
14;1;6;16583;16436
15;1;6;16436;16263
16;1;6;16263;16204
17;1;6;16204;16013
18;1;6;16013;15688
19;0;6;15688;15455
20;0;6;15455;15548
21;1;6;15548;15057
22;1;6;15057;13837
23;1;6;13837;12473
0;1;6;12473;11331
1;1;6;11331;10672
2;0;6;10672;10327
3;0;6;10327;10099
4;1;6;10099;10127
5;1;6;10127;10340
6;1;6;10340;10950
7;1;6;10950;12159
8;1;6;12159;13479
9;0;6;13479;14428
10;0;6;14428;14966
11;1;6;14966;15104
12;1;6;15104;14952
13;1;6;14952;14651
14;1;6;14651;14367
15;1;6;14367;14132
16;0;6;14132;14074
17;0;6;14074;14068
18;1;6;14068;13922
19;1;6;13922;13887
20;1;6;13887;14167
21;1;6;14167;13960
22;1;6;13960;12950
23;0;6;12950;11803
0;0;6;11803;10805
1;1;6;10805;10185
2;1;6;10185;9832
3;1;6;9832;9670
4;1;6;9670;9647
5;1;6;9647;9565
6;0;6;9565;9959
7;0;6;9959;10944
8;1;6;10944;12222
9;1;6;12222;13135
10;1;6;13135;13670
11;1;6;13670;13954
12;1;6;13954;14010
13;0;6;14010;13899
14;0;6;13899;13747
15;1;6;13747;13709
16;1;6;13709;13900
17;1;6;13900;14120
18;1;6;14120;14167
19;1;6;14167;14229
20;0;6;14229;14679
21;0;6;14679;14526
22;1;6;14526;13149
23;1;6;13149;11744
0;1;6;11744;10756
1;1;6;10756;10204
2;1;6;10204;9984
3;0;6;9984;9945
4;0;6;9945;10217
5;1;6;10217;11024
6;1;6;11024;13084
7;1;6;13084;14913
8;1;6;14913;15861
9;1;6;15861;16471
10;0;6;16471;16988
11;0;6;16988;17275
12;1;6;17275;17451
13;1;6;17451;17612
14;1;6;17612;17601
15;1;6;17601;17633
16;1;6;17633;17697
17;0;6;17697;17553
18;0;6;17553;17203
19;1;6;17203;16938
20;1;6;16938;17206
21;1;6;17206;16760
22;1;6;16760;14957
23;1;6;14957;13205
0;0;6;13205;11974
1;0;6;11974;11297
2;1;6;11297;10956
3;1;6;10956;10822
4;1;6;10822;10986
5;1;6;10986;11762
6;1;6;11762;13773
7;0;6;13773;15569
8;0;6;15569;16577
9;1;6;16577;17332
10;1;6;17332;17932
11;1;6;17932;18349
12;1;6;18349;18574
13;1;6;18574;18902
14;0;6;18902;19022
15;0;6;19022;19060
16;1;6;19060;19121
17;1;6;19121;18919
18;1;6;18919;18477
19;1;6;18477;18097
20;1;6;18097;18196
21;0;6;18196;17766
22;0;6;17766;15897
23;1;6;15897;13963
0;1;6;13963;12586
1;1;6;12586;11827
2;1;6;11827;11429
3;1;6;11429;11240
4;0;6;11240;11369
5;0;6;11369;12072
6;1;6;12072;14170
7;1;6;14170;16157
8;1;6;16157;17181
9;1;6;17181;17927
10;1;6;17927;18543
11;0;6;18543;18897
12;0;6;18897;19054
13;1;6;19054;19178
14;1;6;19178;19039
15;1;6;19039;18823
16;1;6;18823;18587
17;1;6;18587;18188
18;0;6;18188;17780
19;0;6;17780;17520
20;1;6;17520;17568
21;1;6;17568;16872
22;1;6;16872;15068
23;1;6;15068;13341
0;1;6;13341;12172
1;0;6;12172;11487
2;0;6;11487;11124
3;1;6;11124;10985
4;1;6;10985;11174
5;1;6;11174;12090
6;1;6;12090;13995
7;1;6;13995;15748
8;0;6;15748;16558
9;0;6;16558;17086
10;1;6;17086;17374
11;1;6;17374;17786
12;1;6;17786;17949
13;1;6;17949;18058
14;1;6;18058;17982
15;0;6;17982;17987
16;0;6;17987;18048
17;1;6;18048;17847
18;1;6;17847;17336
19;1;6;17336;16944
20;1;6;16944;17139
21;1;6;17139;16802
22;0;6;16802;15111
23;0;6;15111;13326
0;1;6;13326;12014
1;1;6;12014;11280
2;1;6;11280;10873
3;1;6;10873;10714
4;1;6;10714;10894
5;0;6;10894;11580
6;0;6;11580;13580
7;1;6;13580;15533
8;1;6;15533;16689
9;1;6;16689;17505
10;1;6;17505;18136
11;1;6;18136;18561
12;0;6;18561;18840
13;0;6;18840;19140
14;1;6;19140;19275
15;1;6;19275;19259
16;1;6;19259;19161
17;1;6;19161;18787
18;1;6;18787;18204
19;0;6;18204;17631
20;0;6;17631;17587
21;1;6;17587;17272
22;1;6;17272;15785
23;1;6;15785;14084
0;1;6;14084;12731
1;1;6;12731;11866
2;0;6;11866;11343
3;0;6;11343;11045
4;1;6;11045;11000
5;1;6;11000;10996
6;1;6;10996;11760
7;1;6;11760;13255
8;1;6;13255;14695
9;0;6;14695;15832
10;0;6;15832;16559
11;1;6;16559;16869
12;1;6;16869;16914
13;1;6;16914;16870
14;1;6;16870;16828
15;1;6;16828;16792
16;0;6;16792;16846
17;0;6;16846;16760
18;1;6;16760;16439
19;1;6;16439;16119
20;1;6;16119;16185
21;1;6;16185;16082
22;1;6;16082;14984
23;0;6;14984;13530
0;0;6;13530;12391
1;1;6;12391;11702
2;1;6;11702;11263
3;1;6;11263;11015
4;1;6;11015;10914
5;1;6;10914;10824
6;0;6;10824;11295
7;0;6;11295;12404
8;1;6;12404;14092
9;1;6;14092;15592
10;1;6;15592;16847
11;1;6;16847;17919
12;1;6;17919;18671
13;0;6;18671;19156
14;0;6;19156;19447
15;1;6;19447;19721
16;1;6;19721;19972
17;1;6;19972;20127
18;1;6;20127;19947
19;1;6;19947;19694
20;0;6;19694;19928
21;0;6;19928;19770
22;1;6;19770;17917
23;1;6;17917;15924
0;1;6;15924;14607
1;1;6;14607;13756
2;1;6;13756;13247
3;0;6;13247;12986
4;0;6;12986;13122
5;1;6;13122;13966
6;1;6;13966;15823
7;1;6;15823;18001
8;1;6;18001;19725
9;1;6;19725;21111
10;0;6;21111;22406
11;0;6;22406;23240
12;1;6;23240;23679
13;1;6;23679;24070
14;1;6;24070;24069
15;1;6;24069;23963
16;1;6;23963;23760
17;0;6;23760;23140
18;0;6;23140;22386
19;1;6;22386;21604
20;1;6;21604;21333
21;1;6;21333;20381
22;1;6;20381;18192
23;1;6;18192;16023
0;0;6;16023;14630
1;0;6;14630;13769
2;1;6;13769;13292
3;1;6;13292;13020
4;1;6;13020;13133
5;1;6;13133;13832
6;1;6;13832;15652
7;0;6;15652;17675
8;0;6;17675;18966
9;1;6;18966;20141
10;1;6;20141;21149
11;1;6;21149;21805
12;1;6;21805;22100
13;1;6;22100;22270
14;0;6;22270;22248
15;0;6;22248;21992
16;1;6;21992;21897
17;1;6;21897;21483
18;1;6;21483;20798
19;1;6;20798;20275
20;1;6;20275;20029
21;0;6;20029;19122
22;0;6;19122;17031
23;1;6;17031;14973
0;1;6;14973;13593
1;1;6;13593;12761
2;1;6;12761;12252
3;1;6;12252;11956
4;0;6;11956;12007
5;0;6;12007;12612
6;1;6;12612;14451
7;1;6;14451;16368
8;1;6;16368;17519
9;1;6;17519;18320
10;1;6;18320;18928
11;0;6;18928;19369
12;0;6;19369;19574
13;1;6;19574;19925
14;1;6;19925;20102
15;1;6;20102;20230
16;1;6;20230;20273
17;1;6;20273;19969
18;0;6;19969;19357
19;0;6;19357;18771
20;1;6;18771;18633
21;1;6;18633;18208
22;1;6;18208;16364
23;1;6;16364;14439
0;1;6;14439;13226
1;0;6;13226;12356
2;0;6;12356;11861
3;1;6;11861;11689
4;1;6;11689;11841
5;1;6;11841;12500
6;1;6;12500;14285
7;1;6;14285;16295
8;0;6;16295;17657
9;0;6;17657;18759
10;1;6;18759;19604
11;1;6;19604;20142
12;1;6;20142;20427
13;1;6;20427;20741
14;1;6;20741;20901
15;0;6;20901;20978
16;0;6;20978;21207
17;1;6;21207;21057
18;1;6;21057;20573
19;1;6;20573;20080
20;1;6;20080;20117
21;1;6;20117;19734
22;0;6;19734;17836
23;0;6;17836;15872
0;1;6;15872;14486
1;1;6;14486;13626
2;1;6;13626;13162
3;1;6;13162;12903
4;1;6;12903;12991
5;0;6;12991;13628
6;0;6;13628;15381
7;1;6;15381;17332
8;1;6;17332;18735
9;1;6;18735;19813
10;1;6;19813;20779
11;1;6;20779;21473
12;0;6;21473;21843
13;0;6;21843;22219
14;1;6;22219;22140
15;1;6;22140;21755
16;1;6;21755;21190
17;1;6;21190;20509
18;1;6;20509;19743
19;0;6;19743;19192
20;0;6;19192;19087
21;1;6;19087;18534
22;1;6;18534;17058
23;1;6;17058;15321
0;1;6;15321;14083
1;1;6;14083;13248
2;0;6;13248;12700
3;0;6;12700;12386
4;1;6;12386;12313
5;1;6;12313;12516
6;1;6;12516;13112
7;1;6;13112;14234
8;1;6;14234;15568
9;0;6;15568;16737
10;0;6;16737;17414
11;1;6;17414;17633
12;1;6;17633;17508
13;1;6;17508;17225
14;1;6;17225;16876
15;1;6;16876;16684
16;0;6;16684;16596
17;0;6;16596;16562
18;1;6;16562;16414
19;1;6;16414;16239
20;1;6;16239;16386
21;1;6;16386;16183
22;1;6;16183;15055
23;0;6;15055;13841
0;0;6;13841;12752
1;1;6;12752;12027
2;1;6;12027;11552
3;1;6;11552;11304
4;1;6;11304;11224
5;1;6;11224;11231
6;0;6;11231;11551
7;0;6;11551;12498
8;1;6;12498;13712
9;1;6;13712;14874
10;1;6;14874;15627
11;1;6;15627;16100
12;1;6;16100;16268
13;0;6;16268;16178
14;0;6;16178;16021
15;1;6;16021;15931
16;1;6;15931;16005
17;1;6;16005;16226
18;1;6;16226;16236
19;1;6;16236;16234
20;0;6;16234;16453
21;0;6;16453;16065
22;1;6;16065;14808
23;1;6;14808;13426
0;1;6;13426;12445
1;1;6;12445;11916
2;1;6;11916;11580
3;0;6;11580;11497
4;0;6;11497;11837
5;1;6;11837;12729
6;1;6;12729;14452
7;1;6;14452;16431
8;1;6;16431;17729
9;1;6;17729;18742
10;0;6;18742;19591
11;0;6;19591;20077
12;1;6;20077;20274
13;1;6;20274;20508
14;1;6;20508;20545
15;1;6;20545;20469
16;1;6;20469;20413
17;0;6;20413;20174
18;0;6;20174;19727
19;1;6;19727;19263
20;1;6;19263;19198
21;1;6;19198;18733
22;1;6;18733;17057
23;1;6;17057;15237
0;0;6;15237;14071
1;0;6;14071;13340
2;1;6;13340;12899
3;1;6;12899;12744
4;1;6;12744;12935
5;1;6;12935;13738
6;1;6;13738;15512
7;0;6;15512;17502
8;0;6;17502;18913
9;1;6;18913;20057
10;1;6;20057;20973
11;1;6;20973;21501
12;1;6;21501;21745
13;1;6;21745;22057
14;0;6;22057;22161
15;0;6;22161;22141
16;1;6;22141;22021
17;1;6;22021;21537
18;1;6;21537;20801
19;1;6;20801;20112
20;1;6;20112;19990
21;0;6;19990;19607
22;0;6;19607;17775
23;1;6;17775;15844
0;1;6;15844;14460
1;1;6;14460;13697
2;1;6;13697;13232
3;1;6;13232;13004
4;0;6;13004;13128
5;0;6;13128;13857
6;1;6;13857;15606
7;1;6;15606;17514
8;1;6;17514;18746
9;1;6;18746;19406
10;1;6;19406;19952
11;0;6;19952;20071
12;0;6;20071;19978
13;1;6;19978;20065
14;1;6;20065;20104
15;1;6;20104;20137
16;1;6;20137;20296
17;1;6;20296;20199
18;0;6;20199;19814
19;0;6;19814;19494
20;1;6;19494;19496
21;1;6;19496;19024
22;1;6;19024;17346
23;1;6;17346;15514
0;1;6;15514;14157
1;0;6;14157;13439
2;0;6;13439;12999
3;1;6;12999;12765
4;1;6;12765;12942
5;1;6;12942;13724
6;1;6;13724;15322
7;1;6;15322;17199
8;0;6;17199;18435
9;0;6;18435;19270
10;1;6;19270;20067
11;1;6;20067;20541
12;1;6;20541;20769
13;1;6;20769;21017
14;1;6;21017;21081
15;0;6;21081;21013
16;0;6;21013;20822
17;1;6;20822;20497
18;1;6;20497;19969
19;1;6;19969;19558
20;1;6;19558;19533
21;1;6;19533;18939
22;0;6;18939;17240
23;0;6;17240;15361
0;1;6;15361;14018
1;1;6;14018;13157
2;1;6;13157;12566
3;1;6;12566;12287
4;1;6;12287;12364
5;0;6;12364;13075
6;0;6;13075;14570
7;1;6;14570;16284
8;1;6;16284;17572
9;1;6;17572;18577
10;1;6;18577;19330
11;1;6;19330;19719
12;0;6;19719;19807
13;0;6;19807;19949
14;1;6;19949;19937
15;1;6;19937;19825
16;1;6;19825;19692
17;1;6;19692;19360
18;1;6;19360;18654
19;0;6;18654;17906
20;0;6;17906;17631
21;1;6;17631;17331
22;1;6;17331;15949
23;1;6;15949;14296
0;1;7;14296;12930
1;1;7;12930;12045
2;0;7;12045;11457
3;0;7;11457;11133
4;1;7;11133;10999
5;1;7;10999;10953
6;1;7;10953;11557
7;1;7;11557;12839
8;1;7;12839;14386
9;0;7;14386;15633
10;0;7;15633;16453
11;1;7;16453;16908
12;1;7;16908;17174
13;1;7;17174;17280
14;1;7;17280;17418
15;1;7;17418;17536
16;0;7;17536;17588
17;0;7;17588;17554
18;1;7;17554;17227
19;1;7;17227;16793
20;1;7;16793;16880
21;1;7;16880;16744
22;1;7;16744;15607
23;0;7;15607;14327
0;0;7;14327;13181
1;1;7;13181;12370
2;1;7;12370;11864
3;1;7;11864;11560
4;1;7;11560;11417
5;1;7;11417;11284
6;0;7;11284;11633
7;0;7;11633;12753
8;1;7;12753;14168
9;1;7;14168;15470
10;1;7;15470;16432
11;1;7;16432;17177
12;1;7;17177;17793
13;0;7;17793;18103
14;0;7;18103;18369
15;1;7;18369;18491
16;1;7;18491;18756
17;1;7;18756;19018
18;1;7;19018;18823
19;1;7;18823;18567
20;0;7;18567;18788
21;0;7;18788;18586
22;1;7;18586;17342
23;1;7;17342;15787
0;1;7;15787;14553
1;1;7;14553;13733
2;1;7;13733;13186
3;0;7;13186;12880
4;0;7;12880;12850
5;1;7;12850;13084
6;1;7;13084;14054
7;1;7;14054;15615
8;1;7;15615;17119
9;1;7;17119;18440
10;0;7;18440;19459
11;0;7;19459;20061
