Praznik;Mjesec;Temperatura;PotrosnjaPrije1h;PotrosnjaPrije2h;PotrosnjaPrije3h;Potrosnja
1;3;-3.5;176.47810219;179.452554745;178.073260073;173.912408759
0;3;0.3;172.315018315;171.682481752;172.286764706;174.054744526
0;3;-5.5;183.329710145;183.963898917;187.018050542;184.25631769
0;3;-5.2;186.86770428;186.876494024;188.80859375;187.13229572
0;3;-3.2;194.1875;195.62890625;195.73151751;192.941634241
0;3;-1.1;184.6875;186.175097276;188.031128405;184.266932271
1;3;3.8;183.49609375;190.417670683;191.984375;183.21875
1;3;5.2;187.490272374;188.763052209;189.128404669;185.122047244
0;3;11.2;185.106299213;184.688715953;185.7265625;185.178988327
0;3;8.5;187.0;188.0;190.75;186.0
0;3;8.6;185.0;186.25;190.25;184.75
0;3;11.1;184.75;187.0;192.0;183.5
0;3;5.3;187.75;188.0;191.5;186.5
1;3;5.8;184.0;186.5;192.25;184.5
1;3;4.7;185.5;186.25;188.5;181.25
0;3;4.3;180.0;181.5;182.0;181.75
0;3;-0.2;185.75;184.75;184.0;184.0
0;3;0.9;187.0;187.25;186.5;185.5
0;3;2.9;193.666666667;194.25;199.25;193.5
0;3;3.3;188.0;189.25;193.5;188.25
1;3;10.7;184.0;187.75;193.75;183.75
1;3;10.8;196.75;NaN;195.0;193.0
0;3;10.5;NaN;NaN;NaN;NaN
0;3;6.7;NaN;NaN;NaN;NaN
0;3;3.0;190.666666667;191.5;190.75;197.0
0;3;4.0;193.0;193.25;196.75;193.75
0;4;6.0;NaN;NaN;NaN;NaN
1;4;7.7;NaN;NaN;NaN;NaN
1;4;8.5;NaN;NaN;NaN;NaN
0;4;9.4;NaN;NaN;NaN;NaN
0;4;9.9;NaN;NaN;NaN;NaN
0;4;5.0;NaN;NaN;NaN;NaN
0;4;8.2;NaN;NaN;NaN;NaN
0;4;17.4;NaN;NaN;NaN;NaN
1;4;11.5;NaN;NaN;NaN;NaN
1;4;5.2;NaN;NaN;NaN;NaN
0;4;6.0;NaN;NaN;NaN;NaN
0;4;7.2;NaN;NaN;NaN;NaN
0;4;6.8;NaN;NaN;NaN;NaN
0;4;3.7;NaN;NaN;NaN;NaN
0;4;5.3;NaN;NaN;NaN;NaN
1;4;8.9;NaN;NaN;NaN;NaN
1;4;5.9;147.75;147.75;144.25;148.0
0;4;4.0;142.5;141.5;143.75;142.0
0;4;6.1;151.25;151.75;154.25;152.25
0;4;5.1;156.25;157.0;160.5;157.0
0;4;6.1;150.5;152.5;158.25;149.75
0;4;7.1;151.75;151.5;153.5;151.0
1;4;8.2;145.5;146.25;152.5;145.25
1;4;12.9;141.0;143.0;142.0;141.25
1;4;11.9;142.5;143.25;148.0;139.0
0;4;12.9;140.25;141.75;143.25;139.75
0;4;12.3;150.25;150.25;149.5;149.25
0;4;12.7;151.25;152.5;153.0;150.0
0;4;11.4;158.5;158.75;159.75;156.75
1;4;11.7;158.5;159.75;163.0;160.0
1;5;11.2;176.25;179.0;183.75;159.25
0;5;8.1;153.5;152.75;158.25;150.5
0;5;10.6;150.25;150.75;152.0;151.75
0;5;3.8;NaN;167.0;168.75;NaN
0;5;3.9;153.75;154.75;155.75;152.75
0;5;3.9;155.382352941;154.620437956;157.644688645;156.062043796
1;5;5.2;153.157676349;155.367768595;158.765432099;150.008163265
1;5;7.3;155.265560166;156.493775934;159.057142857;150.520491803
0;5;6.0;152.0;150.75;157.0;150.75
0;5;9.3;152.5;152.25;153.25;151.25
0;5;9.3;158.0;158.5;160.5;155.0
0;5;9.5;163.0;165.0;166.75;161.0
0;5;17.1;NaN;NaN;NaN;NaN
1;5;12.5;NaN;NaN;NaN;NaN
1;5;13.9;182.75;187.25;192.0;173.25
0;5;9.6;175.079497908;179.93877551;182.482071713;173.581300813
0;5;13.7;154.421052632;154.858870968;158.233050847;152.33877551
0;5;13.7;148.055319149;150.49339207;151.431718062;143.608695652
0;5;12.0;145.457831325;145.241935484;149.807228916;144.588709677
0;5;13.8;153.805194805;154.791878173;156.844262295;152.920704846
1;5;14.4;150.413636364;152.966824645;155.493150685;147.751152074
1;5;12.0;146.163090129;147.353982301;146.732142857;143.858369099
0;5;14.8;146.938596491;147.823529412;148.236363636;145.964285714
0;5;15.0;157.627705628;157.113537118;162.236607143;155.8125
0;5;15.6;159.107758621;160.386666667;161.165938865;158.391304348
0;5;13.3;156.25;157.5;160.5;153.752212389
0;5;14.5;161.679487179;163.029535865;172.538793103;160.783549784
1;5;13.3;157.151515152;161.513043478;169.037815126;154.343220339
1;5;9.8;154.200854701;155.560869565;155.098712446;148.257383966
0;5;11.3;150.449152542;149.769911504;154.68487395;150.863436123
0;5;14.5;160.225531915;162.868644068;163.360515021;160.301724138
