Praznik;Mjesec;Temperatura;PotrosnjaPrije1h;PotrosnjaPrije2h;PotrosnjaPrije3h;Potrosnja
0;3;17.0;391.75;326.5;284.0;423.75
0;3;11.0;449.25;354.25;283.75;479.25
0;3;12.7;427.0;350.5;295.25;457.25
0;3;13.0;425.5;358.25;292.75;464.0
1;3;7.0;176.5;180.25;187.75;172.25
1;3;6.8;185.25;177.75;177.5;187.25
0;3;5.8;416.75;352.5;282.75;439.5
0;3;11.0;393.25;345.0;265.0;424.75
0;3;14.3;378.75;332.75;261.0;407.0
0;3;15.8;390.25;312.0;261.75;389.5
0;3;16.8;366.5;309.0;257.75;418.5
1;3;17.3;230.0;211.25;194.25;253.0
1;3;13.0;185.5;183.0;179.0;193.25
0;3;11.5;NaN;NaN;NaN;NaN
0;3;14.9;NaN;NaN;NaN;389.5
0;3;14.2;382.25;328.75;273.0;415.25
0;3;17.0;395.75;342.5;281.75;434.5
0;4;16.9;NaN;NaN;NaN;NaN
1;4;19.4;NaN;NaN;NaN;NaN
1;4;18.3;NaN;NaN;NaN;NaN
0;4;18.9;NaN;NaN;NaN;NaN
0;4;13.8;NaN;NaN;NaN;NaN
0;4;15.6;NaN;NaN;NaN;NaN
0;4;21.5;NaN;NaN;NaN;NaN
0;4;16.6;NaN;NaN;NaN;NaN
1;4;21.2;NaN;NaN;NaN;NaN
1;4;14.8;NaN;NaN;NaN;NaN
0;4;16.7;NaN;NaN;NaN;NaN
0;4;23.1;NaN;NaN;NaN;NaN
0;4;12.5;NaN;NaN;NaN;NaN
0;4;13.1;NaN;NaN;NaN;NaN
0;4;12.0;NaN;NaN;NaN;NaN
1;4;9.7;NaN;NaN;NaN;NaN
1;4;14.7;156.0;154.0;154.25;156.25
0;4;16.8;390.5;324.75;239.5;401.75
0;4;18.1;374.75;329.25;254.5;391.25
0;4;18.7;389.5;339.75;243.75;407.0
0;4;20.0;365.0;319.5;244.5;382.0
0;4;20.9;340.25;281.25;241.0;336.0
1;4;21.8;155.25;153.25;151.0;152.25
1;4;22.0;140.25;137.75;136.25;142.25
1;4;19.2;148.75;146.0;143.5;153.0
0;4;13.7;410.25;346.5;238.25;423.75
0;4;16.7;374.75;310.0;235.5;402.25
0;4;14.8;425.25;323.75;236.5;461.5
0;4;14.1;390.75;333.0;259.75;406.0
1;4;15.0;176.5;160.5;158.0;174.75
1;5;15.2;145.25;145.0;145.0;145.0
0;5;17.3;361.5;288.5;214.0;367.5
0;5;21.8;379.25;318.0;231.0;401.75
0;5;11.2;379.0;NaN;NaN;394.5
0;5;14.8;329.769633508;289.981818182;220.25;352.164179104
0;5;15.5;349.080586081;301.408759124;236.149635036;368.861313869
1;5;19.5;165.864197531;158.531120332;159.404958678;167.43220339
1;5;19.3;150.468619247;146.315352697;144.545081967;173.851239669
0;5;17.3;355.75;294.25;225.5;378.75
0;5;22.1;336.75;279.0;227.5;352.25
0;5;23.4;387.5;324.5;244.0;394.75
0;5;25.4;348.75;292.0;229.25;360.25
0;5;22.4;NaN;NaN;NaN;NaN
1;5;22.9;228.0;NaN;NaN;233.0
1;5;12.7;196.863453815;186.276422764;178.650684932;207.919354839
0;5;15.5;378.895652174;354.928286853;293.518218623;404.864864865
0;5;16.9;378.81981982;332.877729258;244.62;393.697777778
0;5;18.8;399.546255507;333.521367521;247.273542601;431.96969697
0;5;23.3;386.143478261;341.756521739;251.067460317;400.367713004
0;5;24.7;383.214953271;314.959459459;221.004385965;393.612244898
1;5;26.1;184.208888889;134.071748879;166.056074766;210.132420091
1;5;22.6;150.583333333;146.970588235;143.81938326;155.089686099
0;5;25.3;377.138528139;328.296460177;246.187793427;417.03930131
0;5;25.7;440.674107143;372.727678571;263.487068966;468.194690265
0;5;24.2;403.392307692;349.827272727;256.947136564;426.75
0;5;22.5;391.995670996;339.692982456;251.907079646;427.168141593
0;5;26.4;471.256410256;348.612765957;257.086956522;501.298701299
1;5;13.0;234.572052402;170.724576271;161.088495575;216.449579832
1;5;20.2;195.862222222;145.811965812;145.35021097;177.87037037
0;5;23.0;422.472340426;387.084745763;262.611814346;462.911894273
0;5;24.9;382.594827586;351.987068966;250.122881356;409.730769231
