Praznik;Mjesec;Temperatura;PotrosnjaPrije1h;PotrosnjaPrije2h;PotrosnjaPrije3h;Potrosnja
1;3;12.1;200.482490272;208.715953307;209.822834646;190.45703125
0;3;11.9;220.25;241.5;287.25;207.25
0;3;12.0;213.75;241.0;301.0;203.25
0;3;10.3;227.25;243.5;291.75;206.25
0;3;8.5;244.5;272.0;301.75;215.75
0;3;7.2;222.5;250.0;276.25;198.5
1;3;6.8;197.5;202.25;208.5;196.25
1;3;5.8;195.5;202.25;206.0;189.5
0;3;2.4;224.25;238.0;261.5;201.5
0;3;4.5;226.75;236.75;276.5;208.5
0;3;6.7;218.0;234.75;254.5;203.75
0;3;7.3;231.75;252.25;280.0;220.0
0;3;13.3;205.5;222.0;273.75;194.0
1;3;10.9;201.5;204.25;207.0;194.25
1;3;12.3;203.25;207.5;205.25;195.25
0;3;9.6;NaN;NaN;NaN;NaN
0;3;6.4;221.25;238.75;245.0;204.75
0;3;6.8;222.75;241.0;249.25;208.0
0;3;8.7;229.5;242.25;243.0;212.75
0;4;12.8;NaN;NaN;NaN;NaN
1;4;10.9;NaN;NaN;NaN;NaN
1;4;12.1;NaN;NaN;NaN;NaN
0;4;10.8;NaN;NaN;NaN;NaN
0;4;6.9;NaN;NaN;NaN;NaN
0;4;9.5;NaN;NaN;NaN;NaN
0;4;22.4;NaN;NaN;NaN;NaN
0;4;11.5;NaN;NaN;NaN;NaN
1;4;11.8;NaN;NaN;NaN;NaN
1;4;8.2;NaN;NaN;NaN;NaN
0;4;10.2;NaN;NaN;NaN;NaN
0;4;7.9;NaN;NaN;NaN;NaN
0;4;3.9;NaN;NaN;NaN;NaN
0;4;6.2;NaN;NaN;NaN;NaN
0;4;7.1;NaN;NaN;NaN;NaN
1;4;9.1;175.75;177.5;174.25;164.75
1;4;6.3;159.5;162.25;158.75;149.75
0;4;8.8;183.25;192.75;215.75;172.25
0;4;8.9;184.0;198.5;214.75;175.0
0;4;10.5;201.25;221.0;227.5;180.25
0;4;10.2;200.25;217.5;235.75;179.25
0;4;11.9;162.75;165.25;164.5;156.5
1;4;18.3;154.75;155.5;150.75;146.5
1;4;14.4;158.75;159.0;151.25;153.0
1;4;14.8;160.75;163.0;161.75;158.75
0;4;13.2;183.0;193.75;248.5;160.5
0;4;13.8;187.25;207.25;254.75;168.25
0;4;11.6;200.25;226.25;260.5;182.75
0;4;12.0;180.25;185.75;203.5;164.5
1;4;12.5;210.25;192.0;175.25;196.25
1;5;11.3;167.75;167.25;166.25;161.25
0;5;12.9;188.75;197.5;201.25;170.5
0;5;8.5;186.25;201.75;222.75;175.25
0;5;5.1;182.5;187.0;190.5;169.75
0;5;6.9;192.054744526;199.432234432;198.156934307;174.355311355
0;5;9.2;180.358649789;186.378723404;209.738589212;170.56846473
1;5;10.6;165.589211618;170.975308642;163.433884298;161.012244898
1;5;8.6;170.76446281;170.091666667;161.327659574;161.818181818
0;5;13.8;182.25;188.75;198.5;167.25
0;5;12.4;191.0;197.5;200.75;175.75
0;5;13.5;204.5;206.25;209.25;185.0
0;5;16.5;203.0;206.5;206.5;186.75
0;5;15.8;NaN;NaN;NaN;NaN
1;5;14.2;214.25;214.25;205.0;214.5
1;5;10.1;212.991701245;213.358974359;207.502242152;203.4
0;5;11.4;193.981651376;206.180995475;229.693023256;178.222772277
0;5;15.2;194.439655172;219.291304348;245.654867257;176.42173913
0;5;14.3;184.540178571;198.845454545;237.445945946;172.691666667
0;5;15.7;200.383966245;224.431111111;243.601851852;182.487394958
0;5;17.7;184.054298643;183.034782609;186.670995671;169.121621622
1;5;14.9;176.89119171;180.338383838;179.823529412;159.348039216
1;5;15.8;168.164705882;177.40625;171.0;165.231182796
0;5;18.3;207.254545455;222.331818182;262.793577982;187.230769231
0;5;18.4;202.852678571;214.686098655;233.034632035;185.328947368
0;5;17.2;193.0;202.0;239.5;181.5
0;5;16.5;197.352422907;204.703539823;216.688596491;187.305676856
0;5;23.5;191.708860759;196.995708155;208.215859031;179.021551724
1;5;13.6;165.103448276;168.449781659;168.439130435;159.079831933
1;5;13.3;168.274678112;164.567099567;161.483050847;162.164556962
0;5;16.6;205.343220339;214.206896552;228.415584416;194.52173913
0;5;17.8;200.666666667;199.564655172;231.356223176;190.756302521
