Praznik;Mjesec;Temperatura;PotrosnjaPrije1h;PotrosnjaPrije2h;Potrosnja
1;4;18.2;159.5;157.75;160.75
0;4;14.0;312.25;356.5;291.0
0;4;15.6;320.0;367.25;287.5
0;4;14.5;324.5;373.5;290.75
0;4;13.5;287.5;339.25;243.25
1;4;16.9;175.5;176.25;185.25
1;5;13.2;157.25;156.25;161.5
0;5;16.4;249.5;292.75;215.25
0;5;12.7;274.75;317.5;264.25
0;5;11.9;264.5;317.75;225.75
0;5;13.5;284.802197802;325.919413919;231.626373626
0;5;16.2;264.07755102;302.072033898;236.357142857
1;5;19.6;162.049180328;166.134693878;161.407407407
1;5;9.6;167.209756098;174.917073171;167.234042553
0;5;17.7;254.0;288.0;220.75
0;5;19.7;277.5;332.5;218.5
0;5;20.7;255.0;317.25;229.0
0;5;22.4;250.75;311.5;233.0
0;5;21.4;NaN;NaN;NaN
1;5;24.5;227.75;222.75;219.75
1;5;11.1;205.523148148;201.519047619;213.796460177
0;5;15.6;296.175609756;333.786069652;266.180094787
0;5;17.6;310.888412017;346.618025751;288.942731278
0;5;20.8;289.966942149;329.983471074;264.042372881
0;5;22.0;289.619834711;346.004065041;278.479820628
0;5;24.4;268.533039648;322.785714286;216.103004292
1;5;18.2;187.259803922;192.620853081;179.942307692
1;5;20.6;168.623318386;164.799107143;173.389423077
0;5;19.9;331.171171171;369.395348837;280.230088496
0;5;24.7;331.547826087;379.592105263;291.057268722
0;5;22.3;320.0;372.25;270.75
0;5;24.3;320.612068966;370.398230088;259.308370044
0;5;27.2;389.225531915;438.309734513;293.276595745
1;5;15.0;167.145833333;172.399122807;168.755458515
1;5;21.0;165.948717949;175.132478632;162.886075949
0;5;24.3;315.49137931;365.622881356;267.725321888
0;5;23.2;380.787234043;453.812765957;301.939914163
