Praznik;Mjesec;Temperatura;PotrosnjaPrije1h;PotrosnjaPrije2h;Potrosnja
0;5;12.1;394.5;379.0;396.0
0;5;15.6;352.164179104;329.769633508;362.840163934
0;5;16.3;368.861313869;349.080586081;371.619047619
1;5;20.8;167.43220339;165.864197531;175.393442623
1;5;18.1;173.851239669;150.468619247;176.958677686
0;5;17.6;378.75;355.75;396.0
0;5;22.4;352.25;336.75;368.0
0;5;24.3;394.75;387.5;388.5
0;5;26.4;360.25;348.75;387.5
0;5;22.4;NaN;NaN;NaN
1;5;24.7;233.0;228.0;228.0
1;5;12.7;207.919354839;196.863453815;198.52016129
0;5;16.0;404.864864865;378.895652174;430.662222222
0;5;17.6;393.697777778;378.81981982;401.732758621
0;5;20.6;431.96969697;399.546255507;435.341991342
0;5;24.3;400.367713004;386.143478261;419.92244898
0;5;25.4;393.612244898;383.214953271;423.834254144
1;5;26.9;210.132420091;184.208888889;217.261904762
1;5;23.7;155.089686099;150.583333333;157.222222222
0;5;26.0;417.03930131;377.138528139;471.391111111
0;5;26.1;468.194690265;440.674107143;498.164502165
0;5;24.7;426.75;403.392307692;453.5
0;5;23.6;427.168141593;391.995670996;465.395555556
0;5;27.8;501.298701299;471.256410256;538.008547009
1;5;13.6;216.449579832;234.572052402;226.43231441
1;5;20.6;177.87037037;195.862222222;192.017021277
0;5;23.2;462.911894273;422.472340426;481.034632035
0;5;25.7;409.730769231;382.594827586;518.730941704
