Praznik;Mjesec;Temperatura;PotrosnjaPrije1h;PotrosnjaPrije2h;Potrosnja
0;4;6.1;150.5;152.5;149.75
0;4;7.1;151.75;151.5;151.0
1;4;8.2;145.5;146.25;145.25
1;4;12.9;141.0;143.0;141.25
1;4;11.9;142.5;143.25;139.0
0;4;12.9;140.25;141.75;139.75
0;4;12.3;150.25;150.25;149.25
0;4;12.7;151.25;152.5;150.0
0;4;11.4;158.5;158.75;156.75
1;4;11.7;158.5;159.75;160.0
1;5;11.2;176.25;179.0;159.25
0;5;8.1;153.5;152.75;150.5
0;5;10.6;150.25;150.75;151.75
0;5;3.8;NaN;167.0;NaN
0;5;3.9;153.75;154.75;152.75
0;5;3.9;155.382352941;154.620437956;156.062043796
1;5;5.2;153.157676349;155.367768595;150.008163265
1;5;7.3;155.265560166;156.493775934;150.520491803
0;5;6.0;152.0;150.75;150.75
0;5;9.3;152.5;152.25;151.25
0;5;9.3;158.0;158.5;155.0
0;5;9.5;163.0;165.0;161.0
0;5;17.1;NaN;NaN;NaN
1;5;12.5;NaN;NaN;NaN
1;5;13.9;182.75;187.25;173.25
0;5;9.6;175.079497908;179.93877551;173.581300813
0;5;13.7;154.421052632;154.858870968;152.33877551
0;5;13.7;148.055319149;150.49339207;143.608695652
0;5;12.0;145.457831325;145.241935484;144.588709677
0;5;13.8;153.805194805;154.791878173;152.920704846
1;5;14.4;150.413636364;152.966824645;147.751152074
1;5;12.0;146.163090129;147.353982301;143.858369099
0;5;14.8;146.938596491;147.823529412;145.964285714
0;5;15.0;157.627705628;157.113537118;155.8125
0;5;15.6;159.107758621;160.386666667;158.391304348
0;5;13.3;156.25;157.5;153.752212389
0;5;14.5;161.679487179;163.029535865;160.783549784
1;5;13.3;157.151515152;161.513043478;154.343220339
1;5;9.8;154.200854701;155.560869565;148.257383966
0;5;11.3;150.449152542;149.769911504;150.863436123
0;5;14.5;160.225531915;162.868644068;160.301724138
