Praznik;Mjesec;Temperatura;Vlaga;PrijasnjaPotrosnja;Potrosnja
1;3;6.0;0.65;191.984375;190.417670683
1;3;9.3;0.56;189.128404669;188.763052209
0;3;10.8;0.7;185.7265625;184.688715953
0;3;10.2;0.88;190.75;188.0
0;3;7.7;0.87;190.25;186.25
0;3;11.1;0.88;192.0;187.0
0;3;5.1;0.92;191.5;188.0
1;3;5.9;0.88;192.25;186.5
1;3;5.7;0.62;188.5;186.25
0;3;4.9;0.58;182.0;181.5
0;3;0.2;0.87;184.0;184.75
0;3;1.7;0.81;186.5;187.25
0;3;4.8;0.85;199.25;194.25
0;3;4.5;0.79;193.5;189.25
1;3;12.1;0.49;193.75;187.75
1;3;10.2;0.76;195.0;NaN
0;3;6.1;0.9;NaN;NaN
0;3;8.3;0.96;NaN;NaN
0;3;3.7;0.89;190.75;191.5
0;3;4.9;0.85;196.75;193.25
0;4;5.9;0.82;NaN;NaN
1;4;8.4;0.9;NaN;NaN
1;4;9.2;0.81;NaN;NaN
0;4;9.8;0.75;NaN;NaN
0;4;10.3;0.81;NaN;NaN
0;4;5.7;0.87;NaN;NaN
0;4;8.3;0.86;NaN;NaN
0;4;15.6;0.66;NaN;NaN
1;4;12.1;0.84;NaN;NaN
1;4;6.3;0.76;NaN;NaN
0;4;6.8;0.85;NaN;NaN
0;4;8.2;0.83;NaN;NaN
0;4;6.7;0.87;NaN;NaN
0;4;7.7;0.29;NaN;NaN
0;4;5.8;0.82;NaN;NaN
1;4;8.9;0.6;NaN;NaN
1;4;8.6;0.62;144.25;147.75
0;4;5.3;0.77;143.75;141.5
0;4;7.3;0.75;154.25;151.75
0;4;5.8;0.83;160.5;157.0
0;4;7.6;0.84;158.25;152.5
0;4;7.9;0.81;153.5;151.5
1;4;9.1;0.84;152.5;146.25
1;4;15.1;0.6;142.0;143.0
1;4;10.9;0.84;148.0;143.25
0;4;13.7;0.78;143.25;141.75
0;4;12.6;0.71;149.5;150.25
0;4;13.0;0.67;153.0;152.5
0;4;11.2;0.86;159.75;158.75
1;4;12.1;0.93;163.0;159.75
1;5;11.2;0.89;183.75;179.0
0;5;9.0;0.88;158.25;152.75
0;5;12.2;0.85;152.0;150.75
0;5;6.6;0.66;168.75;167.0
0;5;4.5;0.76;155.75;154.75
0;5;4.5;0.76;157.644688645;154.620437956
1;5;6.9;0.79;158.765432099;155.367768595
1;5;8.3;0.73;159.057142857;156.493775934
0;5;6.6;0.88;157.0;150.75
0;5;11.2;0.76;153.25;152.25
0;5;9.7;0.84;160.5;158.5
0;5;10.5;0.84;166.75;165.0
0;5;18.2;0.63;NaN;NaN
1;5;13.1;0.85;NaN;NaN
1;5;13.6;0.83;192.0;187.25
0;5;9.8;0.83;182.482071713;179.93877551
0;5;13.5;0.58;158.233050847;154.858870968
0;5;13.8;0.8;151.431718062;150.49339207
0;5;12.3;0.82;149.807228916;145.241935484
0;5;14.4;0.86;156.844262295;154.791878173
1;5;14.8;0.85;155.493150685;152.966824645
1;5;12.2;0.88;146.732142857;147.353982301
0;5;15.0;0.87;148.236363636;147.823529412
0;5;16.0;0.87;162.236607143;157.113537118
0;5;16.0;0.86;161.165938865;160.386666667
0;5;14.5;0.65;160.5;157.5
0;5;14.8;0.82;172.538793103;163.029535865
1;5;13.6;0.87;169.037815126;161.513043478
1;5;10.2;0.87;155.098712446;155.560869565
0;5;11.5;0.83;154.68487395;149.769911504
0;5;14.8;0.82;163.360515021;162.868644068
