Sat;Praznik;Mjesec;Temperatura;ProsjekU24h;Potrosnja
0;0;4;13.3;269.260416667;155.5
1;0;4;11.8;269.135416667;153.0
2;0;4;13.0;269.28125;152.5
3;0;4;13.1;269.375;151.25
4;0;4;12.7;269.416666667;150.0
5;0;4;11.6;269.447916667;152.25
6;0;4;11.4;269.541666667;208.5
7;0;4;11.9;269.489583333;236.5
8;0;4;13.0;269.53125;323.75
9;0;4;14.9;270.104166667;425.25
10;0;4;14.8;272.208333333;461.5
11;0;4;15.0;274.677083333;467.0
12;0;4;16.3;276.895833333;472.333333333
13;0;4;15.1;277.210526316;454.25
14;0;4;15.9;278.715789474;435.0
15;0;4;14.9;279.789473684;417.5
16;0;4;14.9;280.168421053;373.5
17;0;4;14.8;280.431578947;324.5
18;0;4;14.5;280.621052632;290.75
19;0;4;13.6;280.757894737;260.5
20;0;4;12.5;281.0;226.25
21;0;4;12.0;281.8;200.25
22;0;4;11.6;282.347368421;182.75
23;0;4;11.2;282.957894737;173.5
0;0;4;10.9;283.368421053;169.25
1;0;4;11.1;283.947368421;159.75
2;0;4;11.2;284.231578947;158.75
3;0;4;11.5;284.494736842;158.5
4;0;4;11.4;284.8;156.75
5;0;4;11.4;285.084210526;164.5
6;0;4;11.7;285.6;219.75
7;0;4;12.5;286.073684211;259.75
8;0;4;12.9;287.052631579;333.0
9;0;4;13.5;287.442105263;390.75
10;0;4;14.1;285.989473684;406.0
11;0;4;14.5;283.652631579;441.25
12;0;4;15.2;282.568421053;448.25
13;0;4;14.6;283.541666667;440.75
14;0;4;16.2;282.979166667;414.0
15;0;4;16.5;282.104166667;379.5
16;0;4;15.3;280.520833333;339.25
17;0;4;14.7;279.09375;287.5
18;0;4;13.5;277.552083333;243.25
19;0;4;12.7;275.572916667;203.5
20;0;4;12.1;273.197916667;185.75
21;0;4;12.0;271.510416667;180.25
22;0;4;12.0;270.677083333;164.5
23;0;4;12.0;269.916666667;159.75
0;1;4;12.2;269.34375;161.25
1;1;4;12.0;269.010416667;163.0
2;1;4;12.1;269.145833333;159.75
3;1;4;12.0;269.1875;158.5
4;1;4;11.7;269.1875;160.0
5;1;4;11.8;269.322916667;163.0
6;1;4;12.1;269.260416667;156.0
7;1;4;13.3;266.604166667;158.0
8;1;4;13.8;262.364583333;160.5
9;1;4;14.1;255.177083333;176.5
10;1;4;15.0;246.25;174.75
11;1;4;16.6;236.614583333;173.25
12;1;4;16.4;225.447916667;170.25
13;1;4;17.6;213.864583333;167.0
14;1;4;18.8;202.458333333;166.25
15;1;4;18.9;192.135416667;175.0
16;1;4;18.9;183.614583333;176.25
17;1;4;18.4;176.822916667;175.5
18;1;4;16.9;172.15625;185.25
19;1;4;15.9;169.739583333;175.25
20;1;4;15.1;168.5625;192.0
21;1;4;13.8;168.822916667;210.25
22;1;4;12.5;170.072916667;196.25
23;1;4;12.0;171.395833333;193.5
0;1;5;11.9;172.802083333;188.0
1;1;5;11.1;173.916666667;183.75
2;1;5;11.2;174.78125;179.0
3;1;5;11.6;175.583333333;176.25
4;1;5;11.2;176.322916667;159.25
5;1;5;11.8;176.291666667;154.25
6;1;5;12.3;175.927083333;145.5
7;1;5;13.1;175.489583333;145.0
8;1;5;14.4;174.947916667;145.0
9;1;5;15.1;174.302083333;145.25
10;1;5;15.2;173.0;145.0
11;1;5;14.9;171.760416667;150.0
12;1;5;16.5;170.791666667;158.5
13;1;5;17.9;170.302083333;160.75
14;1;5;18.9;170.041666667;162.25
15;1;5;18.4;169.875;163.25
16;1;5;15.2;169.385416667;156.25
17;1;5;13.3;168.552083333;157.25
18;1;5;13.2;167.791666667;161.5
19;1;5;12.9;166.802083333;166.25
20;1;5;12.9;166.427083333;167.25
21;1;5;12.2;165.395833333;167.75
22;1;5;11.3;163.625;161.25
23;1;5;11.9;162.166666667;161.0
0;0;5;12.0;160.8125;159.75
1;0;5;10.1;159.635416667;158.25
2;0;5;9.0;158.572916667;152.75
3;0;5;8.6;157.479166667;153.5
4;0;5;8.1;156.53125;150.5
5;0;5;8.4;156.166666667;157.25
6;0;5;11.0;156.291666667;189.5
7;0;5;13.3;158.125;214.0
8;0;5;15.2;161.0;288.5
9;0;5;16.7;166.979166667;361.5
10;0;5;17.3;175.989583333;367.5
11;0;5;18.3;185.260416667;391.25
12;0;5;19.4;195.3125;393.0
13;0;5;19.6;205.083333333;396.5
14;0;5;19.6;214.90625;364.5
15;0;5;19.3;223.333333333;330.25
16;0;5;19.4;230.291666667;292.75
17;0;5;18.9;235.979166667;249.5
18;0;5;16.4;239.822916667;215.25
19;0;5;13.8;242.0625;201.25
20;0;5;12.6;243.520833333;197.5
21;0;5;12.7;244.78125;188.75
22;0;5;12.9;245.65625;170.5
23;0;5;12.1;246.041666667;160.25
0;0;5;11.7;246.010416667;153.25
1;0;5;11.2;245.739583333;152.0
2;0;5;12.2;245.479166667;150.75
3;0;5;11.5;245.395833333;150.25
4;0;5;10.6;245.260416667;151.75
5;0;5;12.0;245.3125;158.75
6;0;5;14.1;245.375;186.5
7;0;5;17.0;245.25;231.0
8;0;5;18.9;245.958333333;318.0
9;0;5;20.5;247.1875;379.25
10;0;5;21.8;247.927083333;401.75
11;0;5;22.3;249.354166667;370.0
12;0;5;22.6;248.46875;367.0
13;0;5;22.2;247.385416667;363.25
14;0;5;23.7;246.0;373.5
15;0;5;23.8;246.375;378.0
16;0;5;15.6;248.364583333;317.5
17;0;5;13.4;249.395833333;274.75
18;0;5;12.7;250.447916667;264.25
19;0;5;11.0;252.489583333;222.75
20;0;5;10.1;253.385416667;201.75
21;0;5;10.0;253.5625;186.25
22;0;5;8.5;253.458333333;175.25
23;0;5;8.0;253.65625;172.75
0;0;5;8.1;254.177083333;174.25
1;0;5;7.2;255.052083333;168.75
2;0;5;6.6;255.75;167.0
3;0;5;6.0;257.368421053;NaN
4;0;5;3.8;262.076923077;NaN
5;0;5;5.2;267.149425287;NaN
6;0;5;7.5;272.373493976;NaN
7;0;5;9.3;276.721518987;NaN
8;0;5;9.9;279.16;NaN
9;0;5;10.5;276.971830986;379.0
10;0;5;11.2;272.455882353;394.5
11;0;5;12.1;272.029411765;396.0
12;0;5;12.5;273.558823529;398.75
13;0;5;12.6;275.426470588;383.25
14;0;5;13.5;276.602941176;380.25
15;0;5;13.6;277.0;367.5
16;0;5;13.7;276.382352941;317.75
17;0;5;12.8;276.397058824;264.5
18;0;5;11.9;275.794117647;225.75
19;0;5;9.7;273.529411765;190.5
20;0;5;7.1;271.632352941;187.0
21;0;5;5.8;270.764705882;182.5
22;0;5;5.1;270.544117647;169.75
23;0;5;5.0;270.220588235;164.75
0;0;5;4.3;269.75;165.25
1;0;5;4.2;269.220588235;155.75
2;0;5;4.5;268.455882353;154.75
3;0;5;4.4;266.275362319;153.75
4;0;5;3.9;260.109589041;152.75
5;0;5;5.0;254.532467532;158.0
6;0;5;9.4;249.765432099;191.5
7;0;5;12.1;247.023529412;220.25
8;0;5;13.8;245.820224719;289.981818182
9;0;5;14.7;277.262135922;329.769633508
10;0;5;14.8;297.156312625;352.164179104
11;0;5;15.6;303.021352313;362.840163934
12;0;5;15.2;320.756857855;385.322097378
13;0;5;16.0;336.650704225;401.907063197
14;0;5;15.8;349.709022556;388.558052434
15;0;5;15.7;356.143753923;386.911111111
16;0;5;15.3;360.587950511;325.919413919
17;0;5;14.7;356.220864662;284.802197802
18;0;5;13.5;348.239883187;231.626373626
19;0;5;10.4;336.482370593;198.156934307
20;0;5;8.4;323.772138965;199.432234432
21;0;5;7.4;313.351638066;192.054744526
22;0;5;6.9;303.938129496;174.355311355
23;0;5;6.0;294.632745726;168.547794118
0;0;5;5.5;286.214107677;161.270072993
1;0;5;4.9;278.332087809;157.644688645
2;0;5;4.5;271.200175786;154.620437956
3;0;5;4.2;264.671022609;155.382352941
4;0;5;3.9;258.916879544;156.062043796
5;0;5;5.8;253.737264415;158.065693431
6;0;5;9.6;249.148338959;198.981684982
7;0;5;11.7;246.865378094;236.149635036
8;0;5;13.2;246.406614786;301.408759124
9;0;5;14.6;247.288010286;349.080586081
10;0;5;15.5;249.197176396;368.861313869
11;0;5;16.3;253.173398863;371.619047619
12;0;5;16.6;254.026146789;371.816849817
13;0;5;17.3;253.583256951;360.435897436
14;0;5;17.8;251.945343511;353.820224719
15;0;5;17.8;250.529312977;352.313953488
16;0;5;17.8;248.913735087;302.072033898
17;0;5;17.6;247.609752346;264.07755102
18;0;5;16.2;246.66445234;236.357142857
19;0;5;12.4;246.921093507;209.738589212
20;0;5;10.5;247.608118657;186.378723404
21;0;5;9.6;247.413852678;180.358649789
22;0;5;9.2;247.299526066;170.56846473
23;0;5;8.7;247.52524611;165.319148936
0;1;5;7.7;247.870787414;164.452674897
1;1;5;6.9;248.425842697;158.765432099
2;1;5;6.9;248.909032258;155.367768595
3;1;5;6.1;249.427529183;153.157676349
4;1;5;5.2;249.815219162;150.008163265
5;1;5;6.8;250.017518009;149.567901235
6;1;5;10.2;250.146782952;159.253061224
7;1;5;12.5;248.774508183;159.404958678
8;1;5;15.0;245.755027422;158.531120332
9;1;5;17.6;239.693850267;165.864197531
10;1;5;19.5;231.665099093;167.43220339
11;1;5;20.8;222.748478702;175.393442623
12;1;5;21.6;213.882113131;178.18699187
13;1;5;22.6;205.025938567;178.391836735
14;1;5;22.8;196.632201646;169.679012346
15;1;5;22.8;188.278409091;170.655737705
16;1;5;22.5;180.231964101;166.134693878
17;1;5;21.5;174.681716354;162.049180328
18;1;5;19.6;170.375560152;161.407407407
19;1;5;15.6;167.296022042;163.433884298
20;1;5;12.3;165.373966942;170.975308642
21;1;5;11.0;164.759284732;165.589211618
22;1;5;10.6;164.158419244;161.012244898
23;1;5;9.4;163.760817308;161.214285714
0;1;5;8.6;163.593959156;160.172131148
1;1;5;7.8;163.414893617;159.057142857
2;1;5;8.3;163.425557461;156.493775934
3;1;5;7.8;163.473494596;155.265560166
4;1;5;7.3;163.560645051;150.520491803
5;1;5;9.0;163.584420041;145.228215768
6;1;5;13.6;163.40971507;142.547325103
7;1;5;16.4;162.714114011;144.545081967
8;1;5;18.9;162.090628218;146.315352697
9;1;5;19.7;161.585307243;150.468619247
10;1;5;19.3;160.950360701;173.851239669
11;1;5;18.1;161.223575841;176.958677686
12;1;5;16.0;161.283728115;174.31120332
13;1;5;12.6;161.108744202;177.280487805
14;1;5;12.9;161.06475438;178.18487395
15;1;5;13.7;161.405363589;181.518672199
16;1;5;11.7;161.850877193;174.917073171
17;1;5;9.7;162.133010045;167.209756098
18;1;5;9.6;162.318047079;167.234042553
19;1;5;9.5;162.558407543;161.327659574
20;1;5;9.2;162.470804196;170.091666667
21;1;5;8.9;162.429246108;170.76446281
22;1;5;8.6;162.648828262;161.818181818
23;1;5;8.3;162.685483871;160.642857143
0;0;5;8.1;162.733478577;160.25
1;0;5;6.8;162.85022779;157.0
2;0;5;6.6;163.030435648;150.75
3;0;5;5.8;163.349060543;152.0
4;0;5;6.0;163.766966835;150.75
5;0;5;10.0;164.504289358;150.0
6;0;5;12.1;165.629784102;205.25
7;0;5;13.9;167.132916341;225.5
8;0;5;15.4;168.730052822;294.25
9;0;5;16.6;170.487202381;355.75
10;0;5;17.3;172.25536;378.75
11;0;5;17.6;172.407689643;396.0
12;0;5;17.8;172.329558324;422.25
13;0;5;18.1;172.5460199;412.25
14;0;5;18.7;172.451152074;365.75
15;0;5;18.6;172.145661157;324.5
16;0;5;18.9;171.174808711;288.0
17;0;5;18.7;170.974632844;254.0
18;0;5;17.7;171.825751735;220.75
19;0;5;14.7;173.021575985;198.5
20;0;5;14.2;176.434730539;188.75
21;0;5;14.5;179.058430718;182.25
22;0;5;13.8;184.653739612;167.25
23;0;5;12.8;223.5;162.75
0;0;5;11.5;248.46875;154.0
1;0;5;11.0;248.208333333;153.25
2;0;5;11.2;248.052083333;152.25
3;0;5;10.6;248.114583333;152.5
4;0;5;9.3;248.135416667;151.25
5;0;5;10.7;248.15625;153.5
6;0;5;13.6;248.302083333;206.0
7;0;5;16.3;248.333333333;227.5
8;0;5;19.4;248.416666667;279.0
9;0;5;21.2;247.78125;336.75
10;0;5;22.1;246.989583333;352.25
11;0;5;22.4;245.885416667;368.0
12;0;5;23.0;244.71875;367.0
13;0;5;23.4;242.416666667;371.75
14;0;5;23.3;240.729166667;356.5
15;0;5;23.2;240.34375;377.75
16;0;5;23.1;242.5625;332.5
17;0;5;22.6;244.416666667;277.5
18;0;5;19.7;245.395833333;218.5
19;0;5;16.3;245.302083333;200.75
20;0;5;14.2;245.395833333;197.5
21;0;5;13.1;245.760416667;191.0
22;0;5;12.4;246.125;175.75
23;0;5;12.0;246.479166667;169.5
0;0;5;11.4;246.760416667;166.75
1;0;5;10.7;247.291666667;160.5
2;0;5;9.7;247.59375;158.5
3;0;5;9.3;247.854166667;158.0
4;0;5;9.3;248.083333333;155.0
5;0;5;11.8;248.239583333;159.75
6;0;5;16.3;248.5;222.5
7;0;5;18.3;249.1875;244.0
8;0;5;20.4;249.875;324.5
9;0;5;23.2;251.770833333;387.5
10;0;5;23.4;253.885416667;394.75
11;0;5;24.3;255.65625;388.5
12;0;5;25.1;256.510416667;372.75
13;0;5;25.1;256.75;380.25
14;0;5;25.0;257.104166667;367.75
15;0;5;24.9;257.572916667;347.75
16;0;5;24.7;256.322916667;317.25
17;0;5;23.6;255.6875;255.0
18;0;5;20.7;254.75;229.0
19;0;5;17.4;255.1875;209.25
20;0;5;15.1;255.541666667;206.25
21;0;5;14.3;255.90625;204.5
22;0;5;13.5;256.46875;185.0
23;0;5;12.9;256.854166667;179.75
0;0;5;12.1;257.28125;174.5
1;0;5;11.5;257.604166667;166.75
2;0;5;10.5;257.864583333;165.0
3;0;5;9.9;258.135416667;163.0
4;0;5;9.5;258.34375;161.0
5;0;5;11.5;258.59375;164.25
6;0;5;14.3;258.78125;219.0
7;0;5;16.9;258.635416667;229.25
8;0;5;20.8;258.020833333;292.0
9;0;5;23.2;256.666666667;348.75
10;0;5;25.4;255.052083333;360.25
11;0;5;26.4;253.614583333;387.5
12;0;5;26.8;253.572916667;405.0
13;0;5;27.1;254.916666667;405.0
14;0;5;26.5;255.947916667;372.5
15;0;5;25.9;256.145833333;359.75
16;0;5;26.6;256.645833333;311.5
17;0;5;25.6;256.40625;250.75
18;0;5;22.4;256.229166667;233.0
19;0;5;19.0;256.395833333;206.5
20;0;5;17.4;256.28125;206.5
21;0;5;16.4;256.291666667;203.0
22;0;5;16.5;256.229166667;186.75
23;0;5;17.0;256.302083333;178.5
0;0;5;19.5;256.25;NaN
1;0;5;19.6;259.804347826;NaN
2;0;5;18.2;264.034090909;NaN
3;0;5;17.5;268.75;NaN
4;0;5;17.1;274.0375;NaN
5;0;5;16.8;279.986842105;NaN
6;0;5;16.8;286.416666667;NaN
7;0;5;17.8;290.382352941;NaN
8;0;5;19.6;294.203125;NaN
9;0;5;21.0;294.35;NaN
10;0;5;22.4;290.464285714;NaN
11;0;5;22.4;285.096153846;NaN
12;0;5;23.1;276.5625;NaN
13;0;5;22.4;264.886363636;NaN
14;0;5;22.9;250.875;NaN
15;0;5;23.4;237.361111111;NaN
16;0;5;22.8;222.0625;NaN
17;0;5;22.3;209.285714286;NaN
18;0;5;21.4;202.375;NaN
19;0;5;19.4;196.25;NaN
20;0;5;18.4;193.6875;NaN
21;0;5;17.4;189.416666667;NaN
22;0;5;15.8;182.625;NaN
23;0;5;15.5;178.5;NaN
0;1;5;15.0;NaN;NaN
1;1;5;14.1;NaN;NaN
2;1;5;13.1;NaN;NaN
3;1;5;12.6;NaN;NaN
4;1;5;12.5;NaN;NaN
5;1;5;14.1;NaN;NaN
6;1;5;16.5;NaN;NaN
7;1;5;18.7;NaN;NaN
8;1;5;19.9;NaN;NaN
9;1;5;22.2;NaN;228.0
10;1;5;22.9;228.0;233.0
11;1;5;24.7;232.0;228.0
12;1;5;25.2;230.222222222;227.0
13;1;5;25.1;229.9;230.5
14;1;5;25.6;230.0;237.75
15;1;5;26.0;231.9375;237.0
16;1;5;25.0;232.95;222.75
17;1;5;25.6;231.25;227.75
18;1;5;24.5;230.75;219.75
19;1;5;22.5;229.375;205.0
20;1;5;20.5;226.666666667;214.25
21;1;5;16.9;225.425;214.25
22;1;5;14.2;224.409090909;214.5
23;1;5;14.2;223.583333333;206.0
0;1;5;14.3;222.230769231;196.8
1;1;5;14.2;220.0;192.0
2;1;5;13.6;218.163934426;187.25
3;1;5;13.7;216.261538462;182.75
4;1;5;13.9;214.31884058;173.25
5;1;5;14.4;212.068493151;173.0
6;1;5;15.3;210.038961039;171.5
7;1;5;15.8;208.135802469;178.650684932
8;1;5;15.4;189.171806167;186.276422764
9;1;5;14.9;187.665961945;196.863453815
10;1;5;12.7;190.786407767;207.919354839
11;1;5;12.7;195.014507772;198.52016129
12;1;5;12.8;195.624483044;218.7375
13;1;5;12.0;199.433701657;210.466346154
14;1;5;12.0;200.783555018;214.121495327
15;1;5;11.5;202.235515021;214.696682464
16;1;5;11.1;203.43795268;201.519047619
17;1;5;11.1;203.22705314;205.523148148
18;1;5;11.1;203.38690237;213.796460177
19;1;5;10.6;204.230542235;207.502242152
20;1;5;10.2;204.478498294;213.358974359
21;1;5;10.2;205.123734177;212.991701245
22;1;5;10.1;205.671180453;203.4
23;1;5;9.9;205.50562723;191.850202429
0;0;5;9.9;204.637159032;186.187755102
1;0;5;10.0;203.551139118;182.482071713
2;0;5;9.8;202.352389664;179.93877551
3;0;5;9.8;201.175335934;175.079497908
4;0;5;9.6;199.904310167;173.581300813
5;0;5;10.2;198.653309762;187.472
6;0;5;11.7;198.148772719;240.599190283
7;0;5;14.6;200.046953405;293.518218623
8;0;5;15.2;204.660799155;354.928286853
9;0;5;15.4;212.089518115;378.895652174
10;0;5;15.5;219.528498324;404.864864865
11;0;5;16.0;227.332742422;430.662222222
12;0;5;16.4;236.747953008;425.625550661
13;0;5;16.9;245.168599465;404.049107143
14;0;5;17.3;252.784202099;410.918918919
15;0;5;16.8;260.490673299;384.388127854
16;0;5;16.7;267.018272131;333.786069652
17;0;5;16.7;271.846837242;296.175609756
18;0;5;15.6;275.285205626;266.180094787
19;0;5;13.8;277.422884684;229.693023256
20;0;5;14.0;278.375759743;206.180995475
21;0;5;12.6;278.24296721;193.981651376
22;0;5;11.4;277.767362361;178.222772277
23;0;5;11.8;277.492196007;175.06
0;0;5;12.5;277.614314479;164.068181818
1;0;5;13.3;278.062106044;158.233050847
2;0;5;13.5;277.264733222;154.858870968
3;0;5;13.5;276.054812337;154.421052632
4;0;5;13.7;274.95825603;152.33877551
5;0;5;13.7;274.011319354;150.926829268
6;0;5;14.6;272.406128134;207.514423077
7;0;5;16.0;271.350916573;244.62
8;0;5;16.5;269.308737498;332.877729258
9;0;5;17.2;267.994883457;378.81981982
10;0;5;16.9;267.82330613;393.697777778
11;0;5;17.6;267.42469651;401.732758621
12;0;5;18.0;266.369767001;402.447826087
13;0;5;18.2;265.450965543;403.245614035
14;0;5;19.4;265.521188044;394.703056769
15;0;5;19.0;265.011902513;394.145299145
16;0;5;19.0;265.779389601;346.618025751
17;0;5;18.6;266.746816479;310.888412017
18;0;5;17.6;267.538934426;288.942731278
19;0;5;16.5;268.49461367;245.654867257
20;0;5;16.3;269.084151993;219.291304348
21;0;5;15.7;269.537379719;194.439655172
22;0;5;15.2;269.361757106;176.42173913
23;0;5;15.5;268.817113478;168.566371681
0;0;5;14.6;268.103435673;157.226086957
1;0;5;14.6;266.802026782;151.431718062
2;0;5;13.8;266.699293094;150.49339207
3;0;5;13.8;266.9463246;148.055319149
4;0;5;13.7;266.919766594;143.608695652
5;0;5;13.7;266.866886085;150.533632287
6;0;5;14.4;267.340433346;203.697777778
7;0;5;15.3;266.997071206;247.273542601
8;0;5;16.7;267.011119213;333.521367521
9;0;5;17.7;267.098524859;399.546255507
10;0;5;18.8;268.056222707;431.96969697
11;0;5;20.6;269.800072701;435.341991342
12;0;5;21.6;271.187420469;440.12601626
13;0;5;22.3;273.248142106;421.939271255
14;0;5;22.5;274.528359827;421.61752988
15;0;5;22.5;276.219503418;394.723577236
16;0;5;22.3;276.499102334;329.983471074
17;0;5;21.4;275.890661409;289.966942149
18;0;5;20.8;275.040980673;264.042372881
19;0;5;18.3;274.013400036;237.445945946
20;0;5;16.0;273.707849097;198.845454545
21;0;5;14.9;272.99964177;184.540178571
22;0;5;14.3;272.714618834;172.691666667
23;0;5;13.3;272.381915846;165.532520325
0;0;5;12.9;271.878322926;155.0
1;0;5;12.4;271.39242532;149.807228916
2;0;5;12.3;270.853347503;145.241935484
3;0;5;12.2;270.177518969;145.457831325
4;0;5;12.0;269.762717831;144.588709677
5;0;5;13.6;269.406913494;150.024390244
6;0;5;16.5;268.90720028;215.123505976
7;0;5;19.2;269.111169102;251.067460317
8;0;5;20.3;269.167041717;341.756521739
9;0;5;22.2;269.450545644;386.143478261
10;0;5;23.3;268.984418283;400.367713004
11;0;5;24.3;267.536581137;419.92244898
12;0;5;24.8;267.289519198;427.37751004
13;0;5;24.8;266.830423509;425.78
14;0;5;25.3;267.076710435;418.497959184
15;0;5;24.8;266.784157731;397.755102041
16;0;5;25.2;266.890503373;346.004065041
17;0;5;24.7;267.615384615;289.619834711
18;0;5;22.0;267.600864304;278.479820628
19;0;5;19.4;268.166666667;243.601851852
20;0;5;17.4;268.429240375;224.431111111
21;0;5;16.4;269.36648761;200.383966245
22;0;5;15.7;269.825034578;182.487394958
23;0;5;15.4;270.261847112;170.515418502
0;0;5;15.0;270.803401006;164.175438596
1;0;5;14.8;272.66824978;156.844262295
2;0;5;14.4;275.630082764;154.791878173
3;0;5;13.8;277.179226439;153.805194805
4;0;5;13.8;277.962470395;152.920704846
5;0;5;14.9;278.820592538;155.410714286
6;0;5;18.0;279.562431142;204.115555556
7;0;5;20.6;279.414575646;221.004385965
8;0;5;22.8;278.270385471;314.959459459
9;0;5;23.7;277.072011878;383.214953271
10;0;5;24.7;276.630491437;393.612244898
11;0;5;25.4;275.757717493;423.834254144
12;0;5;25.8;274.14466957;431.608108108
13;0;5;26.3;273.535972592;430.9004329
14;0;5;26.5;273.209360076;417.675438596
15;0;5;26.0;272.700076658;379.03125
16;0;5;25.5;271.387723687;322.785714286
17;0;5;25.0;270.065507246;268.533039648
18;0;5;24.4;269.081007752;216.103004292
19;0;5;21.1;266.288007737;186.670995671
20;0;5;19.0;263.686017358;183.034782609
21;0;5;18.1;261.813680154;184.054298643
22;0;5;17.7;261.306146115;169.121621622
23;0;5;16.6;260.975378054;164.962962963
0;1;5;15.7;260.935690694;159.963800905
1;1;5;15.6;259.825668655;155.493150685
2;1;5;14.8;257.882886286;152.966824645
3;1;5;14.4;257.538432555;150.413636364
4;1;5;14.4;257.612988484;147.751152074
5;1;5;16.1;257.598827312;142.610091743
6;1;5;19.2;257.186517705;164.78440367
7;1;5;21.3;255.631209708;166.056074766
8;1;5;23.0;253.4878327;134.071748879
9;1;5;25.3;245.832161186;184.208888889
10;1;5;26.1;237.625569044;210.132420091
11;1;5;26.9;230.714447592;217.261904762
12;1;5;27.4;223.618332081;194.737864078
13;1;5;27.0;213.798605878;193.943925234
14;1;5;26.6;203.517104517;210.967889908
15;1;5;17.5;194.578678281;211.469194313
16;1;5;17.4;187.412110858;192.620853081
17;1;5;17.8;181.850808754;187.259803922
18;1;5;18.2;178.300840979;179.942307692
19;1;5;18.0;176.674860764;179.823529412
20;1;5;17.2;176.353088803;180.338383838
21;1;5;16.1;176.207847708;176.89119171
22;1;5;14.9;175.894921875;159.348039216
23;1;5;14.0;175.528028224;153.483870968
0;1;5;13.2;175.03782089;153.584745763
1;1;5;12.8;174.699491989;146.732142857
2;1;5;12.2;174.297677142;147.353982301
3;1;5;12.1;173.988516933;146.163090129
4;1;5;12.0;173.736750146;143.858369099
5;1;5;13.1;173.480743178;143.703539823
6;1;5;15.1;173.480772947;143.286956522
7;1;5;16.3;172.507422402;143.81938326
8;1;5;19.4;171.520576923;146.970588235
9;1;5;21.4;172.001534036;150.583333333
10;1;5;22.6;170.539287083;155.089686099
11;1;5;23.7;168.219073152;157.222222222
12;1;5;24.8;165.79475899;161.004385965
13;1;5;25.6;164.451047619;163.935064935
14;1;5;26.0;163.230112018;165.375565611
15;1;5;25.7;161.345351044;169.952173913
16;1;5;25.7;159.719984874;164.799107143
17;1;5;25.2;158.62523576;168.623318386
18;1;5;20.6;157.946438639;173.389423077
19;1;5;17.7;157.690283781;171.0
20;1;5;16.8;157.372490148;177.40625
21;1;5;16.6;157.240841631;168.164705882
22;1;5;15.8;156.875660377;165.231182796
23;1;5;15.8;157.074403635;160.933014354
0;0;5;15.8;157.375047402;154.251184834
1;0;5;15.1;157.419889503;148.236363636
2;0;5;15.0;157.491134414;147.823529412
3;0;5;14.6;157.520610687;146.938596491
4;0;5;14.8;157.565234002;145.964285714
5;0;5;15.8;157.679104478;154.219827586
6;0;5;18.3;158.129396024;195.561085973
7;0;5;20.4;160.366838981;246.187793427
8;0;5;21.1;164.597235554;328.296460177
9;0;5;23.8;172.523186454;377.138528139
10;0;5;25.3;182.574807692;417.03930131
11;0;5;26.0;194.065693431;471.391111111
12;0;5;26.4;207.556855225;495.971962617
13;0;5;26.8;221.464718323;485.692307692
14;0;5;27.3;235.273935658;499.836283186
15;0;5;23.8;249.75404157;476.127272727
16;0;5;24.1;262.896451986;369.395348837
17;0;5;22.5;271.563840062;331.171171171
18;0;5;19.9;278.555448223;280.230088496
19;0;5;19.9;282.839815171;262.793577982
20;0;5;19.1;286.559038462;222.331818182
21;0;5;18.9;287.864957919;207.254545455
22;0;5;18.3;288.360363774;187.230769231
23;0;5;18.9;288.2172362;175.762790698
0;0;5;17.7;288.671980495;167.793859649
1;0;5;16.9;288.822022808;162.236607143
2;0;5;16.0;289.302820848;157.113537118
3;0;5;15.4;289.48852826;157.627705628
4;0;5;15.0;289.869127517;155.8125
5;0;5;16.1;290.28038777;159.46460177
6;0;5;19.0;290.653975364;198.013043478
7;0;5;20.7;290.599590088;263.487068966
8;0;5;22.6;291.188080208;372.727678571
9;0;5;24.0;293.022845468;440.674107143
10;0;5;25.7;295.56016366;468.194690265
11;0;5;26.1;297.643654633;498.164502165
12;0;5;26.4;298.986988848;477.251121076
13;0;5;26.8;298.541287808;471.905063291
14;0;5;26.8;295.918512955;465.41875
15;0;5;26.7;292.312927757;457.556053812
16;0;5;26.9;291.630818925;379.592105263
17;0;5;26.3;292.263078089;331.547826087
18;0;5;24.7;292.338380015;291.057268722
19;0;5;21.2;292.801135289;233.034632035
20;0;5;20.0;291.429973575;214.686098655
21;0;5;18.6;291.06923222;202.852678571
22;0;5;18.4;290.820169651;185.328947368
23;0;5;18.0;290.855633138;180.052863436
0;0;5;17.7;290.77894935;171.017699115
1;0;5;16.6;290.962516481;161.165938865
2;0;5;16.0;290.79525781;160.386666667
3;0;5;16.0;291.034651601;159.107758621
4;0;5;15.6;291.074185652;158.391304348
5;0;5;17.3;291.033101373;163.054545455
6;0;5;19.7;291.330446244;204.401785714
7;0;5;22.9;291.705749293;256.947136564
8;0;5;23.8;291.452264151;349.827272727
9;0;5;24.3;290.439577039;403.392307692
10;0;5;24.2;286.793156478;426.75
11;0;5;24.7;278.673293173;453.5
12;0;5;25.0;268.152956028;453.5
13;0;5;25.0;258.032201147;459.25
14;0;5;25.3;250.500913242;453.0
15;0;5;25.3;242.551846591;430.0
16;0;5;24.7;230.767540574;372.25
17;0;5;24.1;221.942872256;320.0
18;0;5;22.3;214.962025316;270.75
19;0;5;20.8;209.844837935;239.5
20;0;5;19.5;208.157809984;202.0
21;0;5;18.0;207.644837145;193.0
22;0;5;17.2;208.025506377;181.5
23;0;5;15.6;210.101146601;172.0
0;0;5;15.2;213.106354214;166.5
