Sat;Praznik;Mjesec;Temperatura;ProsjekU24h;Potrosnja
17;1;2;-0.8;184.447916667;206.25
18;1;2;-0.8;185.15625;218.75
19;1;2;-1.1;185.96875;213.25
20;1;2;-1.2;186.760416667;203.5
21;1;2;-1.2;187.239583333;197.0
22;1;2;-1.2;187.625;189.0
23;1;2;-1.2;187.979166667;190.5
0;0;2;-1.2;188.395833333;184.75
1;0;2;-1.0;188.5;182.25
2;0;2;-1.3;188.40625;181.5
3;0;2;-1.3;188.25;179.75
4;0;2;-1.3;188.15625;178.75
5;0;2;-1.5;188.25;183.75
6;0;2;-1.4;188.604166667;243.0
7;0;2;-1.3;191.40625;282.5
8;0;2;-1.3;196.072916667;384.5
9;0;2;-1.2;204.979166667;448.25
10;0;2;-1.1;216.541666667;484.5
11;0;2;-0.2;229.40625;497.5
12;0;2;0.0;242.479166667;495.0
13;0;2;0.1;255.21875;493.5
14;0;2;0.1;267.708333333;488.5
15;0;2;0.1;280.041666667;468.75
16;0;2;0.1;291.416666667;407.5
17;0;2;0.0;300.104166667;357.5
18;0;2;0.0;306.40625;324.75
19;0;2;0.0;310.822916667;283.5
20;0;2;0.2;313.75;253.5
21;0;2;0.2;315.833333333;235.0
22;0;2;0.2;317.416666667;218.5
23;0;2;0.1;318.645833333;202.5
0;0;3;0.1;319.145833333;195.5
1;0;3;0.1;319.59375;188.5
2;0;3;0.1;319.854166667;188.25
3;0;3;0.1;320.135416667;188.5
4;0;3;-0.2;320.5;188.5
5;0;3;-0.2;320.90625;195.0
6;0;3;-0.2;321.375;247.25
7;0;3;-0.1;321.552083333;298.5
8;0;3;0.2;322.21875;372.0
9;0;3;0.2;321.697916667;446.5
10;0;3;0.2;321.625;497.75
11;0;3;1.0;322.177083333;497.0
12;0;3;1.1;322.15625;496.0
13;0;3;1.5;322.197916667;493.5
14;0;3;2.3;322.197916667;482.75
15;0;3;2.0;321.958333333;449.5
16;0;3;1.5;321.15625;417.0
17;0;3;1.2;321.552083333;379.25
18;0;3;1.1;322.458333333;329.0
19;0;3;0.9;322.635416667;282.75
20;0;3;0.8;322.604166667;257.25
21;0;3;0.0;322.760416667;235.75
22;0;3;0.3;322.791666667;210.75
23;0;3;1.0;322.46875;205.75
0;0;3;1.0;322.604166667;200.0
1;0;3;1.0;322.791666667;193.25
2;0;3;1.1;322.989583333;189.25
3;0;3;1.0;323.03125;187.25
4;0;3;0.4;322.979166667;187.0
5;0;3;0.2;322.916666667;188.5
6;0;3;0.2;322.645833333;240.75
7;0;3;0.1;322.375;307.75
8;0;3;0.1;322.760416667;385.0
9;0;3;-0.1;323.302083333;447.25
10;0;3;0.4;323.333333333;477.0
11;0;3;0.3;322.46875;482.5
12;0;3;0.8;321.864583333;472.0
13;0;3;0.6;320.864583333;471.0
14;0;3;0.5;319.927083333;448.25
15;0;3;-0.2;318.489583333;439.5
16;0;3;-0.9;318.072916667;418.25
17;0;3;-1.0;318.125;373.25
18;0;3;-1.1;317.875;318.5
19;0;3;-1.4;317.4375;270.25
20;0;3;-1.7;316.916666667;239.5
21;0;3;-1.7;316.177083333;224.5
22;0;3;-1.8;315.708333333;199.75
23;0;3;-1.8;315.25;191.75
0;0;3;-1.8;314.666666667;188.5
1;0;3;-1.8;314.1875;182.25
2;0;3;-1.9;313.729166667;180.75
3;0;3;-1.9;313.375;181.5
4;0;3;-1.8;313.135416667;181.5
5;0;3;-1.8;312.90625;185.0
6;0;3;-1.9;312.760416667;237.5
7;0;3;-1.8;312.625;281.0
8;0;3;-1.3;311.510416667;373.75
9;0;3;-1.1;311.041666667;448.0
10;0;3;-1.0;311.072916667;476.75
11;0;3;-1.0;311.0625;497.0
12;0;3;-0.6;311.666666667;488.5
13;0;3;-0.1;312.354166667;485.0
14;0;3;0.0;312.9375;465.75
15;0;3;0.1;313.666666667;447.25
16;0;3;0.1;313.989583333;413.5
17;0;3;0.1;313.791666667;363.25
18;0;3;0.2;313.375;324.0
19;0;3;0.4;313.604166667;277.0
20;0;3;0.3;313.885416667;237.25
21;0;3;0.5;313.791666667;213.5
22;0;3;0.2;313.333333333;200.25
23;0;3;0.4;313.354166667;191.25
0;0;3;0.1;313.333333333;187.5
1;0;3;0.1;313.291666667;184.0
2;0;3;-0.1;313.364583333;176.75
3;0;3;-0.1;313.197916667;177.25
4;0;3;0.0;313.020833333;175.0
5;0;3;0.0;312.75;178.5
6;0;3;0.0;312.479166667;240.0
7;0;3;0.1;312.583333333;266.5
8;0;3;0.8;311.979166667;352.5
9;0;3;1.8;311.09375;417.75
10;0;3;2.3;309.833333333;462.0
11;0;3;2.6;309.21875;474.0
12;0;3;2.9;308.260416667;467.0
13;0;3;3.6;307.364583333;467.5
14;0;3;3.7;306.635416667;440.5
15;0;3;3.8;305.583333333;413.5
16;0;3;2.8;304.177083333;364.0
17;0;3;1.8;302.114583333;325.0
18;0;3;0.9;300.520833333;298.5
19;0;3;-1.1;299.458333333;247.0
20;0;3;-1.6;298.208333333;222.5
21;0;3;-2.1;297.59375;213.5
22;0;3;-1.2;297.59375;190.5
23;0;3;-1.9;297.1875;180.25
0;1;3;-0.4;296.729166667;179.0
1;1;3;-0.2;296.375;182.5
2;1;3;-0.2;296.3125;179.0
3;1;3;-0.2;296.40625;176.25
4;1;3;0.0;296.364583333;174.5
5;1;3;0.0;296.34375;178.2
6;1;3;0.0;275.128205128;182.467153285
7;1;3;0.3;209.88630491;180.390510949
8;1;3;0.3;197.240487062;183.864468864
9;1;3;0.9;192.626349892;187.583941606
10;1;3;1.5;190.718227425;196.339552239
11;1;3;2.2;191.006849315;199.452554745
12;1;3;2.8;191.69017341;206.798534799
13;1;3;2.5;193.202601301;209.335766423
14;1;3;2.8;194.667254297;207.288321168
15;1;3;2.8;195.641985033;199.671532847
16;1;3;2.7;195.724813101;195.578754579
17;1;3;2.1;195.493177388;196.834558824
18;1;3;2.0;195.44739988;201.428571429
19;1;3;1.8;195.785062241;203.642335766
20;1;3;1.1;196.286486486;195.178832117
21;1;3;-0.8;196.18820698;190.390510949
22;1;3;-1.5;195.813559322;182.675373134
23;1;3;-1.9;195.067178503;180.649635036
0;1;3;-2.3;194.282516636;181.076642336
1;1;3;-2.7;193.602218397;178.073260073
2;1;3;-2.8;192.83921426;179.452554745
3;1;3;-3.5;192.212898752;176.47810219
4;1;3;-3.5;191.509440212;173.912408759
5;1;3;-3.5;190.755865568;175.287313433
6;1;3;-2.4;190.170966265;171.959854015
7;1;3;-1.5;189.731491375;170.087912088
8;1;3;0.4;189.30351145;171.306569343
9;1;3;2.3;188.777438559;172.396363636
10;1;3;3.3;188.13980464;173.919708029
11;1;3;3.6;187.210582495;174.996336996
12;1;3;4.1;186.190483453;174.531135531
13;1;3;4.6;184.847033704;183.959854015
14;1;3;5.1;183.786640232;183.248175182
15;1;3;5.9;182.782064969;182.151515152
16;1;3;5.9;182.047163898;NaN
17;1;3;5.0;181.442461941;180.767241379
18;1;3;3.8;180.72680837;186.175182482
19;1;3;4.6;180.041680395;182.795620438
20;1;3;3.7;179.100658979;179.244525547
21;1;3;3.6;178.381383855;177.322344322
22;1;3;1.8;177.791563684;179.182481752
23;1;3;1.0;177.638847737;176.0
0;0;3;2.5;177.42937109;172.344322344
1;0;3;1.9;177.036225918;172.286764706
2;0;3;1.1;176.776844532;171.682481752
3;0;3;0.9;176.426218709;172.315018315
4;0;3;0.3;176.239005106;174.054744526
5;0;3;0.2;176.245429089;195.084249084
6;0;3;0.1;177.134134299;226.282051282
7;0;3;1.0;179.576131687;252.45620438
8;0;3;2.2;183.289005925;350.131086142
9;0;3;3.1;191.170044488;400.791970803
10;0;3;4.0;201.486321688;436.091240876
11;0;3;4.1;213.324653922;438.692307692
12;0;3;4.6;225.188365194;456.689781022
13;0;3;4.4;237.918767507;450.186131387
14;0;3;4.3;249.938210578;443.725274725
15;0;3;3.4;261.668094924;403.912408759
16;0;3;3.2;269.172032677;365.569343066
17;0;3;2.5;273.22495013;341.208029197
18;0;3;1.3;279.335264522;333.666666667
19;0;3;-1.0;285.489326014;300.379562044
20;0;3;-2.6;290.4021043;247.996254682
21;0;3;-3.5;293.323004122;210.937956204
22;0;3;-4.2;294.711080586;204.234432234
23;0;3;-4.2;295.772706457;197.799270073
0;0;3;-4.5;296.666056166;191.03649635
1;0;3;-4.6;297.42865863;187.018050542
2;0;3;-4.5;297.95547423;183.963898917
3;0;3;-4.7;298.416247523;183.329710145
4;0;3;-5.5;298.821755027;184.25631769
5;0;3;-5.4;299.19506624;195.707581227
6;0;3;-5.0;299.157966824;246.064981949
7;0;3;-2.3;299.947072243;283.614814815
8;0;3;0.8;301.256277583;360.629482072
9;0;3;2.4;301.538977879;422.022813688
10;0;3;2.9;302.225397311;415.945848375
11;0;3;4.2;301.434397434;434.482889734
12;0;3;4.8;301.055071134;440.390625
13;0;3;5.3;299.985273815;438.233463035
14;0;3;5.7;299.120116887;429.922178988
15;0;3;6.2;298.216466235;390.8
16;0;3;5.1;297.38889748;355.933333333
17;0;3;3.5;296.806916873;331.832684825
18;0;3;1.1;296.314881045;315.847058824
19;0;3;-1.4;295.501481366;266.708
20;0;3;-1.9;294.16559712;244.821011673
21;0;3;-2.5;294.110048597;222.28125
22;0;3;-2.9;294.801917937;201.207843137
23;0;3;-3.4;294.937253665;196.46184739
0;0;3;-3.3;295.268914213;197.019455253
1;0;3;-4.4;295.794159657;188.80859375
2;0;3;-4.8;296.23089172;186.876494024
3;0;3;-5.1;296.814518708;186.86770428
4;0;3;-5.2;297.30617482;187.13229572
5;0;3;-5.8;297.788897828;205.49609375
6;0;3;-5.7;298.539554407;243.1875
7;0;3;-2.3;298.598736433;277.30078125
8;0;3;0.9;298.37035233;361.856031128
9;0;3;2.6;298.482076237;405.642023346
10;0;3;4.1;297.678194512;430.31640625
11;0;3;5.8;297.872922776;447.081712062
12;0;3;6.8;298.267286367;457.90625
13;0;3;7.9;298.99853229;461.0703125
14;0;3;8.6;299.929375306;447.02734375
15;0;3;9.2;300.622512235;431.05859375
16;0;3;8.7;302.318218888;360.151750973
17;0;3;6.8;302.512473504;338.345098039
18;0;3;2.7;302.773772631;336.25
19;0;3;1.3;303.627690802;276.04296875
20;0;3;0.0;303.980938416;241.910505837
21;0;3;-0.3;303.859074617;221.132
22;0;3;-0.6;303.892041748;207.21875
23;0;3;-1.3;304.126202511;203.054474708
0;0;3;-1.3;304.261846605;197.765625
1;0;3;-2.0;304.310423453;195.73151751
2;0;3;-2.8;304.581338544;195.62890625
3;0;3;-2.7;304.850146437;194.1875
4;0;3;-3.2;305.174288039;192.941634241
5;0;3;-3.3;305.417249797;200.98046875
6;0;3;-3.2;305.229129373;241.921875
7;0;3;-1.2;305.17640358;285.902723735
8;0;3;2.8;305.531565246;353.6796875
9;0;3;5.0;305.1817738;396.747081712
10;0;3;7.2;304.809764036;424.296875
11;0;3;9.7;304.55899105;442.848249027
12;0;3;12.7;304.381936534;436.726190476
13;0;3;14.4;303.412799218;430.792156863
14;0;3;15.7;302.129641694;408.175097276
15;0;3;16.1;300.527275688;391.6015625
16;0;3;15.9;298.882429572;356.26
17;0;3;11.5;298.653896316;337.01953125
18;0;3;8.3;298.605052975;336.76171875
19;0;3;5.4;298.626405868;302.57421875
20;0;3;4.0;299.733496333;238.105058366
21;0;3;2.7;299.57408313;215.819607843
22;0;3;4.6;299.289576547;204.13671875
23;0;3;7.7;299.161074919;197.62109375
0;0;3;6.2;298.950154748;195.435797665
1;0;3;2.4;298.836156352;188.031128405
2;0;3;0.3;298.513843648;186.175097276
3;0;3;-0.5;298.101449275;184.6875
4;0;3;-1.1;297.70542257;184.266932271
5;0;3;-0.2;297.452974735;201.3125
6;0;3;-0.4;297.466829666;234.234375
7;0;3;2.8;297.14604727;275.3125
8;0;3;8.8;296.705901532;340.15234375
9;0;3;11.8;296.141343332;400.65234375
10;0;3;13.3;296.287950432;437.221789883
11;0;3;13.9;296.850342354;454.233463035
12;0;3;15.4;297.327355722;440.274509804
13;0;3;16.9;297.542936288;427.774319066
14;0;3;17.8;297.460009774;417.098039216
15;0;3;17.9;297.794687958;395.326848249
16;0;3;16.8;297.965949821;355.0078125
17;0;3;15.0;297.970703125;321.241245136
18;0;3;13.5;297.31716843;307.01953125
19;0;3;11.8;296.078112286;275.25
20;0;3;11.4;294.939788446;233.717647059
21;0;3;9.6;294.776167996;209.0546875
22;0;3;8.4;294.481445312;201.163424125
23;0;3;7.4;294.342392189;194.34765625
0;1;3;7.2;294.206021155;193.276264591
1;1;3;6.1;294.115703824;191.984375
2;1;3;6.0;294.297688802;190.417670683
3;1;3;4.9;294.610821382;183.49609375
4;1;3;3.8;294.561114733;183.21875
5;1;3;3.6;294.427617652;184.019685039
6;1;3;0.4;293.7424662;189.330708661
7;1;3;5.1;291.903372984;183.99609375
8;1;3;8.0;288.094182825;185.431906615
9;1;3;10.4;281.624470512;186.75
10;1;3;12.7;272.703160639;187.536964981
11;1;3;14.8;262.248778104;190.359375
12;1;3;16.1;251.210200424;198.832684825
13;1;3;17.3;241.164196123;198.45703125
14;1;3;18.0;231.569566634;197.7
15;1;3;17.6;222.474971466;197.682352941
16;1;3;16.5;214.198173218;197.25390625
17;1;3;15.0;207.611156418;200.97254902
18;1;3;14.1;202.570239843;211.643137255
19;1;3;13.7;198.584366841;208.1640625
20;1;3;12.3;195.781821149;208.4765625
21;1;3;11.5;194.733724914;206.5703125
22;1;3;10.7;194.629955947;198.575875486
23;1;3;9.4;194.521455376;191.875
0;1;3;7.3;194.418175885;189.84375
1;1;3;7.0;194.274967363;189.128404669
2;1;3;9.3;194.154837657;188.763052209
3;1;3;7.1;194.087616251;187.490272374
4;1;3;5.2;194.253344209;185.122047244
5;1;3;5.0;194.335835509;184.0078125
6;1;3;8.3;194.331973899;181.723735409
7;1;3;9.3;194.010761454;180.7421875
8;1;3;11.3;193.874938855;182.19921875
9;1;3;13.0;193.741356817;182.661478599
10;1;3;14.0;193.568889614;184.14453125
11;1;3;14.9;193.428245271;187.684824903
12;1;3;15.8;193.31566933;188.47265625
13;1;3;16.1;192.882257012;192.220472441
14;1;3;15.0;192.622022838;191.498007968
15;1;3;15.2;192.368944707;195.19140625
16;1;3;14.7;192.265818656;202.57421875
17;1;3;14.6;192.487932159;210.207843137
18;1;3;13.4;192.87198304;215.575875486
19;1;3;12.8;193.042875774;209.822834646
20;1;3;11.4;193.10665362;208.715953307
21;1;3;12.6;193.11919126;200.482490272
22;1;3;12.1;192.866318878;190.45703125
23;1;3;11.6;192.526496005;188.40234375
0;0;3;11.4;192.381542475;188.32421875
1;0;3;11.0;192.318115115;185.7265625
2;0;3;10.8;192.176614481;184.688715953
3;0;3;11.0;192.001628664;185.106299213
4;0;3;11.2;191.90516539;185.178988327
5;0;3;11.2;191.904234528;191.399209486
6;0;3;12.6;192.212807561;248.57480315
7;0;3;14.2;194.986142811;294.76953125
8;0;3;14.7;199.745027714;392.840466926
9;0;3;17.0;208.56609617;400.515625
10;0;3;17.9;217.662373655;431.72265625
11;0;3;17.8;227.994946201;472.265625
12;0;3;19.2;239.880319583;458.3984375
13;0;3;18.2;251.147399315;455.521568627
14;0;3;17.6;262.083632214;443.785992218
15;0;3;17.4;272.574592834;418.9453125
16;0;3;17.3;281.903745928;374.59375
17;0;3;17.0;289.075895765;339.471698113
18;0;3;16.2;292.912596834;329.25
19;0;3;15.0;296.434300792;287.25
20;0;3;12.7;300.47525299;241.5
21;0;3;11.4;304.980509456;220.25
22;0;3;11.9;310.360316494;207.25
23;0;3;11.4;316.835150738;202.0
0;0;3;10.1;324.161581921;199.25
1;0;3;9.8;332.375029954;190.75
2;0;3;10.2;341.805151747;188.0
3;0;3;8.8;352.645856052;187.0
4;0;3;8.5;364.902282036;186.0
5;0;3;7.8;379.269826224;186.5
6;0;3;8.0;395.305555556;237.25
7;0;3;9.9;409.048012003;284.0
8;0;3;14.0;420.95981773;326.5
9;0;3;16.3;424.129106895;391.75
10;0;3;17.0;427.227867994;423.75
11;0;3;18.4;426.525045263;431.0
12;0;3;18.5;418.203558719;432.25
13;0;3;19.0;409.327840416;422.25
14;0;3;19.0;396.32594235;424.5
15;0;3;18.7;377.705701079;432.25
16;0;3;18.3;351.662468514;420.75
17;0;3;17.9;313.082758621;374.0
18;0;3;16.8;301.052083333;348.75
19;0;3;15.8;301.864583333;301.0
20;0;3;14.9;302.4375;241.0
21;0;3;14.5;302.416666667;213.75
22;0;3;12.0;302.145833333;203.25
23;0;3;10.1;301.979166667;195.5
0;0;3;8.7;301.708333333;193.75
1;0;3;8.6;301.479166667;190.25
2;0;3;7.7;301.458333333;186.25
3;0;3;7.7;301.385416667;185.0
4;0;3;8.6;301.302083333;184.75
5;0;3;8.8;301.25;186.75
6;0;3;9.5;301.260416667;242.0
7;0;3;9.7;301.458333333;283.75
8;0;3;10.8;301.447916667;354.25
9;0;3;10.8;302.604166667;449.25
10;0;3;11.0;305.0;479.25
11;0;3;10.9;307.3125;503.25
12;0;3;11.0;310.322916667;493.75
13;0;3;10.4;312.885416667;464.5
14;0;3;10.2;314.645833333;474.0
15;0;3;10.5;316.708333333;477.75
16;0;3;10.9;318.604166667;433.75
17;0;3;11.0;319.145833333;372.25
18;0;3;11.0;319.072916667;341.5
19;0;3;11.1;318.770833333;291.75
20;0;3;10.9;318.385416667;243.5
21;0;3;10.2;318.489583333;227.25
22;0;3;10.3;319.052083333;206.25
23;0;3;10.2;319.177083333;201.25
0;0;3;11.1;319.416666667;199.0
1;0;3;11.0;319.635416667;192.0
2;0;3;11.1;319.708333333;187.0
3;0;3;11.1;319.739583333;184.75
4;0;3;11.1;319.729166667;183.5
5;0;3;10.5;319.677083333;188.75
6;0;3;10.5;319.760416667;241.0
7;0;3;10.5;319.71875;295.25
8;0;3;11.4;320.197916667;350.5
9;0;3;11.5;320.041666667;427.0
10;0;3;12.7;319.114583333;457.25
11;0;3;15.7;318.197916667;465.75
12;0;3;16.7;316.635416667;455.0
13;0;3;16.2;315.020833333;457.5
14;0;3;15.4;314.729166667;458.0
15;0;3;16.2;314.0625;429.5
16;0;3;15.0;312.052083333;390.0
17;0;3;14.7;310.229166667;339.25
18;0;3;13.9;308.854166667;334.75
19;0;3;13.5;308.572916667;301.75
20;0;3;12.7;308.989583333;272.0
21;0;3;11.6;310.177083333;244.5
22;0;3;8.5;310.895833333;215.75
23;0;3;7.5;311.291666667;202.75
0;0;3;5.9;311.354166667;197.5
1;0;3;5.0;311.291666667;191.5
2;0;3;5.1;311.270833333;188.0
3;0;3;5.0;311.3125;187.75
4;0;3;5.3;311.4375;186.5
5;0;3;6.0;311.5625;189.75
6;0;3;6.8;311.604166667;245.25
7;0;3;8.1;311.78125;292.75
8;0;3;10.9;311.677083333;358.25
9;0;3;11.9;312.0;425.5
10;0;3;13.0;311.9375;464.0
11;0;3;13.6;312.21875;487.25
12;0;3;12.1;313.114583333;476.5
13;0;3;11.3;314.010416667;466.0
14;0;3;12.5;314.364583333;459.25
15;0;3;12.5;314.416666667;436.25
16;0;3;11.7;314.697916667;418.0
17;0;3;9.8;315.864583333;364.0
18;0;3;8.8;316.895833333;320.0
19;0;3;8.1;316.28125;276.25
20;0;3;7.7;315.21875;250.0
21;0;3;7.6;314.302083333;222.5
22;0;3;7.2;313.385416667;198.5
23;0;3;6.8;312.666666667;191.25
0;1;3;6.5;312.1875;190.0
1;1;3;6.5;311.875;192.25
2;1;3;5.9;311.90625;186.5
3;1;3;5.8;311.84375;184.0
4;1;3;5.8;311.6875;184.5
5;1;3;5.8;311.604166667;183.75
6;1;3;5.8;311.354166667;194.25
7;1;3;5.8;309.229166667;187.75
8;1;3;5.9;304.854166667;180.25
9;1;3;6.1;297.4375;176.5
10;1;3;7.0;287.0625;172.25
11;1;3;9.0;274.90625;175.5
12;1;3;9.1;261.916666667;178.0
13;1;3;8.9;249.479166667;198.25
14;1;3;7.9;238.322916667;212.0
15;1;3;7.1;228.020833333;217.25
16;1;3;7.0;218.895833333;205.0
17;1;3;6.6;210.020833333;196.5
18;1;3;6.1;203.041666667;201.0
19;1;3;5.9;198.083333333;208.5
20;1;3;7.1;195.260416667;202.25
21;1;3;7.0;193.270833333;197.5
22;1;3;6.8;192.229166667;196.25
23;1;3;6.1;192.135416667;185.5
0;1;3;6.3;191.895833333;188.0
1;1;3;6.0;191.8125;188.5
2;1;3;5.7;191.65625;186.25
3;1;3;4.9;191.645833333;185.5
4;1;3;4.7;191.708333333;181.25
5;1;3;4.3;191.572916667;182.25
6;1;3;4.3;191.510416667;180.5
7;1;3;4.7;190.9375;177.5
8;1;3;5.4;190.510416667;177.75
9;1;3;6.1;190.40625;185.25
10;1;3;6.8;190.770833333;187.25
11;1;3;9.1;191.395833333;189.5
12;1;3;9.8;191.979166667;189.5
13;1;3;9.5;192.458333333;187.25
14;1;3;10.4;192.0;186.0
15;1;3;10.2;190.916666667;188.5
16;1;3;9.2;189.71875;190.0
17;1;3;8.1;189.09375;189.0
18;1;3;7.9;188.78125;198.5
19;1;3;7.0;188.677083333;206.0
20;1;3;6.8;188.572916667;202.25
21;1;3;6.3;188.572916667;195.5
22;1;3;5.8;188.489583333;189.5
23;1;3;5.8;188.208333333;185.75
0;0;3;5.3;188.21875;181.0
1;0;3;5.0;187.927083333;182.0
2;0;3;4.9;187.65625;181.5
3;0;3;4.4;187.458333333;180.0
4;0;3;4.3;187.229166667;181.75
5;0;3;4.0;187.25;190.0
6;0;3;3.8;187.572916667;231.25
7;0;3;3.8;189.6875;282.75
8;0;3;4.8;194.072916667;352.5
9;0;3;5.6;201.354166667;416.75
10;0;3;5.8;211.0;439.5
11;0;3;6.3;221.510416667;433.25
12;0;3;7.1;231.666666667;445.0
13;0;3;7.9;242.3125;424.5
14;0;3;8.2;252.197916667;412.25
15;0;3;8.5;261.625;406.25
16;0;3;8.4;270.697916667;342.5
17;0;3;7.8;277.052083333;307.5
18;0;3;6.4;281.989583333;287.5
19;0;3;3.8;285.697916667;261.5
20;0;3;2.5;288.010416667;238.0
21;0;3;2.4;289.5;224.25
22;0;3;2.4;290.697916667;201.5
23;0;3;0.8;291.197916667;192.0
0;0;3;0.7;291.458333333;190.25
1;0;3;0.6;291.84375;184.0
2;0;3;0.2;291.927083333;184.75
3;0;3;0.0;292.0625;185.75
4;0;3;-0.2;292.302083333;184.0
5;0;3;-0.6;292.395833333;197.75
6;0;3;-0.2;292.71875;236.0
7;0;3;3.6;292.916666667;265.0
8;0;3;6.6;292.177083333;345.0
9;0;3;8.6;291.864583333;393.25
10;0;3;11.0;290.885416667;424.75
11;0;3;12.4;290.270833333;407.0
12;0;3;12.9;289.177083333;415.5
13;0;3;13.4;287.947916667;398.0
14;0;3;13.4;286.84375;390.75
15;0;3;13.9;285.947916667;385.75
16;0;3;13.6;285.09375;338.25
17;0;3;11.7;284.916666667;322.0
18;0;3;8.5;285.520833333;331.25
19;0;3;5.9;287.34375;276.5
20;0;3;5.3;287.96875;236.75
21;0;3;4.8;287.916666667;226.75
22;0;3;4.5;288.020833333;208.5
23;0;3;3.4;288.3125;196.25
0;0;3;2.9;288.489583333;194.5
1;0;3;1.8;288.666666667;186.5
2;0;3;1.7;288.770833333;187.25
3;0;3;1.2;288.875;187.0
4;0;3;0.9;288.927083333;185.5
5;0;3;0.8;288.989583333;198.25
6;0;3;1.2;289.010416667;233.25
7;0;3;5.2;288.895833333;261.0
8;0;3;9.1;288.729166667;332.75
9;0;3;13.6;288.21875;378.75
10;0;3;14.3;287.614583333;407.0
11;0;3;15.4;286.875;427.5
12;0;3;16.6;287.729166667;426.0
13;0;3;16.6;288.166666667;408.25
14;0;3;16.8;288.59375;417.75
15;0;3;16.7;289.71875;407.25
16;0;3;16.5;290.614583333;340.5
17;0;3;15.0;290.708333333;294.75
18;0;3;13.6;289.572916667;274.25
19;0;3;12.5;287.197916667;254.5
20;0;3;9.6;286.28125;234.75
21;0;3;7.0;286.197916667;218.0
22;0;3;6.7;285.833333333;203.75
23;0;3;5.8;285.635416667;198.5
0;0;3;4.9;285.729166667;201.75
1;0;3;4.2;286.03125;199.25
2;0;3;4.8;286.5625;194.25
3;0;3;4.6;286.854166667;193.666666667
4;0;3;2.9;288.115789474;193.5
5;0;3;2.8;288.452631579;200.0
6;0;3;3.9;288.526315789;227.5
7;0;3;9.4;288.284210526;261.75
8;0;3;12.1;288.315789474;312.0
9;0;3;14.1;287.442105263;390.25
10;0;3;15.8;287.926315789;389.5
11;0;3;16.7;287.189473684;411.25
12;0;3;18.3;286.505263158;413.0
13;0;3;18.5;285.957894737;426.5
14;0;3;19.5;286.726315789;426.0
15;0;3;20.3;287.073684211;422.5
16;0;3;20.0;287.715789474;374.25
17;0;3;18.1;289.136842105;333.75
18;0;3;14.7;290.778947368;315.25
19;0;3;11.4;292.505263158;280.0
20;0;3;9.5;293.578947368;252.25
21;0;3;8.2;294.315789474;231.75
22;0;3;7.3;294.894736842;220.0
23;0;3;6.2;295.578947368;210.25
0;0;3;5.5;296.073684211;199.75
1;0;3;4.8;295.989473684;193.5
2;0;3;4.5;295.747368421;189.25
3;0;3;3.8;295.536842105;188.0
4;0;3;3.3;294.239583333;188.25
5;0;3;2.4;294.020833333;192.5
6;0;3;3.7;293.708333333;224.75
7;0;3;7.8;293.59375;257.75
8;0;3;11.8;293.427083333;309.0
9;0;3;15.5;293.302083333;366.5
10;0;3;16.8;292.3125;418.5
11;0;3;19.0;293.520833333;433.25
12;0;3;21.5;294.4375;435.25
13;0;3;22.5;295.364583333;419.25
14;0;3;23.1;295.0625;397.0
15;0;3;22.4;293.854166667;374.5
16;0;3;21.4;291.854166667;363.25
17;0;3;19.4;291.395833333;312.75
18;0;3;17.5;290.520833333;307.25
19;0;3;16.2;290.1875;273.75
20;0;3;15.4;289.927083333;222.0
21;0;3;14.5;288.666666667;205.5
22;0;3;13.3;287.572916667;194.0
23;0;3;12.6;286.489583333;192.75
0;1;3;12.4;285.760416667;190.75
1;1;3;12.5;285.385416667;193.75
2;1;3;12.1;285.395833333;187.75
3;1;3;11.3;285.333333333;184.0
4;1;3;10.7;285.166666667;183.75
5;1;3;10.4;284.979166667;182.5
6;1;3;11.1;284.5625;189.0
7;1;3;12.3;283.072916667;194.25
8;1;3;14.1;280.427083333;211.25
9;1;3;15.4;276.354166667;230.0
10;1;3;17.3;270.666666667;253.0
11;1;3;18.6;263.770833333;247.25
12;1;3;19.6;256.020833333;217.75
13;1;3;20.0;246.958333333;202.5
14;1;3;19.9;237.927083333;209.5
15;1;3;19.8;230.114583333;206.75
16;1;3;18.8;223.125;207.75
17;1;3;17.7;216.645833333;199.5
18;1;3;16.3;211.927083333;205.5
19;1;3;14.9;207.6875;207.0
20;1;3;13.1;204.90625;204.25
21;1;3;11.6;204.166666667;201.5
22;1;3;10.9;204.0;194.25
23;1;3;10.8;204.010416667;190.25
0;1;3;10.8;203.90625;192.75
1;1;3;10.8;203.989583333;195.0
2;1;3;10.2;204.041666667;NaN
3;1;3;10.7;204.75;196.75
4;1;3;10.8;205.304347826;193.0
5;1;3;10.4;205.706521739;184.25
6;1;3;10.3;205.782608696;185.5
7;1;3;10.6;205.630434783;179.0
8;1;3;11.5;204.967391304;183.0
9;1;3;12.3;203.739130435;185.5
10;1;3;13.0;201.804347826;193.25
11;1;3;13.7;199.206521739;196.5
12;1;3;14.6;197.0;202.25
13;1;3;15.1;196.326086957;194.75
14;1;3;15.8;195.989130435;204.0
15;1;3;15.6;195.75;201.25
16;1;3;14.7;195.510869565;202.25
17;1;3;13.8;195.27173913;194.25
18;1;3;13.2;195.043478261;193.75
19;1;3;13.2;194.532608696;205.25
20;1;3;13.2;194.456521739;207.5
21;1;3;12.4;194.597826087;203.25
22;1;3;12.3;194.673913043;195.25
23;1;3;9.5;194.717391304;187.5
