RadniDan;Mjesec;PrijasnjaPotrosnja;Potrosnja
0;11;13699;14629
0;11;12065;12977
1;11;15110;15580
1;11;15919;16324
1;11;15656;16060
1;11;15569;15895
1;11;16584;16842
0;11;14284;15299
0;11;12698;13627
1;11;16042;16329
1;11;16159;16704
1;11;16724;17293
0;11;13950;15305
1;11;14586;15452
0;11;14152;15250
0;11;12739;13735
1;11;16369;16803
1;11;15989;16314
1;11;15875;16299
1;12;16197;16419
1;12;16492;16777
0;12;14580;15622
0;12;13655;14955
1;12;17703;17999
1;12;17641;17853
1;12;17936;18170
1;12;18667;18660
1;12;17714;18335
0;12;14916;15899
0;12;13675;14663
1;12;17399;17563
1;12;18698;18860
1;12;19523;19539
1;12;19659;19736
1;12;17777;18552
0;12;14787;15900
0;12;13991;15103
1;12;18019;18373
1;12;18593;18752
1;12;18738;18923
1;12;18466;18684
1;12;16601;17051
0;12;13362;14504
0;12;12701;13589
0;12;12365;13438
1;12;15715;16564
1;12;16165;16897
1;12;15091;15984
1;12;14721;15681
0;12;13856;14950
