RadniDan;Mjesec;PrijasnjaPotrosnja;Potrosnja
0;4;13617;14146
0;4;12277;12965
1;4;14777;15294
1;4;15150;15566
1;4;15121;15707
1;4;14990;15347
1;4;15072;15424
0;4;13299;14285
0;4;12096;13102
1;4;15500;15791
1;4;15508;15676
1;4;15761;16093
1;4;15663;15878
1;4;15551;15732
0;4;13312;14134
0;5;12132;13198
1;5;15319;15561
1;5;15470;15639
1;5;15417;15552
1;5;15573;15679
1;5;15502;15654
0;5;13662;14536
0;5;12485;13295
1;5;15608;15861
1;5;15374;15615
1;5;15295;15682
1;5;15450;15703
1;5;15336;15539
0;5;13104;13817
0;5;11789;12776
1;5;15460;15892
1;5;15304;15574
1;5;15394;15594
1;5;15290;15584
1;5;15205;15476
0;5;13104;13806
0;5;12062;12981
1;5;15568;15943
1;5;15868;16168
1;5;16124;16414
1;5;15993;16254
1;5;15547;15858
0;5;12872;13712
0;5;11735;12650
0;5;12221;13169
1;5;15517;16003
1;6;15624;15955
1;6;15695;16033
1;6;15766;16259
0;6;13790;14770
0;6;13323;14600
1;6;16703;17231
1;6;17521;18429
1;6;18031;18900
1;6;18833;19790
1;6;18895;19672
0;6;16710;18268
0;6;15864;17488
1;6;20692;21754
1;6;21097;21951
1;6;16589;16959
1;6;15977;16371
1;6;15970;16542
0;6;13683;14597
0;6;12400;13290
1;6;16034;16753
1;6;16657;17462
1;6;17373;17935
1;6;16200;16910
1;6;16859;17869
0;6;16283;18005
0;6;16466;18345
1;6;20084;21386
1;6;19933;20858
1;6;20269;21553
1;6;19068;19928
1;7;17689;18548
0;7;15465;16513
0;7;13034;14117
0;7;12898;14122
1;7;16488;17758
1;7;18304;19126
1;7;16234;16923
1;7;16019;16748
0;7;13380;14484
0;7;13148;14337
1;7;18943;20338
1;7;18561;19370
1;7;17516;18361
1;7;18464;19434
1;7;19683;20923
0;7;16793;18212
0;7;15545;16759
1;7;20469;21418
1;7;21244;22637
1;7;20842;22210
1;7;19582;20808
1;7;19837;21305
0;7;16751;17990
0;7;13881;15046
1;7;18849;19870
1;7;19935;21466
1;7;22099;23544
1;7;18058;18698
1;7;17309;18435
0;7;15340;16401
0;7;13992;15014
1;8;17492;18399
1;8;19203;20784
1;8;19914;21343
1;8;19731;20966
1;8;20685;22285
0;8;16175;17277
0;8;14324;15633
1;8;19199;20665
1;8;20005;21002
1;8;19733;21078
1;8;20310;21642
1;8;19459;20833
0;8;18822;20775
0;8;17412;18993
1;8;18468;19113
1;8;17033;17859
1;8;17693;18755
1;8;16781;17672
1;8;16846;17777
0;8;14962;16127
0;8;15075;16440
1;8;18386;19668
1;8;17201;18162
1;8;16896;17863
1;8;16432;17302
1;8;16598;17624
0;8;14934;16249
0;8;14494;15785
1;8;19251;20485
1;8;20057;20136
1;8;20138;21120
1;9;18786;19805
1;9;17435;18534
0;9;14627;15749
0;9;13066;14215
0;9;12941;14183
1;9;16088;16935
1;9;16321;17097
1;9;16758;17668
1;9;17053;17619
0;9;13832;14695
0;9;12188;13142
1;9;16558;17429
1;9;17959;18920
1;9;18225;19075
1;9;19439;20089
1;9;18461;18929
0;9;14977;15983
0;9;13294;14453
1;9;16332;17140
1;9;17408;18033
1;9;16617;17207
1;9;16470;17345
1;9;17501;18120
0;9;13528;14356
0;9;12096;13019
1;9;16514;17040
1;9;16493;16913
1;9;15495;15911
1;9;16085;16685
1;9;15356;15652
0;10;13322;14081
0;10;12114;13027
1;10;15529;16056
1;10;16053;16577
1;10;16012;16551
1;10;16769;17197
1;10;17446;18123
0;10;15432;16620
0;10;12363;13295
0;10;14438;15384
1;10;15894;16206
1;10;16001;16260
1;10;15987;16401
1;10;16159;16512
0;10;13897;14891
0;10;12426;13325
1;10;15476;15454
1;10;16023;16266
1;10;15647;15914
1;10;15679;15860
1;10;15858;16021
0;10;14056;14893
0;10;12735;13700
1;10;16164;16371
1;10;16652;16929
1;10;16538;16595
1;10;16485;16526
1;10;16680;16778
0;10;14547;15336
0;10;13593;13968
1;10;15814;15935
1;11;15705;15899
1;11;15651;15859
1;11;16116;16117
1;11;15627;15830
0;11;13520;14156
0;11;12491;13354
1;11;15480;15704
1;11;15542;15752
1;11;16007;16116
1;11;15995;16164
0;11;15820;16218
0;11;14629;15088
0;11;12977;13537
1;11;15580;15825
1;11;16324;16547
1;11;16060;16269
1;11;15895;16065
1;11;16842;16842
0;11;15299;15712
0;11;13627;14143
1;11;16329;16379
1;11;16704;17021
1;11;17293;17545
0;11;15305;16301
1;11;15452;15985
0;11;15250;15935
0;11;13735;14475
1;11;16803;16973
1;11;16314;16461
1;11;16299;16489
1;12;16419;16499
1;12;16777;16870
0;12;15622;16212
0;12;14955;15832
1;12;17999;18077
1;12;17853;17918
1;12;18170;18110
1;12;18660;18513
1;12;18335;18922
0;12;15899;16336
0;12;14663;15227
1;12;17563;17512
1;12;18860;18838
1;12;19539;19555
1;12;19736;19536
1;12;18552;18878
0;12;15900;16396
0;12;15103;15831
1;12;18373;18346
1;12;18752;18620
1;12;18923;18749
1;12;18684;18628
1;12;17051;17164
0;12;14504;15164
0;12;13589;14114
0;12;13438;14530
1;12;16564;17086
1;12;16897;17229
1;12;15984;16668
1;12;15681;16316
0;12;14950;15960
