RadniDan;Mjesec;PrijasnjaPotrosnja;Potrosnja
1;9;12051;11195
1;9;15240;13892
1;9;15228;13930
1;9;16340;15052
1;9;15256;14011
0;9;14026;12889
0;9;13424;12319
1;9;12502;11590
1;9;13458;12367
1;9;13853;12582
1;9;13332;12128
1;9;13621;12571
0;9;12942;11794
0;9;11533;10633
1;9;11642;10864
1;9;13322;12312
1;9;12165;11105
1;9;12087;11184
1;9;11953;10950
0;10;11966;10940
0;10;11446;10578
1;10;11492;10616
1;10;12334;11294
1;10;12536;11528
1;10;12982;11868
1;10;13392;12340
0;10;13976;12819
0;10;12648;11570
0;10;11597;10724
1;10;12085;11095
1;10;12245;11199
1;10;12262;11254
1;10;12290;11243
0;10;12632;11593
0;10;12090;11146
1;10;11678;10794
1;10;12221;11189
1;10;12085;11096
1;10;12183;11144
1;10;12288;11289
0;10;12303;11347
0;10;12154;11200
1;10;11765;10920
1;10;12532;11560
1;10;12832;11772
1;10;12806;11835
1;10;12793;11767
0;10;12846;11877
0;10;12608;11724
1;10;11472;10724
1;11;11815;10960
1;11;12004;11082
1;11;12209;11356
1;11;11999;11069
0;11;11882;10908
0;11;11407;10565
1;11;11283;10474
1;11;12121;11198
1;11;12091;11175
1;11;12376;11357
0;11;12778;11827
0;11;13081;12164
0;11;12261;11402
1;11;11417;10661
1;11;12178;11238
1;11;12316;11338
1;11;12150;11221
1;11;13114;12193
0;11;13511;12561
0;11;12864;12019
1;11;12031;11246
1;11;12347;11392
1;11;13340;12393
0;11;13933;12694
1;11;12593;11940
0;11;13702;12821
0;11;13246;12284
1;11;12379;11526
1;11;12730;11646
1;11;12450;11379
1;12;12586;11508
1;12;13056;12023
0;12;13968;12908
0;12;13956;12965
1;12;13674;12759
1;12;14156;13110
1;12;14407;13391
1;12;15212;14175
1;12;15054;13788
0;12;14410;13354
0;12;13987;12946
1;12;13632;12683
1;12;14668;13770
1;12;15992;14820
1;12;16079;14889
1;12;15130;13946
0;12;14471;13336
0;12;14560;13429
1;12;14223;13179
1;12;15222;14018
1;12;15219;14038
1;12;15328;14097
1;12;14802;13544
0;12;13758;12493
0;12;13285;12262
0;12;12160;11267
1;12;13303;12297
1;12;14005;12942
1;12;13437;12268
1;12;12890;11816
0;12;13948;12901
