RadniDan;Mjesec;PrijasnjaPotrosnja;Potrosnja
1;8;15699;13960
1;8;15357;13870
0;8;16163;14751
0;8;17616;15824
1;8;16691;14718
1;8;15697;13975
1;8;15056;13395
1;8;15509;13769
1;8;15856;14270
0;8;15440;14105
0;8;16552;15104
1;8;18459;16607
1;8;17937;16137
1;8;19161;17132
1;9;16839;14915
1;9;16589;14879
0;9;14588;13221
0;9;13868;12600
0;9;13628;12128
1;9;14740;12983
1;9;15301;13547
1;9;16099;14366
1;9;14552;13041
0;9;13133;11933
0;9;13249;12051
1;9;17152;15240
1;9;17210;15228
1;9;18243;16340
1;9;17088;15256
1;9;15460;14026
0;9;14739;13424
0;9;13932;12502
1;9;15226;13458
1;9;15659;13853
1;9;15037;13332
1;9;15223;13621
1;9;14592;12942
0;9;12757;11533
0;9;12889;11642
1;9;14792;13322
1;9;13735;12165
1;9;13670;12087
1;9;13478;11953
1;9;13341;11966
0;10;12623;11446
0;10;12731;11492
1;10;13903;12334
1;10;14108;12536
1;10;14629;12982
1;10;15047;13392
1;10;15479;13976
0;10;13996;12648
0;10;12723;11597
0;10;13496;12085
1;10;13747;12245
1;10;13832;12262
1;10;13880;12290
1;10;13976;12632
0;10;13277;12090
0;10;12918;11678
1;10;13781;12221
1;10;13703;12085
1;10;13769;12183
1;10;13754;12288
1;10;13719;12303
0;10;13238;12154
0;10;13008;11765
1;10;14101;12532
1;10;14379;12832
1;10;14290;12806
1;10;14292;12793
1;10;14195;12846
0;10;13693;12608
0;10;12503;11472
1;10;13094;11815
1;11;13456;12004
1;11;13624;12209
1;11;13482;11999
1;11;13198;11882
0;11;12516;11407
0;11;12437;11283
1;11;13616;12121
1;11;13502;12091
1;11;13887;12376
1;11;14162;12778
0;11;14264;13081
0;11;13357;12261
0;11;12567;11417
1;11;13526;12178
1;11;13908;12316
1;11;13646;12150
1;11;14606;13114
1;11;14860;13511
0;11;13980;12864
0;11;13209;12031
1;11;13949;12347
1;11;14920;13340
1;11;15521;13933
0;11;13474;12593
1;11;14925;13702
0;11;14394;13246
0;11;13672;12379
1;11;14327;12730
1;11;14022;12450
1;11;14217;12586
1;12;14729;13056
1;12;15390;13968
0;12;15238;13956
0;12;15080;13674
1;12;15853;14156
1;12;16034;14407
1;12;17139;15212
1;12;16633;15054
1;12;16037;14410
0;12;15242;13987
0;12;15067;13632
1;12;16427;14668
1;12;17626;15992
1;12;17912;16079
1;12;16934;15130
1;12;16053;14471
0;12;15752;14560
0;12;15705;14223
1;12;17081;15222
1;12;17061;15219
1;12;17126;15328
1;12;16554;14802
1;12;15329;13758
0;12;14291;13285
0;12;13290;12160
0;12;14567;13303
1;12;15528;14005
1;12;14955;13437
1;12;14401;12890
1;12;15311;13948
0;12;15133;14269
