RadniDan;Mjesec;PrijasnjaPotrosnja;Potrosnja
1;4;10507;10467
1;4;10101;10043
1;4;10288;10226
1;4;10520;10480
0;4;10018;9846
0;5;9814;9632
1;5;9910;9927
1;5;10269;10258
1;5;10274;10234
1;5;10363;10357
1;5;10257;10235
0;5;10130;10030
0;5;10137;9961
1;5;9878;9898
1;5;10076;10021
1;5;10015;9961
1;5;10140;10046
1;5;10129;10143
0;5;9862;9710
0;5;9535;9396
1;5;9684;9655
1;5;10061;9985
1;5;10050;9984
1;5;10024;9963
1;5;10001;9953
0;5;9914;9783
0;5;9728;9594
1;5;9731;9725
1;5;10215;10148
1;5;10522;10450
1;5;10494;10403
1;5;10307;10236
0;5;9961;9787
0;5;9611;9412
0;5;9455;9310
1;5;9594;9561
1;6;10132;10043
1;6;10151;10068
1;6;10250;10127
0;6;10408;10227
0;6;10722;10451
1;6;11360;11129
1;6;11362;11226
1;6;12062;11837
1;6;12736;12536
1;6;12857;12688
0;6;12878;12552
0;6;13269;12910
1;6;13899;13732
1;6;15142;14840
1;6;12040;11814
1;6;10593;10505
1;6;10607;10498
0;6;10434;10279
0;6;10140;9957
1;6;10038;9965
1;6;10749;10604
1;6;11658;11471
1;6;10783;10648
1;6;10979;10846
0;6;12213;11930
0;6;13542;13109
1;6;13992;13686
1;6;14461;14216
1;6;13891;13652
1;6;13474;13317
1;7;12699;12464
0;7;12466;12182
0;7;10907;10603
0;7;10543;10305
1;7;10946;10763
1;7;13153;12973
1;7;11507;11320
1;7;10975;10842
0;7;10416;10222
0;7;10733;10483
1;7;12675;12471
1;7;13679;13326
1;7;12355;12135
1;7;12607;12485
1;7;13964;13674
0;7;13688;13341
0;7;13583;13243
1;7;14265;14144
1;7;15179;14925
1;7;15460;15008
1;7;14340;13904
1;7;14031;13669
0;7;13974;13499
0;7;11722;11377
1;7;12625;12540
1;7;14125;13779
1;7;15989;15632
1;7;14163;13765
1;7;11963;11752
0;7;12848;12516
0;7;12025;11695
1;8;11888;11825
1;8;13023;12835
1;8;14195;13834
1;8;14345;13961
1;8;14782;14544
0;8;13628;13175
0;8;12195;11865
1;8;13271;13076
1;8;14973;14653
1;8;14011;13722
1;8;14731;14413
1;8;14542;14198
0;8;14989;14677
0;8;15644;15150
1;8;13641;13457
1;8;11833;11668
1;8;12210;12028
1;8;12080;11818
1;8;11611;11458
0;8;11800;11605
0;8;12561;12322
1;8;13160;12899
1;8;12102;11882
1;8;11785;11670
1;8;11212;11068
1;8;11428;11276
0;8;11717;11367
0;8;11878;11639
1;8;13124;13002
1;8;14114;13923
1;8;13929;13781
1;9;13844;13485
1;9;12250;11982
0;9;12125;11703
0;9;11030;10805
0;9;10604;10411
1;9;10474;10375
1;9;11011;10861
1;9;11309;11153
1;9;11991;11760
0;9;10853;10626
0;9;10067;9903
1;9;10576;10546
1;9;12613;12381
1;9;12815;12591
1;9;13897;13621
1;9;12991;12798
0;9;11801;11572
0;9;11203;10947
1;9;10739;10632
1;9;11412;11296
1;9;11509;11304
1;9;11119;10968
1;9;11757;11657
0;9;10676;10442
0;9;9805;9623
1;9;10311;10318
1;9;11425;11302
1;9;10275;10179
1;9;10428;10355
1;9;10186;10092
0;10;10020;9906
0;10;9736;9571
1;10;9941;9900
1;10;10556;10405
1;10;10645;10570
1;10;11013;10927
1;10;11448;11375
0;10;11776;11609
0;10;10429;10207
0;10;9980;9889
1;10;10228;10062
1;10;10392;10322
1;10;10446;10382
1;10;10495;10408
0;10;10698;10512
0;10;10192;10009
1;10;10109;10088
1;10;10433;10357
1;10;10351;10277
1;10;10308;10239
1;10;10522;10440
0;10;10483;10355
0;10;10246;10068
1;10;10355;10338
1;10;10814;10739
1;10;11008;10954
1;10;11070;11045
1;10;11000;10952
0;10;11047;10926
0;10;10635;10605
1;10;10256;10304
1;11;10410;10421
1;11;10370;10314
1;11;10720;10762
1;11;10383;10309
0;11;10065;9962
0;11;9735;9658
1;11;9902;9891
1;11;10424;10399
1;11;10558;10573
1;11;10595;10527
0;11;11153;11142
0;11;11447;11388
0;11;10689;10564
1;11;10051;10060
1;11;10582;10567
1;11;10627;10568
1;11;10483;10435
1;11;11507;11501
0;11;11849;11762
0;11;11188;11094
1;11;10721;10765
1;11;10652;10624
1;11;11596;11586
0;11;11750;11620
1;11;11563;11657
0;11;12113;12053
0;11;11370;11227
1;11;10949;10933
1;11;10849;10782
1;11;10528;10468
1;12;10838;10838
1;12;11209;11148
0;12;12065;11985
0;12;11991;11856
1;12;12190;12251
1;12;12327;12307
1;12;12721;12752
1;12;13479;13458
1;12;12950;12885
0;12;12483;12389
0;12;11986;11883
1;12;12027;12023
1;12;13031;13103
1;12;14085;14121
1;12;14281;14343
1;12;13063;13004
0;12;12353;12246
0;12;12431;12288
1;12;12484;12507
1;12;13266;13275
1;12;13278;13309
1;12;13255;13239
1;12;12520;12395
0;12;11353;11177
0;12;11113;10943
0;12;10398;10293
1;12;11606;11613
1;12;12178;12201
1;12;11310;11182
1;12;10932;10862
0;12;12062;11940
