RadniDan;Mjesec;PrijasnjaPotrosnja;Potrosnja
1;5;16028;16216
1;5;15024;15275
0;5;13566;14043
0;5;13244;13610
0;5;14023;14542
1;5;15753;16078
1;6;15506;16014
1;6;15782;16243
1;6;15536;15891
0;6;15512;15840
0;6;17333;17723
1;6;17705;17744
1;6;19869;19857
1;6;20819;20771
1;6;20567;20511
1;6;19836;19752
0;6;19690;19741
0;6;20407;20663
1;6;23830;23731
1;6;19748;19539
1;6;16352;16435
1;6;16303;16370
1;6;15634;15803
0;6;14291;14541
0;6;13911;14451
1;6;16951;16878
1;6;18597;18583
1;6;17232;17225
1;6;16894;16962
1;6;18904;18743
0;6;20701;20411
0;6;21119;21059
1;6;22303;22067
1;6;20984;20854
1;6;20295;20254
1;6;20012;19859
1;7;18844;18638
0;7;16582;16335
0;7;14880;14823
0;7;15692;15608
1;7;20300;20285
1;7;18362;18207
1;7;16523;16561
1;7;15871;15747
0;7;15396;15485
0;7;18445;18537
1;7;22817;22482
1;7;19445;19264
1;7;18747;18847
1;7;21479;21412
1;7;21150;20870
0;7;19491;19500
0;7;19627;19902
1;7;23051;22998
1;7;23842;23752
1;7;23218;22837
1;7;22350;22130
1;7;22805;22432
0;7;17752;17623
0;7;17696;17959
1;7;22187;22234
1;7;24052;24004
1;7;23407;22963
1;7;18371;18427
1;7;19057;19148
0;7;17503;17665
0;7;16525;16969
1;8;20388;20496
1;8;22682;22639
1;8;22798;22788
1;8;22472;22484
1;8;21774;21587
0;8;18115;18272
0;8;18914;19313
1;8;22894;23045
1;8;21821;21993
1;8;23056;23115
1;8;23258;23249
1;8;22166;22186
0;8;22871;22946
0;8;20169;20179
1;8;18221;18490
1;8;18269;18651
1;8;19447;19661
1;8;17946;18277
1;8;17108;17363
0;8;17666;17952
0;8;20409;20622
1;8;20139;20160
1;8;18317;18539
1;8;17423;17622
1;8;18039;18235
1;8;18274;18381
0;8;17108;17386
0;8;18511;18757
1;8;21913;21759
1;8;21112;21024
1;8;22699;22621
1;9;20372;20300
1;9;19611;19495
0;9;16643;16676
0;9;15722;15842
0;9;16457;16530
1;9;18210;18046
1;9;18929;18688
1;9;19584;19313
1;9;17299;17090
0;9;15396;15209
0;9;15925;15892
1;9;21348;20889
1;9;21604;21022
1;9;22117;21756
1;9;20788;20295
1;9;18453;17926
0;9;17245;16836
0;9;17177;16727
1;9;19318;18640
1;9;19614;19005
1;9;18971;18398
1;9;19126;18424
1;9;18143;17388
0;9;15126;14696
0;9;15749;15353
1;9;18592;17794
1;9;17590;16839
1;9;17355;16680
1;9;17142;16434
1;9;16150;15550
0;10;15117;14595
0;10;16090;15458
1;10;17824;17022
1;10;18161;17317
1;10;18549;17796
1;10;18773;18032
1;10;18537;17938
0;10;17023;16219
0;10;15360;14765
0;10;17035;16273
1;10;17473;16721
1;10;17482;16766
1;10;17473;16742
1;10;16855;16151
0;10;15703;15176
0;10;15965;15388
1;10;17430;16678
1;10;17467;16654
1;10;17358;16675
1;10;17250;16581
1;10;16400;15817
0;10;15766;15208
0;10;16094;15503
1;10;17875;17056
1;10;18088;17245
1;10;17849;17208
1;10;17804;17057
1;10;16951;16332
0;10;16087;15483
0;10;15668;14971
1;10;16295;15795
1;11;17329;16439
1;11;17406;16578
1;11;17254;16438
1;11;16255;15515
0;11;14942;14326
0;11;15701;14931
1;11;17377;16541
1;11;17257;16441
1;11;17696;16834
1;11;17419;16656
0;11;16977;16303
0;11;15614;15086
0;11;15732;15013
1;11;17231;16397
1;11;17644;16791
1;11;17473;16609
1;11;17958;17318
1;11;17678;17011
0;11;16350;15817
0;11;16295;15646
1;11;17742;16878
1;11;18297;17567
1;11;18592;17937
0;11;14692;14585
1;11;17316;16746
0;11;16874;16300
0;11;17119;16345
1;11;18346;17447
1;11;17884;17063
1;11;17870;17108
1;12;18304;17563
1;12;18155;17592
0;12;17665;17092
0;12;18449;17791
1;12;19961;19151
1;12;19884;19214
1;12;20751;20144
1;12;20163;19499
1;12;19290;18521
0;12;17612;17081
0;12;18372;17815
1;12;20111;19439
1;12;21171;20575
1;12;21359;20818
1;12;20529;19881
1;12;19122;18420
0;12;17913;17474
0;12;18818;18324
1;12;20811;20133
1;12;20587;19985
1;12;20609;19962
1;12;19961;19298
1;12;18091;17483
0;12;15623;15263
0;12;14992;14783
0;12;17267;16725
1;12;18823;18127
1;12;18367;17675
1;12;17728;16969
1;12;17816;17260
0;12;17397;16666
