Sat;DanUTjednu;Mjesec;Temperatura;Potrosnja
5;1;3;4.0;190.0
6;1;3;3.8;231.25
7;1;3;3.8;282.75
8;1;3;4.8;352.5
9;1;3;5.6;416.75
10;1;3;5.8;439.5
11;1;3;6.3;433.25
12;1;3;7.1;445.0
13;1;3;7.9;424.5
14;1;3;8.2;412.25
15;1;3;8.5;406.25
16;1;3;8.4;342.5
17;1;3;7.8;307.5
18;1;3;6.4;287.5
19;1;3;3.8;261.5
20;1;3;2.5;238.0
21;1;3;2.4;224.25
22;1;3;2.4;201.5
23;1;3;0.8;192.0
0;2;3;0.7;190.25
1;2;3;0.6;184.0
2;2;3;0.2;184.75
3;2;3;0.0;185.75
4;2;3;-0.2;184.0
5;2;3;-0.6;197.75
6;2;3;-0.2;236.0
7;2;3;3.6;265.0
8;2;3;6.6;345.0
9;2;3;8.6;393.25
10;2;3;11.0;424.75
11;2;3;12.4;407.0
12;2;3;12.9;415.5
13;2;3;13.4;398.0
14;2;3;13.4;390.75
15;2;3;13.9;385.75
16;2;3;13.6;338.25
17;2;3;11.7;322.0
18;2;3;8.5;331.25
19;2;3;5.9;276.5
20;2;3;5.3;236.75
21;2;3;4.8;226.75
22;2;3;4.5;208.5
23;2;3;3.4;196.25
0;3;3;2.9;194.5
1;3;3;1.8;186.5
2;3;3;1.7;187.25
3;3;3;1.2;187.0
4;3;3;0.9;185.5
5;3;3;0.8;198.25
6;3;3;1.2;233.25
7;3;3;5.2;261.0
8;3;3;9.1;332.75
9;3;3;13.6;378.75
10;3;3;14.3;407.0
11;3;3;15.4;427.5
12;3;3;16.6;426.0
13;3;3;16.6;408.25
14;3;3;16.8;417.75
15;3;3;16.7;407.25
16;3;3;16.5;340.5
17;3;3;15.0;294.75
18;3;3;13.6;274.25
19;3;3;12.5;254.5
20;3;3;9.6;234.75
21;3;3;7.0;218.0
22;3;3;6.7;203.75
23;3;3;5.8;198.5
0;4;3;4.9;201.75
1;4;3;4.2;199.25
2;4;3;4.8;194.25
3;4;3;4.6;193.666666667
4;4;3;2.9;193.5
5;4;3;2.8;200.0
6;4;3;3.9;227.5
7;4;3;9.4;261.75
8;4;3;12.1;312.0
9;4;3;14.1;390.25
10;4;3;15.8;389.5
11;4;3;16.7;411.25
12;4;3;18.3;413.0
13;4;3;18.5;426.5
14;4;3;19.5;426.0
15;4;3;20.3;422.5
16;4;3;20.0;374.25
17;4;3;18.1;333.75
18;4;3;14.7;315.25
19;4;3;11.4;280.0
20;4;3;9.5;252.25
21;4;3;8.2;231.75
22;4;3;7.3;220.0
23;4;3;6.2;210.25
0;5;3;5.5;199.75
1;5;3;4.8;193.5
2;5;3;4.5;189.25
3;5;3;3.8;188.0
4;5;3;3.3;188.25
5;5;3;2.4;192.5
6;5;3;3.7;224.75
7;5;3;7.8;257.75
8;5;3;11.8;309.0
9;5;3;15.5;366.5
10;5;3;16.8;418.5
11;5;3;19.0;433.25
12;5;3;21.5;435.25
13;5;3;22.5;419.25
14;5;3;23.1;397.0
15;5;3;22.4;374.5
16;5;3;21.4;363.25
17;5;3;19.4;312.75
18;5;3;17.5;307.25
19;5;3;16.2;273.75
20;5;3;15.4;222.0
21;5;3;14.5;205.5
22;5;3;13.3;194.0
23;5;3;12.6;192.75
0;6;3;12.4;190.75
1;6;3;12.5;193.75
2;6;3;12.1;187.75
3;6;3;11.3;184.0
4;6;3;10.7;183.75
5;6;3;10.4;182.5
6;6;3;11.1;189.0
7;6;3;12.3;194.25
8;6;3;14.1;211.25
9;6;3;15.4;230.0
10;6;3;17.3;253.0
11;6;3;18.6;247.25
12;6;3;19.6;217.75
13;6;3;20.0;202.5
14;6;3;19.9;209.5
15;6;3;19.8;206.75
16;6;3;18.8;207.75
17;6;3;17.7;199.5
18;6;3;16.3;205.5
19;6;3;14.9;207.0
20;6;3;13.1;204.25
21;6;3;11.6;201.5
22;6;3;10.9;194.25
23;6;3;10.8;190.25
0;7;3;10.8;192.75
1;7;3;10.8;195.0
2;7;3;10.2;NaN
3;7;3;10.7;196.75
4;7;3;10.8;193.0
5;7;3;10.4;184.25
6;7;3;10.3;185.5
7;7;3;10.6;179.0
8;7;3;11.5;183.0
9;7;3;12.3;185.5
10;7;3;13.0;193.25
11;7;3;13.7;196.5
12;7;3;14.6;202.25
13;7;3;15.1;194.75
14;7;3;15.8;204.0
15;7;3;15.6;201.25
16;7;3;14.7;202.25
17;7;3;13.8;194.25
18;7;3;13.2;193.75
19;7;3;13.2;205.25
20;7;3;13.2;207.5
21;7;3;12.4;203.25
22;7;3;12.3;195.25
23;7;3;9.5;187.5
0;1;3;7.5;NaN
1;1;3;6.4;NaN
2;1;3;6.1;NaN
3;1;3;6.5;NaN
4;1;3;10.5;NaN
5;1;3;9.7;NaN
6;1;3;9.6;NaN
7;1;3;9.7;NaN
8;1;3;10.0;NaN
9;1;3;10.9;NaN
10;1;3;11.5;NaN
11;1;3;11.5;NaN
12;1;3;12.0;NaN
13;1;3;12.3;NaN
14;1;3;11.8;NaN
15;1;3;11.7;NaN
16;1;3;11.3;NaN
17;1;3;11.2;NaN
18;1;3;10.3;NaN
19;1;3;9.8;NaN
20;1;3;9.6;NaN
21;1;3;9.5;NaN
22;1;3;9.6;NaN
23;1;3;9.9;NaN
0;2;3;9.4;NaN
1;2;3;9.0;NaN
2;2;3;8.3;NaN
3;2;3;8.0;NaN
4;2;3;6.7;NaN
5;2;3;6.1;NaN
6;2;3;6.3;NaN
7;2;3;8.9;NaN
8;2;3;10.7;NaN
9;2;3;13.2;NaN
10;2;3;14.9;389.5
11;2;3;14.9;387.5
12;2;3;15.1;389.5
13;2;3;15.0;391.0
14;2;3;14.9;401.75
15;2;3;14.9;414.5
16;2;3;15.2;375.75
17;2;3;13.9;297.25
18;2;3;10.7;252.25
19;2;3;8.8;245.0
20;2;3;7.6;238.75
21;2;3;6.7;221.25
22;2;3;6.4;204.75
23;2;3;5.6;198.75
0;3;3;4.9;191.25
1;3;3;4.7;190.75
2;3;3;3.7;191.5
3;3;3;3.0;190.666666667
4;3;3;3.0;197.0
5;3;3;2.8;192.0
6;3;3;4.1;245.75
7;3;3;6.8;273.0
8;3;3;9.9;328.75
9;3;3;13.2;382.25
10;3;3;14.2;415.25
11;3;3;15.9;407.25
12;3;3;16.5;390.0
13;3;3;17.4;383.5
14;3;3;17.3;376.5
15;3;3;17.2;377.0
16;3;3;16.7;326.0
17;3;3;15.4;282.0
18;3;3;12.6;260.25
19;3;3;9.3;249.25
20;3;3;8.4;241.0
21;3;3;7.4;222.75
22;3;3;6.8;208.0
23;3;3;6.5;203.25
0;4;3;5.7;206.0
1;4;3;5.8;196.75
2;4;3;4.9;193.25
3;4;3;5.0;193.0
4;4;3;4.0;193.75
5;4;3;3.7;201.5
6;4;3;5.3;253.5
7;4;3;10.1;281.75
8;4;3;13.2;342.5
9;4;3;15.2;395.75
10;4;3;17.0;434.5
11;4;3;18.1;489.5
12;4;3;18.8;493.25
13;4;3;19.1;497.0
14;4;3;19.2;436.0
15;4;3;18.9;368.25
16;4;3;18.8;319.25
17;4;3;17.8;279.75
18;4;3;14.2;264.75
19;4;3;11.7;243.0
20;4;3;9.8;242.25
21;4;3;9.0;229.5
22;4;3;8.7;212.75
23;4;3;8.4;208.0
0;5;4;7.4;NaN
1;5;4;7.1;NaN
2;5;4;5.9;NaN
3;5;4;6.0;NaN
4;5;4;6.0;NaN
5;5;4;6.8;NaN
6;5;4;8.2;NaN
7;5;4;9.5;NaN
8;5;4;13.1;NaN
9;5;4;14.9;NaN
10;5;4;16.9;NaN
11;5;4;18.3;NaN
12;5;4;19.6;NaN
13;5;4;19.7;NaN
14;5;4;19.7;NaN
15;5;4;19.7;NaN
16;5;4;19.5;NaN
17;5;4;18.6;NaN
18;5;4;18.1;NaN
19;5;4;14.3;NaN
20;5;4;13.7;NaN
21;5;4;13.6;NaN
22;5;4;12.8;NaN
23;5;4;11.2;NaN
0;6;4;10.0;NaN
1;6;4;8.6;NaN
2;6;4;8.4;NaN
3;6;4;7.9;NaN
4;6;4;7.7;NaN
5;6;4;7.3;NaN
6;6;4;8.9;NaN
7;6;4;11.6;NaN
8;6;4;14.8;NaN
9;6;4;18.4;NaN
10;6;4;19.4;NaN
11;6;4;20.4;NaN
12;6;4;20.4;NaN
13;6;4;21.0;NaN
14;6;4;21.3;NaN
15;6;4;21.3;NaN
16;6;4;20.5;NaN
17;6;4;19.4;NaN
18;6;4;15.9;NaN
19;6;4;14.0;NaN
20;6;4;12.2;NaN
21;6;4;11.4;NaN
22;6;4;10.9;NaN
23;6;4;10.4;NaN
0;7;4;10.3;NaN
1;7;4;9.8;NaN
2;7;4;9.2;NaN
3;7;4;9.2;NaN
4;7;4;8.5;NaN
5;7;4;8.1;NaN
6;7;4;8.8;NaN
7;7;4;13.2;NaN
8;7;4;15.6;NaN
9;7;4;16.6;NaN
10;7;4;18.3;NaN
11;7;4;19.8;NaN
12;7;4;20.9;NaN
13;7;4;21.5;NaN
14;7;4;21.8;NaN
15;7;4;21.8;NaN
16;7;4;21.3;NaN
17;7;4;20.3;NaN
18;7;4;18.4;NaN
19;7;4;14.6;NaN
20;7;4;13.3;NaN
21;7;4;12.4;NaN
22;7;4;12.1;NaN
23;7;4;11.8;NaN
0;1;4;11.7;NaN
1;1;4;10.0;NaN
2;1;4;9.8;NaN
3;1;4;9.0;NaN
4;1;4;9.4;NaN
5;1;4;10.0;NaN
6;1;4;11.0;NaN
7;1;4;14.0;NaN
8;1;4;15.8;NaN
9;1;4;17.8;NaN
10;1;4;18.9;NaN
11;1;4;20.2;NaN
12;1;4;21.7;NaN
13;1;4;22.5;NaN
14;1;4;23.0;NaN
15;1;4;23.0;NaN
16;1;4;22.5;NaN
17;1;4;17.5;NaN
18;1;4;15.6;NaN
19;1;4;12.9;NaN
20;1;4;11.8;NaN
21;1;4;10.8;NaN
22;1;4;10.8;NaN
23;1;4;10.8;NaN
0;2;4;10.6;NaN
1;2;4;10.5;NaN
2;2;4;10.3;NaN
3;2;4;9.9;NaN
4;2;4;9.9;NaN
5;2;4;9.0;NaN
6;2;4;9.0;NaN
7;2;4;9.9;NaN
8;2;4;11.1;NaN
9;2;4;12.7;NaN
10;2;4;13.8;NaN
11;2;4;14.5;NaN
12;2;4;14.8;NaN
13;2;4;15.6;NaN
14;2;4;16.1;NaN
15;2;4;14.6;NaN
16;2;4;14.0;NaN
17;2;4;14.5;NaN
18;2;4;12.5;NaN
19;2;4;9.7;NaN
20;2;4;7.8;NaN
21;2;4;6.9;NaN
22;2;4;6.9;NaN
23;2;4;6.5;NaN
0;3;4;6.5;NaN
1;3;4;6.3;NaN
2;3;4;5.7;NaN
3;3;4;5.6;NaN
4;3;4;5.0;NaN
5;3;4;5.3;NaN
6;3;4;7.1;NaN
7;3;4;12.1;NaN
8;3;4;14.8;NaN
9;3;4;15.6;NaN
10;3;4;15.6;NaN
11;3;4;16.5;NaN
12;3;4;16.9;NaN
13;3;4;17.4;NaN
14;3;4;18.2;NaN
15;3;4;18.3;NaN
16;3;4;17.5;NaN
17;3;4;16.8;NaN
18;3;4;14.0;NaN
19;3;4;12.1;NaN
20;3;4;11.6;NaN
21;3;4;10.0;NaN
22;3;4;9.5;NaN
23;3;4;9.0;NaN
0;4;4;8.9;NaN
1;4;4;8.2;NaN
2;4;4;8.3;NaN
3;4;4;8.0;NaN
4;4;4;8.2;NaN
5;4;4;8.2;NaN
6;4;4;10.0;NaN
7;4;4;13.1;NaN
8;4;4;16.6;NaN
9;4;4;19.4;NaN
10;4;4;21.5;NaN
11;4;4;23.8;NaN
12;4;4;24.8;NaN
13;4;4;25.6;NaN
14;4;4;26.4;NaN
15;4;4;25.6;NaN
16;4;4;25.7;NaN
17;4;4;25.3;NaN
18;4;4;21.8;NaN
19;4;4;21.6;NaN
20;4;4;22.0;NaN
21;4;4;23.1;NaN
22;4;4;22.4;NaN
23;4;4;21.4;NaN
0;5;4;18.8;NaN
1;5;4;15.8;NaN
2;5;4;15.6;NaN
3;5;4;15.7;NaN
4;5;4;17.4;NaN
5;5;4;15.3;NaN
6;5;4;14.8;NaN
7;5;4;15.5;NaN
8;5;4;16.5;NaN
9;5;4;16.5;NaN
10;5;4;16.6;NaN
11;5;4;17.7;NaN
12;5;4;18.5;NaN
13;5;4;19.3;NaN
14;5;4;19.9;NaN
15;5;4;20.4;NaN
16;5;4;20.4;NaN
17;5;4;20.1;NaN
18;5;4;18.3;NaN
19;5;4;14.5;NaN
20;5;4;13.3;NaN
21;5;4;11.3;NaN
22;5;4;11.5;NaN
23;5;4;13.9;NaN
0;6;4;13.1;NaN
1;6;4;14.2;NaN
2;6;4;12.1;NaN
3;6;4;11.0;NaN
4;6;4;11.5;NaN
5;6;4;11.5;NaN
6;6;4;13.6;NaN
7;6;4;14.3;NaN
8;6;4;17.0;NaN
9;6;4;19.8;NaN
10;6;4;21.2;NaN
11;6;4;22.5;NaN
12;6;4;23.2;NaN
13;6;4;22.3;NaN
14;6;4;22.2;NaN
15;6;4;21.3;NaN
16;6;4;21.3;NaN
17;6;4;20.0;NaN
18;6;4;17.6;NaN
19;6;4;14.2;NaN
20;6;4;14.1;NaN
21;6;4;11.6;NaN
22;6;4;11.8;NaN
23;6;4;10.5;NaN
0;7;4;7.7;NaN
1;7;4;8.0;NaN
2;7;4;6.3;NaN
3;7;4;5.7;NaN
4;7;4;5.2;NaN
5;7;4;5.4;NaN
6;7;4;7.6;NaN
7;7;4;12.3;NaN
8;7;4;13.6;NaN
9;7;4;13.8;NaN
10;7;4;14.8;NaN
11;7;4;15.5;NaN
12;7;4;16.4;NaN
13;7;4;17.2;NaN
14;7;4;18.4;NaN
15;7;4;19.0;NaN
16;7;4;18.7;NaN
17;7;4;17.1;NaN
18;7;4;14.7;NaN
19;7;4;11.9;NaN
20;7;4;10.4;NaN
21;7;4;9.0;NaN
22;7;4;8.2;NaN
23;7;4;7.7;NaN
0;1;4;7.8;NaN
1;1;4;7.0;NaN
2;1;4;6.8;NaN
3;1;4;6.5;NaN
4;1;4;6.0;NaN
5;1;4;6.7;NaN
6;1;4;11.1;NaN
7;1;4;13.0;NaN
8;1;4;14.9;NaN
9;1;4;16.8;NaN
10;1;4;16.7;NaN
11;1;4;17.3;NaN
12;1;4;18.4;NaN
13;1;4;18.7;NaN
14;1;4;18.4;NaN
15;1;4;18.6;NaN
16;1;4;18.3;NaN
17;1;4;17.5;NaN
18;1;4;15.8;NaN
19;1;4;13.0;NaN
20;1;4;11.6;NaN
21;1;4;10.6;NaN
22;1;4;10.2;NaN
23;1;4;9.9;NaN
0;2;4;9.9;NaN
1;2;4;9.2;NaN
2;2;4;8.2;NaN
3;2;4;7.7;NaN
4;2;4;7.2;NaN
5;2;4;7.0;NaN
6;2;4;11.7;NaN
7;2;4;16.5;NaN
8;2;4;19.2;NaN
9;2;4;21.5;NaN
10;2;4;23.1;NaN
11;2;4;23.8;NaN
12;2;4;24.3;NaN
13;2;4;25.3;NaN
14;2;4;24.2;NaN
15;2;4;23.2;NaN
16;2;4;22.2;NaN
17;2;4;19.4;NaN
18;2;4;10.9;NaN
19;2;4;8.9;NaN
20;2;4;8.2;NaN
21;2;4;7.8;NaN
22;2;4;7.9;NaN
23;2;4;7.8;NaN
0;3;4;7.4;NaN
1;3;4;6.7;NaN
2;3;4;6.7;NaN
3;3;4;6.8;NaN
4;3;4;6.8;NaN
5;3;4;6.2;NaN
6;3;4;6.4;NaN
7;3;4;7.9;NaN
8;3;4;10.7;NaN
9;3;4;11.7;NaN
10;3;4;12.5;NaN
11;3;4;13.1;NaN
12;3;4;13.0;NaN
13;3;4;11.2;NaN
14;3;4;14.1;NaN
15;3;4;13.0;NaN
16;3;4;12.0;NaN
17;3;4;11.5;NaN
18;3;4;9.7;NaN
19;3;4;6.7;NaN
20;3;4;5.5;NaN
21;3;4;4.6;NaN
22;3;4;3.9;NaN
23;3;4;3.7;NaN
0;4;4;4.7;NaN
1;4;4;6.4;NaN
2;4;4;7.7;NaN
3;4;4;5.9;NaN
4;4;4;3.7;NaN
5;4;4;3.2;NaN
6;4;4;5.3;NaN
7;4;4;7.1;NaN
8;4;4;10.1;NaN
9;4;4;13.1;NaN
10;4;4;13.1;NaN
11;4;4;13.9;NaN
12;4;4;14.1;NaN
13;4;4;14.9;NaN
14;4;4;14.2;NaN
15;4;4;13.6;NaN
16;4;4;12.5;NaN
17;4;4;11.6;NaN
18;4;4;10.6;NaN
19;4;4;9.9;NaN
20;4;4;8.5;NaN
21;4;4;6.2;NaN
22;4;4;6.2;NaN
23;4;4;6.1;NaN
0;5;4;7.6;NaN
1;5;4;7.0;NaN
2;5;4;5.8;NaN
3;5;4;5.6;NaN
4;5;4;5.3;NaN
5;5;4;5.8;NaN
6;5;4;8.2;NaN
7;5;4;9.1;NaN
8;5;4;11.2;NaN
9;5;4;12.1;NaN
10;5;4;12.0;NaN
11;5;4;12.2;NaN
12;5;4;12.6;NaN
13;5;4;12.3;NaN
14;5;4;13.0;NaN
15;5;4;13.8;NaN
16;5;4;12.6;NaN
17;5;4;11.9;NaN
18;5;4;10.9;NaN
19;5;4;9.6;NaN
20;5;4;8.7;NaN
21;5;4;7.0;NaN
22;5;4;7.1;NaN
23;5;4;7.3;NaN
0;6;4;7.3;NaN
1;6;4;8.4;NaN
2;6;4;8.9;NaN
3;6;4;8.7;NaN
4;6;4;8.9;NaN
5;6;4;9.0;NaN
6;6;4;9.0;NaN
7;6;4;9.3;NaN
8;6;4;10.5;NaN
9;6;4;9.8;NaN
10;6;4;9.7;NaN
11;6;4;10.6;NaN
12;6;4;12.7;NaN
13;6;4;13.5;NaN
14;6;4;14.0;170.333333333
15;6;4;13.3;172.75
16;6;4;12.0;163.25
17;6;4;11.7;163.75
18;6;4;11.5;167.25
19;6;4;10.4;174.25
20;6;4;9.1;177.5
21;6;4;9.2;175.75
22;6;4;9.1;164.75
23;6;4;9.3;157.75
0;7;4;9.4;151.0
1;7;4;9.1;144.25
2;7;4;8.6;147.75
3;7;4;7.0;147.75
4;7;4;5.9;148.0
5;7;4;5.7;147.0
6;7;4;9.3;158.25
7;7;4;10.5;154.25
8;7;4;12.7;154.0
9;7;4;13.8;156.0
10;7;4;14.7;156.25
11;7;4;14.4;156.25
12;7;4;14.2;156.75
13;7;4;15.6;157.25
14;7;4;14.4;158.25
15;7;4;14.0;160.75
16;7;4;14.5;152.5
17;7;4;14.2;151.5
18;7;4;12.5;156.0
19;7;4;8.8;158.75
20;7;4;8.2;162.25
21;7;4;7.6;159.5
22;7;4;6.3;149.75
23;7;4;5.9;148.5
0;1;4;5.9;146.25
1;1;4;5.8;143.75
2;1;4;5.3;141.5
3;1;4;4.1;142.5
4;1;4;4.0;142.0
5;1;4;4.1;146.25
6;1;4;7.2;203.25
7;1;4;10.2;239.5
8;1;4;14.3;324.75
9;1;4;15.4;390.5
10;1;4;16.8;401.75
11;1;4;16.0;411.25
12;1;4;17.2;419.0
13;1;4;16.6;411.75
14;1;4;16.9;413.0
15;1;4;17.6;381.5
16;1;4;17.3;312.25
17;1;4;15.6;252.25
18;1;4;12.2;238.0
19;1;4;9.6;215.75
20;1;4;8.6;192.75
21;1;4;7.7;183.25
22;1;4;8.8;172.25
23;1;4;9.4;164.25
0;2;4;9.0;158.75
1;2;4;8.6;154.25
2;2;4;7.3;151.75
3;2;4;7.0;151.25
4;2;4;6.1;152.25
5;2;4;5.4;160.5
6;2;4;8.4;204.75
7;2;4;11.5;254.5
8;2;4;15.3;329.25
9;2;4;17.5;374.75
10;2;4;18.1;391.25
11;2;4;18.5;408.5
12;2;4;19.0;440.0
13;2;4;18.6;428.75
14;2;4;18.4;422.75
15;2;4;18.2;380.0
16;2;4;18.2;335.0
17;2;4;17.1;301.5
18;2;4;14.2;268.0
19;2;4;10.7;214.75
20;2;4;10.3;198.5
21;2;4;9.5;184.0
22;2;4;8.9;175.0
23;2;4;7.8;171.0
0;3;4;7.4;168.0
1;3;4;6.6;160.5
2;3;4;5.8;157.0
3;3;4;5.3;156.25
4;3;4;5.1;157.0
5;3;4;5.4;165.0
6;3;4;8.6;208.0
7;3;4;11.9;243.75
8;3;4;14.7;339.75
9;3;4;17.2;389.5
10;3;4;18.7;407.0
11;3;4;19.8;396.5
12;3;4;20.5;411.5
13;3;4;21.2;388.5
14;3;4;21.0;398.0
15;3;4;21.1;371.0
16;3;4;20.6;332.5
17;3;4;19.8;291.0
18;3;4;16.3;245.25
19;3;4;13.6;227.5
20;3;4;12.2;221.0
21;3;4;11.4;201.25
22;3;4;10.5;180.25
23;3;4;9.5;170.25
0;4;4;8.7;162.75
1;4;4;7.8;158.25
2;4;4;7.6;152.5
3;4;4;6.8;150.5
4;4;4;6.1;149.75
5;4;4;6.7;157.0
6;4;4;10.3;211.0
7;4;4;12.8;244.5
8;4;4;15.1;319.5
9;4;4;17.9;365.0
10;4;4;20.0;382.0
11;4;4;21.7;424.0
12;4;4;22.8;428.0
13;4;4;23.5;413.0
14;4;4;23.6;393.75
15;4;4;23.7;358.0
16;4;4;23.7;312.5
17;4;4;22.8;280.25
18;4;4;21.6;261.75
19;4;4;14.8;235.75
20;4;4;12.8;217.5
21;4;4;11.1;200.25
22;4;4;10.2;179.25
23;4;4;9.8;170.0
0;5;4;9.1;160.25
1;5;4;8.6;153.5
2;5;4;7.9;151.5
3;5;4;7.4;151.75
4;5;4;7.1;151.0
5;5;4;7.5;153.5
6;5;4;10.8;187.25
7;5;4;14.2;241.0
8;5;4;17.9;281.25
9;5;4;19.4;340.25
10;5;4;20.9;336.0
11;5;4;22.0;343.5
12;5;4;22.4;342.5
13;5;4;22.9;322.75
14;5;4;23.0;303.5
15;5;4;23.5;278.5
16;5;4;23.3;232.0
17;5;4;22.2;184.0
18;5;4;18.0;173.5
19;5;4;15.0;164.5
20;5;4;13.4;165.25
21;5;4;13.2;162.75
22;5;4;11.9;156.5
23;5;4;10.5;152.5
0;6;4;10.0;151.75
1;6;4;10.0;152.5
2;6;4;9.1;146.25
3;6;4;8.3;145.5
4;6;4;8.2;145.25
5;6;4;8.5;144.75
6;6;4;10.6;149.0
7;6;4;14.6;151.0
8;6;4;18.1;153.25
9;6;4;20.4;155.25
10;6;4;21.8;152.25
11;6;4;22.6;153.75
12;6;4;22.3;158.0
13;6;4;23.3;163.5
14;6;4;23.7;156.5
15;6;4;23.2;154.0
16;6;4;23.3;151.5
17;6;4;21.9;151.25
18;6;4;20.8;152.5
19;6;4;19.9;150.75
20;6;4;19.6;155.5
21;6;4;19.2;154.75
22;6;4;18.3;146.5
23;6;4;16.9;144.25
0;7;4;15.5;143.25
1;7;4;14.6;142.0
2;7;4;15.1;143.0
3;7;4;14.1;141.0
4;7;4;12.9;141.25
5;7;4;12.4;139.75
6;7;4;15.3;136.5
7;7;4;17.2;136.25
8;7;4;19.4;137.75
9;7;4;20.3;140.25
10;7;4;22.0;142.25
11;7;4;22.9;142.75
12;7;4;23.4;143.75
13;7;4;23.7;145.0
14;7;4;23.6;144.75
15;7;4;23.3;145.5
16;7;4;22.5;147.75
17;7;4;21.5;152.75
18;7;4;20.7;151.0
19;7;4;18.0;151.25
20;7;4;15.4;159.0
21;7;4;15.0;158.75
22;7;4;14.4;153.0
23;7;4;14.2;150.0
0;1;4;13.2;148.75
1;1;4;11.8;148.0
2;1;4;10.9;143.25
3;1;4;11.3;142.5
4;1;4;11.9;139.0
5;1;4;11.8;136.0
6;1;4;12.8;141.25
7;1;4;14.2;143.5
8;1;4;14.6;146.0
9;1;4;17.8;148.75
10;1;4;19.2;153.0
11;1;4;20.2;155.0
12;1;4;21.0;157.0
13;1;4;21.1;162.25
14;1;4;21.7;160.75
15;1;4;21.6;157.0
16;1;4;21.1;157.75
17;1;4;20.4;159.5
18;1;4;18.2;160.75
19;1;4;15.9;161.75
20;1;4;16.0;163.0
21;1;4;14.9;160.75
22;1;4;14.8;158.75
23;1;4;14.7;157.75
0;2;4;13.9;153.0
1;2;4;14.1;143.25
2;2;4;13.7;141.75
3;2;4;13.1;140.25
4;2;4;12.9;139.75
5;2;4;12.9;143.5
6;2;4;12.9;196.75
7;2;4;12.2;238.25
8;2;4;12.4;346.5
9;2;4;12.9;410.25
10;2;4;13.7;423.75
11;2;4;13.8;434.5
12;2;4;14.0;434.75
13;2;4;14.6;428.0
14;2;4;14.7;420.75
15;2;4;13.5;394.0
16;2;4;13.3;356.5
17;2;4;13.9;312.25
18;2;4;14.0;291.0
19;2;4;14.2;248.5
20;2;4;14.1;193.75
21;2;4;14.0;183.0
22;2;4;13.2;160.5
23;2;4;13.1;156.75
0;3;4;12.6;158.5
1;3;4;12.5;149.5
2;3;4;12.6;150.25
3;3;4;12.3;150.25
4;3;4;12.3;149.25
5;3;4;12.6;150.0
6;3;4;13.6;209.75
7;3;4;14.8;235.5
8;3;4;15.0;310.0
9;3;4;16.3;374.75
10;3;4;16.7;402.25
11;3;4;16.3;413.75
12;3;4;16.8;416.0
13;3;4;16.9;418.5
14;3;4;16.4;409.5
15;3;4;16.3;408.5
16;3;4;16.7;367.25
17;3;4;15.9;320.0
18;3;4;15.6;287.5
19;3;4;15.5;254.75
20;3;4;15.0;207.25
21;3;4;14.8;187.25
22;3;4;13.8;168.25
23;3;4;13.6;163.75
0;4;4;13.3;155.5
1;4;4;11.8;153.0
2;4;4;13.0;152.5
3;4;4;13.1;151.25
4;4;4;12.7;150.0
5;4;4;11.6;152.25
6;4;4;11.4;208.5
7;4;4;11.9;236.5
8;4;4;13.0;323.75
9;4;4;14.9;425.25
10;4;4;14.8;461.5
11;4;4;15.0;467.0
12;4;4;16.3;472.333333333
13;4;4;15.1;454.25
14;4;4;15.9;435.0
15;4;4;14.9;417.5
16;4;4;14.9;373.5
17;4;4;14.8;324.5
18;4;4;14.5;290.75
19;4;4;13.6;260.5
20;4;4;12.5;226.25
21;4;4;12.0;200.25
22;4;4;11.6;182.75
23;4;4;11.2;173.5
0;5;4;10.9;169.25
1;5;4;11.1;159.75
2;5;4;11.2;158.75
3;5;4;11.5;158.5
4;5;4;11.4;156.75
5;5;4;11.4;164.5
6;5;4;11.7;219.75
7;5;4;12.5;259.75
8;5;4;12.9;333.0
9;5;4;13.5;390.75
10;5;4;14.1;406.0
11;5;4;14.5;441.25
12;5;4;15.2;448.25
13;5;4;14.6;440.75
14;5;4;16.2;414.0
15;5;4;16.5;379.5
16;5;4;15.3;339.25
17;5;4;14.7;287.5
18;5;4;13.5;243.25
19;5;4;12.7;203.5
20;5;4;12.1;185.75
21;5;4;12.0;180.25
22;5;4;12.0;164.5
23;5;4;12.0;159.75
0;6;4;12.2;161.25
1;6;4;12.0;163.0
2;6;4;12.1;159.75
3;6;4;12.0;158.5
4;6;4;11.7;160.0
5;6;4;11.8;163.0
6;6;4;12.1;156.0
7;6;4;13.3;158.0
8;6;4;13.8;160.5
9;6;4;14.1;176.5
10;6;4;15.0;174.75
11;6;4;16.6;173.25
12;6;4;16.4;170.25
13;6;4;17.6;167.0
14;6;4;18.8;166.25
15;6;4;18.9;175.0
16;6;4;18.9;176.25
17;6;4;18.4;175.5
18;6;4;16.9;185.25
19;6;4;15.9;175.25
20;6;4;15.1;192.0
21;6;4;13.8;210.25
22;6;4;12.5;196.25
23;6;4;12.0;193.5
0;7;5;11.9;188.0
1;7;5;11.1;183.75
2;7;5;11.2;179.0
3;7;5;11.6;176.25
4;7;5;11.2;159.25
5;7;5;11.8;154.25
6;7;5;12.3;145.5
7;7;5;13.1;145.0
8;7;5;14.4;145.0
9;7;5;15.1;145.25
10;7;5;15.2;145.0
11;7;5;14.9;150.0
12;7;5;16.5;158.5
13;7;5;17.9;160.75
14;7;5;18.9;162.25
15;7;5;18.4;163.25
16;7;5;15.2;156.25
17;7;5;13.3;157.25
